user_id,week_year,num_ascolti_totali,num_ascolti_artista,artisti_univoci,generi_univoci
Boreamor,2012/26,10,0,2,2
Boreamor,2012/27,2,1,2,2
Boreamor,2012/28,5,0,1,1
Boreamor,2012/29,34,0,9,8
Boreamor,2012/30,35,0,14,8
Boreamor,2012/31,9,0,3,3
Borellus,2016/04,48,1,37,16
Borellus,2016/05,68,0,59,22
Borellus,2016/08,5,0,1,1
Borellus,2016/09,2,0,1,1
Borellus,2016/11,17,17,1,1
Borellus,2016/12,1,0,1,1
Bose-Man,2016/11,21,1,21,8
Bose-Man,2016/12,118,0,98,22
Bose-Man,2016/13,28,0,28,10
BothwellX,2013/43,20,0,16,13
BothwellX,2013/44,45,2,31,15
BothwellX,2013/45,25,0,20,6
BothwellX,2013/46,3,0,2,2
Bowch,2007/21,15,1,15,7
Bowch,2009/24,22,0,21,9
Bowch,2010/13,1,0,1,1
Bowch,2010/20,7,0,7,3
Bowch,2010/50,2,0,1,1
Bowch,2010/52,1,0,1,1
Bowch,2011/27,7,0,7,4
Bowch,2012/48,21,0,21,4
Bowch,2013/07,1,0,1,1
Bowch,2013/13,13,0,13,7
Bowch,2013/20,16,0,16,7
Bowch,2013/28,1,0,1,1
Bowch,2013/45,1,0,1,1
Bowch,2014/04,8,0,8,6
Bowch,2014/27,4,0,3,3
Bowch,2014/28,5,0,5,2
Bowch,2014/36,1,0,1,1
Bowch,2014/46,1,0,1,1
Bowch,2015/10,8,0,8,6
Bowch,2015/17,3,0,1,1
Bowlski,2011/40,20,0,10,4
Bowlski,2011/47,63,1,51,17
Bowlski,2011/48,26,0,25,11
Bowlski,2011/52,1,0,1,1
Bowlski,2012/05,6,0,1,1
Bowlski,2012/07,4,0,4,4
Bowlski,2012/38,8,0,8,4
Bowlski,2012/39,3,0,3,2
Bowlski,2012/40,8,0,8,3
Bowlski,2012/41,5,0,5,4
Bowlski,2012/43,3,0,3,3
Bowlski,2012/47,2,0,2,1
BoyWhoSings,2015/03,3,0,3,2
BoyWhoSings,2015/04,1,0,1,1
BoyWhoSings,2015/05,18,1,13,6
BoyWhoSings,2015/07,4,0,3,3
BoyWhoSings,2015/14,6,0,6,4
BoyWhoSings,2015/15,15,0,11,6
BoyWhoSings,2015/16,5,0,4,4
BoyWhoSings,2015/19,1,0,1,1
BoyWhoSings,2015/20,2,0,2,2
BoyWhoSings,2015/21,1,0,1,1
BoyWhoSings,2015/25,1,0,1,1
BoyWhoSings,2015/29,1,0,1,1
BoyWhoSings,2015/30,7,0,1,1
Bradderz182,2012/35,8,0,8,8
Bradderz182,2012/36,34,0,27,10
Bradderz182,2012/37,24,1,22,11
Bradderz182,2012/38,19,0,18,9
Bradderz182,2012/39,11,0,11,7
Bradderz182,2012/42,15,0,14,7
Bradderz182,2012/43,30,0,26,13
Bradderz182,2012/45,2,0,2,1
Bradyation,2016/10,12,0,5,4
Bradyation,2016/11,55,0,24,10
Bradyation,2016/12,65,23,19,11
Bradyation,2016/13,16,0,13,8
Brainbox14,2012/41,110,8,58,28
Brainiac96X,2015/49,4,0,4,3
Brainiac96X,2015/50,1,0,1,1
Brainiac96X,2015/53,19,1,18,11
Brainiac96X,2016/01,24,2,21,10
Brainiac96X,2016/02,25,1,14,6
Brainiac96X,2016/03,4,0,4,3
Brainiac96X,2016/04,16,0,9,6
Brainiac96X,2016/05,5,0,5,5
Brainiac96X,2016/06,5,0,5,3
Brainiac96X,2016/07,5,0,5,5
Brainiac96X,2016/09,10,0,9,7
Brainiac96X,2016/10,24,0,16,12
Brainiac96X,2016/11,8,0,7,4
Brainiac96X,2016/12,16,0,15,10
Brammy,2012/32,81,2,65,22
Brammy,2012/33,56,0,45,21
Brammy,2012/34,2,0,2,1
Brammy,2012/38,3,0,2,2
Brammy,2012/39,13,0,1,1
Brammy,2013/27,9,0,1,1
Brandon-rocks,2011/03,11,0,4,4
Brandon-rocks,2011/05,19,0,2,2
Brandon-rocks,2011/13,17,0,7,6
Brandon-rocks,2011/14,66,26,5,3
Brandon-rocks,2011/36,22,22,1,1
BrandonCourage,2016/10,22,0,6,5
BrandonCourage,2016/11,95,9,14,9
BrandonCourage,2016/12,25,2,9,6
BrandonCourage,2016/13,4,0,1,1
Breathe_Music,2009/17,4,0,4,2
Breathe_Music,2009/19,1,0,1,1
Breathe_Music,2009/23,1,0,1,1
Breathe_Music,2010/11,10,0,10,6
Breathe_Music,2010/12,4,0,4,2
Breathe_Music,2010/13,6,0,6,4
Breathe_Music,2010/18,4,0,4,2
Breathe_Music,2010/19,2,0,2,1
Breathe_Music,2010/20,6,0,6,5
Breathe_Music,2010/21,5,0,5,4
Breathe_Music,2011/04,33,1,25,5
Breathe_Music,2011/05,16,0,16,11
Breathe_Music,2011/08,9,0,9,5
Breathe_Music,2011/10,7,0,7,5
Breathe_Music,2011/20,10,0,10,5
Breathe_Music,2011/21,17,0,17,8
Bren_D,2008/34,10,0,10,6
Bren_D,2010/30,77,2,51,16
Bren_D,2010/31,37,1,35,14
Bren_D,2010/33,1,0,1,1
Bren_D,2010/46,19,0,18,8
Bren_D,2010/47,1,0,1,1
Bren_D,2011/30,1,0,1,1
Bren_D,2011/34,1,0,1,1
Bren_D,2011/35,1,0,1,1
BrianMayEye,2012/34,1,0,1,1
BrianMayEye,2012/35,16,0,3,3
BrianMayEye,2012/41,21,0,6,6
BrianMayEye,2012/44,18,0,3,3
BrianMayEye,2012/48,1,0,1,1
BrianMayEye,2012/51,1,0,1,1
BrianMayEye,2013/01,4,0,4,4
BrianMayEye,2013/05,23,1,22,7
BrianMayEye,2013/06,12,0,3,3
BrianMayEye,2013/10,29,0,5,2
BrianMayEye,2013/11,6,0,1,1
BrianMayEye,2013/36,5,0,5,2
BrianMayEye,2013/39,12,0,12,8
BrianMayEye,2013/50,17,0,17,13
Bridz,2012/06,26,1,24,14
Bridz,2012/07,107,1,76,27
Bridz,2013/02,24,1,21,8
BritHopeless,2013/08,68,1,15,12
BritHopeless,2013/09,1,0,1,1
BritPoppy,2010/23,4,0,4,3
BritPoppy,2010/32,3,0,3,3
BritPoppy,2011/05,8,1,8,5
BritPoppy,2011/07,3,0,3,2
BritPoppy,2011/08,15,0,15,9
BritPoppy,2011/09,1,0,1,1
BritPoppy,2011/12,9,0,9,7
BritPoppy,2011/36,1,0,1,1
BritPoppy,2011/37,9,0,9,6
BritPoppy,2011/38,1,0,1,1
BritPoppy,2011/40,27,0,4,2
Britt7094,2016/11,68,0,56,25
Britt7094,2016/12,61,2,47,17
BrittainB,2010/51,51,1,24,16
BrittainB,2011/01,14,0,3,3
BrittainB,2011/02,42,0,17,10
BrokenPolaroid,2011/33,34,3,12,6
BrokenPolaroid,2011/34,29,0,11,8
BrokenPolaroid,2011/37,4,1,4,3
BrokenPolaroid,2011/39,8,0,7,4
BrokenPolaroid,2011/41,2,0,2,2
BrokenPolaroid,2011/44,11,0,10,5
BrokenPolaroid,2011/45,9,0,9,6
BrokenPolaroid,2011/48,13,0,12,7
BrokenPolaroid,2011/50,13,0,13,7
BrokenWings6,2012/13,9,0,3,2
BrokenWings6,2012/14,8,0,1,1
BrokenWings6,2012/15,12,0,3,3
BrokenWings6,2012/16,3,0,2,2
BrokenWings6,2012/33,1,0,1,1
BrokenWings6,2012/34,3,0,2,2
BrokenWings6,2012/36,18,1,14,3
BrokenWings6,2012/37,5,0,3,1
BrokenWings6,2012/39,2,0,2,2
BrokenWings6,2012/42,6,0,5,4
BrokenWings6,2012/44,12,0,5,3
BrokenWings6,2012/46,4,0,4,2
BrokenWings6,2013/04,7,0,4,4
BrokenWings6,2013/16,5,0,4,2
BrokenWings6,2013/17,3,0,1,1
BrokenWings6,2013/18,11,0,5,2
BrokenWings6,2013/20,7,0,4,2
BrokenWings6,2013/21,2,0,2,2
BrokenWings6,2013/23,2,0,2,2
BrokenWings6,2013/29,2,0,2,1
BrokenWings6,2013/35,2,0,2,1
BrokenWings6,2013/46,3,0,3,2
BrotherJohnx,2011/44,50,0,7,5
BrotherJohnx,2011/46,12,0,6,4
BrotherJohnx,2012/10,42,16,21,11
BrowneAlex,2016/10,52,23,5,4
BrowneAlex,2016/11,86,1,26,17
Bugpoo,2009/50,12,3,6,5
Bugpoo,2009/51,60,0,8,7
Bugpoo,2009/53,2,0,2,2
Bugpoo,2010/01,49,0,23,10
Bugpoo,2010/02,6,0,6,4
Bugpoo,2010/03,7,0,6,6
BukasFriend,2015/01,37,1,30,12
BukasFriend,2015/02,47,0,36,13
BukasFriend,2015/10,75,0,65,24
BukasFriend,2015/47,18,0,3,3
BukasFriend,2016/03,10,0,1,1
BulchyC,2012/05,11,0,3,3
BulchyC,2012/06,14,0,9,7
BulchyC,2012/07,24,0,21,12
BulchyC,2012/08,28,2,16,10
BulchyC,2012/09,41,1,33,16
BulchyC,2012/11,11,0,9,6
BulchyC,2012/13,2,0,2,2
Buncles,2013/17,43,1,14,6
Buncles,2013/26,11,0,2,2
Buncles,2013/27,2,0,2,2
Buncles,2014/14,24,0,3,3
Burningbandit,2011/49,118,41,24,13
Burningbandit,2016/09,8,0,2,2
Burningbandit,2016/12,5,0,2,2
Burnio,2011/27,8,0,1,1
Burnio,2011/29,3,0,3,1
Burnio,2011/31,3,0,2,2
Burnio,2011/32,18,0,3,2
Burnio,2011/33,3,0,2,2
Burnio,2011/34,8,2,7,6
Burnio,2011/36,6,1,3,2
Burnio,2011/37,3,0,2,2
Burnio,2011/40,6,0,4,4
BurstIntoFlames,2015/52,35,0,34,14
BurstIntoFlames,2015/53,46,0,43,18
BurstIntoFlames,2016/02,67,1,59,21
BurstIntoFlames,2016/03,12,1,11,6
BurstIntoFlames,2016/10,8,0,1,1
BurstIntoFlames,2016/11,3,0,3,3
BurstIntoFlames,2016/12,5,0,4,2
BurstIntoFlames,2016/13,1,0,1,1
Burtinator,2011/16,13,3,8,4
Burtinator,2011/17,2,0,2,2
Burtinator,2011/19,5,0,5,3
Burtinator,2011/20,12,1,8,3
Burtinator,2011/23,3,1,3,2
Burtinator,2011/25,14,1,10,6
Burtinator,2011/28,9,0,1,1
Burtinator,2011/31,70,12,16,6
Burtinator,2011/32,23,3,15,5
Burtinator,2011/33,10,0,5,3
Burtinator,2011/37,7,0,7,4
Burtinator,2011/41,3,0,3,3
Butterfly_Edge,2016/10,96,12,9,5
Butterfly_Edge,2016/11,13,0,11,4
Butterfly_Edge,2016/12,76,0,5,3
Byjahn,2011/13,36,0,15,8
Byjahn,2011/17,6,0,1,1
Byjahn,2011/36,73,0,54,16
Byjahn,2011/49,3,0,3,2
Byjahn,2012/27,2,1,2,2
Byjahn,2012/38,15,0,1,1
Byjahn,2012/41,14,0,3,3
ByrneTofferings,2014/43,10,0,4,2
ByrneTofferings,2014/44,8,0,5,4
ByrneTofferings,2014/45,27,0,9,7
ByrneTofferings,2014/46,1,0,1,1
ByrneTofferings,2014/47,15,1,8,6
ByrneTofferings,2014/49,22,0,14,9
ByrneTofferings,2014/51,1,0,1,1
ByrneTofferings,2015/01,1,0,1,1
ByrneTofferings,2015/03,4,0,3,2
ByrneTofferings,2015/05,4,0,3,2
ByrneTofferings,2015/06,16,0,2,2
ByrneTofferings,2015/22,24,0,19,9
C4DD4,2016/12,151,1,75,23
C4DD4,2016/13,9,0,8,7
CCThomson,2014/47,22,1,19,10
CCThomson,2014/48,120,0,64,31
CChilstoneV1,2011/14,166,1,91,21
CFCantLee,2016/09,57,0,50,20
CFCantLee,2016/10,4,0,4,4
CFCantLee,2016/11,66,2,54,24
CFCantLee,2016/12,51,0,39,20
CFChef,2015/08,54,0,20,12
CFChef,2015/09,8,0,6,4
CFChef,2015/10,1,0,1,1
CFChef,2015/11,11,0,4,2
CFChef,2015/12,92,15,20,8
CFChef,2015/13,13,0,7,6
CHAOSROADSHOW,2010/37,27,0,23,9
CHAOSROADSHOW,2010/39,22,0,22,9
CHAOSROADSHOW,2010/47,17,0,14,7
CHAOSROADSHOW,2010/50,22,0,22,9
CHAOSROADSHOW,2011/08,17,1,17,2
CHAOSROADSHOW,2012/33,1,0,1,1
CHAOSROADSHOW,2012/34,3,0,3,3
CJGore,2016/04,6,0,2,2
CJGore,2016/05,13,0,10,6
CJGore,2016/10,56,0,33,12
CJGore,2016/11,29,1,22,9
CJGore,2016/12,12,0,1,1
CJGore,2016/13,23,0,17,5
CJ_Heap,2011/36,17,0,9,7
CJ_Heap,2011/37,63,1,25,13
CJ_Heap,2011/38,13,0,3,3
CMoosey,2016/11,52,0,34,12
CMoosey,2016/12,82,1,52,21
CReilly89,2010/47,43,1,38,14
CReilly89,2010/48,138,2,100,25
CSBrightside,2016/12,81,0,53,21
CSBrightside,2016/13,100,4,70,20
CTML,2013/38,1,0,1,1
CTML,2013/40,9,0,9,5
CTML,2013/50,4,0,3,3
CTML,2014/29,2,0,2,2
CTML,2014/31,9,0,9,6
CTML,2014/32,3,0,3,3
CTML,2015/36,7,0,7,7
CTML,2015/46,10,0,10,6
CTML,2015/52,94,2,80,31
CTML,2015/53,12,0,2,1
CTML,2016/01,4,0,4,3
CTML,2016/09,5,0,5,5
CWT1965,2010/37,41,0,34,9
CWT1965,2010/38,2,1,2,1
Cabe6403,2014/38,42,0,2,1
Cabe6403,2014/40,13,0,3,2
Cabe6403,2014/41,5,0,2,2
Cabe6403,2014/42,1,0,1,1
Cabe6403,2014/44,5,0,1,1
Cabe6403,2014/45,4,0,1,1
Cabe6403,2014/46,5,0,2,2
Cabe6403,2014/48,12,0,1,1
Cabe6403,2014/51,10,0,1,1
Cabe6403,2015/04,22,0,1,1
Cabe6403,2015/08,1,0,1,1
Cabe6403,2015/10,27,0,6,6
Cabe6403,2015/11,5,0,2,2
Cabe6403,2015/16,3,1,3,3
Cablamus,2012/40,10,0,4,2
Cablamus,2012/42,8,0,1,1
Cablamus,2012/43,53,1,36,19
Cablamus,2012/44,7,2,2,2
Cablamus,2012/45,14,0,3,3
Cablamus,2012/48,7,0,3,2
Cablamus,2012/49,1,0,1,1
Cablamus,2013/12,1,0,1,1
Cablamus,2013/16,2,0,1,1
Cablamus,2013/25,3,0,3,2
Cablamus,2013/40,20,0,14,8
Cablamus,2013/42,21,0,5,5
Cablamus,2014/01,6,0,2,2
Cablamus,2014/18,2,0,2,2
Cablamus,2014/19,1,0,1,1
Cablamus,2014/24,10,0,1,1
Cacophonaut,2012/36,157,2,38,12
Cacophonaut,2014/25,2,0,2,2
Calaqua,2013/50,42,0,12,4
Calaqua,2013/51,105,1,26,8
Caldecott2008,2015/51,104,1,83,34
Caldecott2008,2015/52,36,0,12,10
CallG,2013/44,24,0,5,4
CallG,2013/51,26,0,18,6
CallG,2014/40,10,10,1,1
CallG,2014/41,38,0,17,9
CallG,2014/52,49,0,6,4
CallG,2015/01,2,0,1,1
CallG,2015/20,2,0,2,2
Calliban,2012/14,69,1,43,15
Calliban,2012/15,12,0,8,8
Calliban,2012/16,14,0,12,7
CallieFreeman,2010/21,31,0,30,6
CallieFreeman,2010/22,26,0,26,14
CallieFreeman,2010/34,5,0,5,1
CallieFreeman,2011/03,7,1,6,4
CallieFreeman,2011/04,2,0,2,2
CallieFreeman,2011/05,3,0,3,3
CallieFreeman,2011/06,15,0,15,9
CallieFreeman,2011/34,4,0,4,3
CallieFreeman,2011/36,2,0,2,2
CallieFreeman,2011/37,2,0,1,1
CallieFreeman,2011/39,6,0,3,2
Callofthewild,2011/30,12,0,2,2
Callofthewild,2011/32,5,0,2,2
Callofthewild,2011/33,84,4,22,9
Callofthewild,2011/34,27,0,3,2
CallumOnfire,2010/45,174,9,95,28
CallumU,2016/11,30,0,29,18
CallumU,2016/12,145,1,61,25
CallumU,2016/13,2,0,2,2
Calorine_blod,2013/52,2,0,2,2
Calorine_blod,2014/01,7,0,7,3
Calorine_blod,2014/03,15,0,14,5
Calorine_blod,2014/04,10,0,10,4
Calorine_blod,2014/05,8,1,8,4
Calorine_blod,2014/06,3,0,3,2
Calorine_blod,2014/07,5,0,5,2
Calorine_blod,2014/09,12,2,9,5
Calorine_blod,2014/10,32,0,29,9
Calorine_blod,2014/11,4,0,4,4
Calorine_blod,2014/13,5,0,5,3
Calorine_blod,2014/25,2,0,2,2
Calorine_blod,2015/03,4,0,4,3
CammyRoxburgh,2010/08,20,0,7,3
CammyRoxburgh,2010/09,39,5,11,6
CammyRoxburgh,2010/10,28,0,5,2
CammyRoxburgh,2010/11,36,0,7,4
CammyRoxburgh,2011/26,3,0,2,2
Camundingo,2016/08,21,0,17,7
Camundingo,2016/09,26,0,23,10
Camundingo,2016/10,7,0,7,7
Camundingo,2016/11,44,0,19,9
Camundingo,2016/12,65,1,56,21
Camziez,2015/33,27,0,20,12
Camziez,2015/36,42,0,38,20
Camziez,2015/41,28,0,19,13
Camziez,2015/45,50,1,37,25
Candi_Cane_,2015/07,24,1,19,7
Candi_Cane_,2015/09,87,0,49,10
Candi_Cane_,2015/10,24,0,19,3
Candi_Cane_,2015/11,31,0,21,3
CandyLea,2016/11,96,10,59,19
CandyLea,2016/12,47,0,13,10
CandyLea,2016/13,22,0,2,2
CantFoolOwls,2012/34,61,0,28,9
CantFoolOwls,2012/35,71,2,19,7
CantFoolOwls,2012/36,22,9,12,7
CantFoolOwls,2012/37,1,0,1,1
CantFoolOwls,2012/52,4,0,3,2
CantFoolOwls,2013/19,4,0,4,4
CapnDred,2016/08,26,0,21,14
CapnDred,2016/09,71,1,51,20
CapnDred,2016/10,13,0,3,3
CapnDred,2016/12,10,1,10,5
CapnRaccoon,2012/11,18,1,16,5
CapnRaccoon,2012/12,6,0,5,3
CapnRaccoon,2012/13,1,0,1,1
CapnRaccoon,2012/16,24,0,20,8
CapnRaccoon,2012/17,29,0,24,7
CapnRaccoon,2012/18,36,0,30,12
CapnRaccoon,2012/19,21,0,16,7
CaptOutrageous,2011/21,11,0,3,2
CaptOutrageous,2011/22,3,0,2,2
CaptOutrageous,2011/25,20,0,8,4
CaptOutrageous,2011/27,28,0,5,3
CaptOutrageous,2011/28,6,0,5,5
CaptOutrageous,2011/29,22,0,8,5
CaptOutrageous,2011/30,20,1,18,10
CaptOutrageous,2011/31,7,0,4,3
CaptainDismay,2016/12,151,59,12,8
CaptainDismay,2016/13,40,24,3,2
CaptainMongoose,2014/51,32,0,3,3
CaptainMongoose,2015/02,5,0,2,1
CaptainMongoose,2015/10,10,0,1,1
CaptainMongoose,2015/16,26,0,2,2
CaptainMongoose,2015/17,8,0,1,1
CaptainMongoose,2015/22,9,0,2,1
CaptainMongoose,2015/24,12,8,2,1
CaptainMongoose,2015/32,10,0,1,1
CaptainMongoose,2015/39,13,0,1,1
CaptainMongoose,2015/49,15,1,12,5
CaptainMongoose,2015/51,3,0,3,2
CaptainRah,2011/03,10,0,9,4
CaptainRah,2011/04,1,0,1,1
CaptainRah,2011/06,17,0,13,6
CaptainRah,2011/09,6,0,5,5
CaptainRah,2011/10,5,0,1,1
CaptainRah,2011/16,1,0,1,1
CaptainRah,2011/18,17,1,13,7
CaptainRah,2011/20,5,0,2,2
CaptainRah,2011/23,13,0,9,7
CaptainRah,2011/25,10,0,9,8
CaptainRah,2011/27,36,0,28,12
Captain_Jazz,2010/02,125,1,47,18
Captain_Jazz,2010/08,2,0,2,2
Captain_baz,2012/01,16,0,4,4
Captain_baz,2013/01,76,0,47,20
Captain_baz,2013/02,27,0,19,12
Captain_baz,2013/03,13,1,13,9
CaraRAWR,2011/30,20,1,16,7
CaraRAWR,2011/34,8,0,8,7
CaraRAWR,2011/35,45,2,29,8
CaraRAWR,2011/36,12,0,11,6
CaraRAWR,2011/37,3,0,3,2
CaraRAWR,2011/38,4,1,4,3
CaraRAWR,2011/39,26,1,22,9
CaraRAWR,2011/40,3,0,3,3
Caraxox,2010/21,2,0,2,2
Caraxox,2010/22,5,0,2,2
Caraxox,2010/23,9,0,8,5
Caraxox,2010/25,8,0,7,6
Caraxox,2010/26,27,3,20,7
Caraxox,2010/27,12,0,11,5
Caraxox,2010/28,1,0,1,1
Caraxox,2010/29,1,0,1,1
Caraxox,2010/33,1,0,1,1
Carcer_1337,2012/40,65,1,34,12
Carcer_1337,2012/41,108,2,41,14
Carcogenic,2016/04,32,0,20,11
Carcogenic,2016/05,12,0,12,12
Carcogenic,2016/07,8,0,8,7
Carcogenic,2016/08,28,0,25,11
Carcogenic,2016/10,29,1,26,15
Carcogenic,2016/12,56,0,51,22
CarlAMUK,2015/36,2,0,1,1
CarlAMUK,2015/37,11,0,6,4
CarlAMUK,2015/38,35,0,13,4
CarlAMUK,2015/42,25,0,11,3
CarlAMUK,2015/43,37,1,16,5
CarlAMUK,2016/03,16,0,5,3
CarlaVengeance,2011/17,49,0,20,6
CarlaVengeance,2011/18,49,1,24,8
CarlaVengeance,2011/19,24,0,18,8
CarlaVengeance,2011/27,17,0,2,1
CarlieCakeywalk,2011/48,35,0,33,16
CarlieCakeywalk,2011/49,68,2,54,21
CarlieCakeywalk,2011/50,71,0,63,21
CarlieCakeywalk,2012/03,2,0,2,1
Carlos2493,2011/35,6,0,4,4
Carlos2493,2011/36,20,0,11,5
Carlos2493,2011/37,67,0,23,7
Carlos2493,2011/38,9,0,4,4
Carlos2493,2011/39,12,0,4,4
Carlos2493,2011/41,10,2,6,2
CarlosFandangos,2015/39,20,0,8,3
CarlosFandangos,2015/40,36,5,15,5
CarlosFandangos,2015/41,56,3,13,3
CarlosFandangos,2015/52,10,0,1,1
Carmenego,2011/48,8,0,5,5
Carmenego,2011/49,60,1,38,17
Carmenego,2011/52,4,0,1,1
Carmenego,2012/30,5,0,5,4
Carmenego,2012/31,19,0,8,6
CarnyKid93,2012/28,3,0,3,2
CarnyKid93,2012/31,19,0,18,7
CarnyKid93,2012/33,12,0,12,8
CarnyKid93,2012/34,13,0,13,8
CarnyKid93,2012/37,15,1,15,7
CarnyKid93,2012/38,16,0,16,8
CarnyKid93,2012/42,18,0,18,11
CarnyKid93,2012/50,36,0,23,5
CarnyKid93,2013/03,13,0,13,6
CarnyKid93,2013/04,11,0,11,4
CarnyKid93,2013/36,3,0,3,1
CarnyKid93,2014/18,6,0,6,4
CaroBob,2014/01,54,0,45,14
CaroBob,2014/51,4,0,4,2
CaroBob,2014/52,19,0,14,8
CaroBob,2015/01,32,1,32,7
Carree-x,2012/50,4,0,1,1
Carree-x,2012/52,5,1,3,3
Carree-x,2013/01,2,0,1,1
Carree-x,2013/02,1,0,1,1
Carree-x,2013/03,13,1,11,8
Carree-x,2013/04,7,0,2,2
Carree-x,2013/05,6,0,3,1
Carree-x,2013/06,1,0,1,1
Carree-x,2013/07,2,0,2,2
Carree-x,2013/08,2,0,2,2
Carree-x,2013/09,2,0,2,2
Carree-x,2013/10,22,0,9,6
Carree-x,2013/11,1,0,1,1
Carree-x,2013/13,6,0,2,2
Carree-x,2013/20,1,0,1,1
Carree-x,2013/21,12,0,4,3
Carree-x,2013/22,1,0,1,1
Carree-x,2013/28,1,0,1,1
Carree-x,2013/37,11,0,3,2
Cartoonhead86,2010/32,13,0,13,5
Cartoonhead86,2010/34,5,0,5,3
Cartoonhead86,2010/36,5,0,5,2
Cartoonhead86,2010/39,4,0,4,2
Cartoonhead86,2010/40,13,0,13,7
Cartoonhead86,2010/42,8,0,8,4
Cartoonhead86,2012/01,8,0,8,3
Cartoonhead86,2012/19,30,1,27,5
Cartoonhead86,2014/43,24,0,22,6
Cartoonhead86,2015/43,3,0,2,2
CarynMolloy,2013/12,26,0,19,12
CarynMolloy,2013/13,3,2,2,1
CarynMolloy,2013/14,7,3,5,3
CarynMolloy,2013/15,13,0,9,6
CarynMolloy,2013/16,2,0,1,1
CarynMolloy,2013/17,14,0,12,7
CarynMolloy,2013/22,8,0,8,7
CarynMolloy,2013/30,1,0,1,1
CarynMolloy,2013/37,1,0,1,1
CarynMolloy,2014/01,1,0,1,1
CarynMolloy,2014/09,28,3,18,10
CarynMolloy,2015/03,3,0,3,2
CarynMolloy,2015/18,1,0,1,1
CarynMolloy,2015/33,1,0,1,1
CasanovaLament,2016/02,139,1,58,26
CasanovaLament,2016/03,32,1,23,10
Cassyshield,2011/41,30,1,29,9
Cassyshield,2011/42,15,2,14,9
Cassyshield,2011/44,9,0,9,7
Cassyshield,2011/45,9,0,9,5
Cassyshield,2011/46,45,0,36,12
Cassyshield,2012/48,5,0,5,5
Cassyshield,2012/49,4,0,4,2
Cassyshield,2012/51,19,0,18,11
Cassyshield,2012/52,7,1,7,3
CatFromJapan,2015/47,7,0,3,2
CatFromJapan,2015/48,2,0,1,1
CatFromJapan,2015/49,9,0,4,3
CatFromJapan,2015/50,43,0,23,16
CatFromJapan,2015/51,1,0,1,1
CatFromJapan,2015/52,5,0,2,1
CatFromJapan,2015/53,15,0,10,6
CatFromJapan,2016/01,4,0,4,2
CatFromJapan,2016/02,14,0,8,6
CatFromJapan,2016/03,11,0,7,5
CatFromJapan,2016/05,3,1,3,2
CatFromJapan,2016/06,6,1,6,3
CatFromJapan,2016/08,10,0,5,3
CatFromJapan,2016/09,13,0,9,8
CatFromJapan,2016/11,12,0,4,3
CatOnMyFace,2011/11,19,4,14,6
CatOnMyFace,2011/14,12,0,11,7
CatOnMyFace,2011/15,34,0,11,7
CatOnMyFace,2011/16,27,2,24,10
CatOnMyFace,2011/17,46,1,39,12
CatPeopleFire,2011/48,16,0,12,3
CatPeopleFire,2011/49,2,0,1,1
CatPeopleFire,2011/50,13,0,8,4
CatPeopleFire,2011/51,13,0,10,3
CatPeopleFire,2012/05,5,1,5,3
CatPeopleFire,2012/06,5,0,4,1
CatPeopleFire,2012/15,2,0,2,1
CatPeopleFire,2012/17,12,0,12,4
CatPeopleFire,2012/27,1,0,1,1
CatPeopleFire,2012/31,1,0,1,1
CatPeopleFire,2012/39,32,0,16,7
CatPeopleFire,2012/40,3,0,3,3
Cathereeene,2015/36,5,0,5,4
Cathereeene,2015/37,6,1,4,2
Cathereeene,2015/38,33,3,19,7
Cathereeene,2015/46,38,2,26,9
Cathereeene,2015/47,1,0,1,1
Cathereeene,2015/48,6,0,5,4
Cathereeene,2016/03,41,0,40,12
Cathereeene,2016/11,22,1,18,5
Catmafia,2011/02,92,2,67,21
Catmafia,2011/07,25,0,18,10
Catmafia,2013/12,13,0,11,5
Catster,2015/22,97,1,85,24
Catster,2015/25,5,0,1,1
Catt312,2011/28,35,0,7,3
Catt312,2011/29,83,2,16,4
Catt312,2011/30,6,0,5,2
Caulls,2013/31,17,0,13,7
Caulls,2013/32,48,0,38,16
Caulls,2013/34,11,0,4,4
Caulls,2013/36,38,0,27,17
Caulls,2013/37,18,0,15,8
Caulls,2013/38,20,1,17,10
Caulls,2013/39,2,0,1,1
Cazquatch,2016/12,164,1,94,34
CeeCeee,2011/20,15,0,14,9
CeeCeee,2011/24,17,1,13,4
CeeCeee,2011/33,52,0,43,16
CeeCeee,2011/35,1,0,1,1
CeeCeee,2011/36,9,0,9,5
CeeCeee,2011/37,31,0,30,13
CeeCeee,2011/41,8,0,8,7
CelticRose_,2014/30,11,0,11,9
CelticRose_,2014/31,50,1,40,16
CelticRose_,2014/33,44,2,39,14
Cericooper89,2013/09,3,0,2,2
Cericooper89,2013/10,31,0,17,10
Cericooper89,2013/11,1,0,1,1
Cericooper89,2013/21,3,0,3,3
Cericooper89,2013/23,8,0,8,6
Cericooper89,2013/28,24,0,4,2
Cericooper89,2014/11,84,1,50,23
CerysCole95,2013/26,1,0,1,1
CerysCole95,2013/29,3,0,3,3
CerysCole95,2013/31,1,0,1,1
CerysCole95,2013/32,9,0,8,3
CerysCole95,2014/14,21,0,19,5
CerysCole95,2014/15,13,1,13,6
CerysCole95,2014/16,10,0,10,5
CerysCole95,2014/17,1,0,1,1
CerysCole95,2014/19,35,0,34,12
CerysCole95,2014/36,4,0,4,4
CerysCole95,2014/44,3,0,3,2
