user_id,num_ascolti_totali,num_ascolti_artista,settimane_totali,settimane_artista,artisti_univoci,generi_univoci,degree_initial_network,num_amici,quota_amici_artista,friends_num_ascolti_totali,friends_num_ascolti_artista,friends_settimane_totali,friends_settimane_artista,churn,reason
jamescram,138.0,11.0,16.0,2.0,26.0,11.0,10,4.0,0.0,121.75,0.0,8.5,0.0,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
jax359,171.0,22.0,8.0,2.0,39.0,18.0,2,1.0,0.0,165.0,0.0,9.0,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
jayjay_jayme,152.0,10.0,5.0,3.0,86.0,27.0,31,5.0,0.0,114.2,0.0,3.8,0.0,1,D - [CHURNER] quota ascolti artista ultime 3 settimane <= 0.1
jdarladimas,150.0,55.0,5.0,3.0,16.0,8.0,75,5.0,0.2,147.0,0.2,8.6,0.2,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
jimmy_dc,150.0,11.0,5.0,4.0,42.0,14.0,3,1.0,1.0,131.0,1.0,4.0,1.0,0,C - [NOT CHURNER] quota settimane ascolto artista >= 0.65
jimmywul,143.0,17.0,10.0,6.0,70.0,30.0,6,5.0,0.0,116.8,0.0,7.0,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
jjbeeson,175.0,13.0,13.0,2.0,64.0,23.0,49,24.0,0.166666666667,131.458333333,1.875,4.79166666667,0.25,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
joefi,173.0,10.0,10.0,5.0,70.0,19.0,34,6.0,0.0,108.833333333,0.0,10.6666666667,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
johnnyyy_rocks,141.0,33.0,12.0,2.0,29.0,11.0,8,5.0,0.0,159.6,0.0,8.4,0.0,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
jonlowndes,147.0,12.0,7.0,4.0,73.0,29.0,26,9.0,0.222222222222,144.111111111,6.66666666667,6.0,0.555555555556,1,B - [CHURNER] ascolto/i artista nelle ultime 3 settimane <3
joshscuse,165.0,14.0,8.0,4.0,67.0,31.0,30,19.0,0.157894736842,126.789473684,0.210526315789,5.94736842105,0.157894736842,1,B - [CHURNER] ascolto/i artista nelle ultime 3 settimane <3
kezzie_p,155.0,18.0,24.0,4.0,55.0,26.0,56,28.0,0.107142857143,120.928571429,0.142857142857,4.5,0.107142857143,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
klarasky,143.0,15.0,7.0,4.0,13.0,9.0,23,1.0,0.0,185.0,0.0,5.0,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
krispykremes90,191.0,19.0,5.0,2.0,58.0,18.0,23,9.0,0.333333333333,121.888888889,0.666666666667,7.22222222222,0.444444444444,1,B - [CHURNER] ascolto/i artista nelle ultime 3 settimane <3
laffinnome,141.0,12.0,12.0,3.0,66.0,25.0,6,2.0,0.0,108.0,0.0,10.5,0.0,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
langurmonkey,145.0,18.0,4.0,2.0,72.0,27.0,21,5.0,0.0,134.6,0.0,6.8,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
laurenw95,157.0,10.0,13.0,3.0,74.0,24.0,4,1.0,0.0,129.0,0.0,9.0,0.0,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
liamwolf,142.0,23.0,7.0,2.0,38.0,16.0,6,5.0,0.0,131.0,0.0,4.2,0.0,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
lovelindsay,138.0,16.0,6.0,4.0,81.0,27.0,62,19.0,0.0,113.947368421,0.0,7.47368421053,0.0,1,B - [CHURNER] ascolto/i artista nelle ultime 3 settimane <3
lynzyb,133.0,26.0,7.0,3.0,15.0,4.0,2,1.0,0.0,46.0,0.0,5.0,0.0,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
maccathesaint,168.0,24.0,4.0,4.0,53.0,17.0,25,2.0,0.0,134.5,0.0,7.0,0.0,0,C - [NOT CHURNER] quota settimane ascolto artista >= 0.65
magnoliamace,150.0,39.0,6.0,5.0,19.0,9.0,7,2.0,0.5,142.5,1.0,6.0,0.5,0,C - [NOT CHURNER] quota settimane ascolto artista >= 0.65
mai_taylor,147.0,13.0,10.0,2.0,49.0,18.0,55,20.0,0.55,138.85,9.15,4.2,0.95,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
marieeeel,179.0,13.0,17.0,2.0,74.0,25.0,198,101.0,0.118811881188,122.702970297,0.584158415842,5.05940594059,0.168316831683,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
matskiC,148.0,16.0,14.0,4.0,88.0,30.0,7,3.0,0.0,151.0,0.0,17.6666666667,0.0,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
mattrocious,141.0,17.0,4.0,2.0,77.0,26.0,7,3.0,0.0,105.666666667,0.0,4.33333333333,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
mellowyellow89,138.0,21.0,4.0,2.0,80.0,26.0,207,31.0,0.161290322581,123.935483871,0.806451612903,5.51612903226,0.193548387097,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
metrule89,145.0,12.0,8.0,2.0,35.0,10.0,12,6.0,0.166666666667,117.0,0.166666666667,6.33333333333,0.166666666667,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
mikenv,145.0,13.0,6.0,2.0,82.0,31.0,9,4.0,0.0,150.0,0.0,5.5,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
miss_musey,148.0,32.0,12.0,3.0,19.0,14.0,15,7.0,0.428571428571,129.142857143,5.0,3.28571428571,1.42857142857,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
molkatt,150.0,13.0,9.0,4.0,89.0,17.0,13,7.0,0.0,146.714285714,0.0,5.0,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
mr_x,162.0,18.0,4.0,3.0,24.0,5.0,72,23.0,0.304347826087,125.304347826,2.34782608696,6.65217391304,0.913043478261,0,C - [NOT CHURNER] quota settimane ascolto artista >= 0.65
mudderfupper,154.0,10.0,10.0,8.0,62.0,12.0,6,1.0,0.0,154.0,0.0,3.0,0.0,0,C - [NOT CHURNER] quota settimane ascolto artista >= 0.65
muse959,144.0,20.0,4.0,4.0,79.0,20.0,13,8.0,0.25,133.875,1.125,5.5,0.375,0,C - [NOT CHURNER] quota settimane ascolto artista >= 0.65
musefan84,162.0,19.0,17.0,8.0,85.0,26.0,1,1.0,0.0,167.0,0.0,1.0,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
musey84,167.0,20.0,11.0,3.0,87.0,27.0,4,4.0,0.25,149.75,0.25,2.5,0.25,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
nathan_face,167.0,15.0,16.0,3.0,73.0,26.0,19,6.0,0.166666666667,115.166666667,0.166666666667,8.83333333333,0.166666666667,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
nicola_muse,156.0,28.0,11.0,3.0,39.0,11.0,1,1.0,0.0,156.0,0.0,1.0,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
nikkistargirl,160.0,12.0,4.0,4.0,79.0,23.0,9,5.0,0.2,142.4,0.2,4.6,0.2,0,C - [NOT CHURNER] quota settimane ascolto artista >= 0.65
nonnis89,173.0,11.0,10.0,3.0,68.0,18.0,11,2.0,0.0,147.5,0.0,7.0,0.0,1,B - [CHURNER] ascolto/i artista nelle ultime 3 settimane <3
nouveller,138.0,44.0,9.0,8.0,33.0,14.0,1,1.0,1.0,91.0,59.0,9.0,7.0,0,C - [NOT CHURNER] quota settimane ascolto artista >= 0.65
oblet,138.0,22.0,4.0,2.0,17.0,6.0,10,4.0,0.0,129.25,0.0,4.25,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
ossanossan,157.0,11.0,9.0,2.0,56.0,13.0,37,11.0,0.272727272727,149.272727273,0.363636363636,7.09090909091,0.272727272727,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
penguindan,139.0,13.0,9.0,3.0,59.0,26.0,12,4.0,0.0,152.0,0.0,6.0,0.0,1,B - [CHURNER] ascolto/i artista nelle ultime 3 settimane <3
peterjamesford,138.0,73.0,10.0,4.0,11.0,5.0,6,4.0,0.0,156.75,0.0,6.75,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
pineapple_munch,157.0,10.0,4.0,2.0,58.0,18.0,73,29.0,0.172413793103,138.0,1.41379310345,6.24137931034,0.241379310345,1,D - [CHURNER] quota ascolti artista ultime 3 settimane <= 0.1
pixiebell85,174.0,47.0,12.0,8.0,82.0,18.0,24,2.0,0.0,145.0,0.0,9.0,0.0,0,C - [NOT CHURNER] quota settimane ascolto artista >= 0.65
ratchetnclank,147.0,42.0,8.0,7.0,42.0,13.0,2,2.0,0.0,129.0,0.0,3.0,0.0,0,C - [NOT CHURNER] quota settimane ascolto artista >= 0.65
raychxangel,148.0,15.0,11.0,3.0,65.0,26.0,24,1.0,0.0,125.0,0.0,2.0,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
red_alan,143.0,29.0,8.0,4.0,9.0,6.0,4,4.0,0.0,147.25,0.0,6.75,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
robwellington03,163.0,12.0,8.0,3.0,96.0,26.0,8,4.0,0.25,133.0,1.5,8.75,1.25,1,B - [CHURNER] ascolto/i artista nelle ultime 3 settimane <3
rosscmoore02010,166.0,20.0,6.0,2.0,53.0,19.0,8,2.0,0.0,149.5,0.0,6.0,0.0,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
rspython,176.0,11.0,16.0,4.0,47.0,10.0,2,1.0,1.0,175.0,3.0,7.0,2.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
sacko87,135.0,12.0,4.0,3.0,38.0,12.0,9,5.0,0.2,178.0,0.2,5.6,0.2,0,C - [NOT CHURNER] quota settimane ascolto artista >= 0.65
salopian,181.0,12.0,6.0,3.0,68.0,11.0,9,5.0,0.0,105.0,0.0,11.4,0.0,1,D - [CHURNER] quota ascolti artista ultime 3 settimane <= 0.1
samthomsa,166.0,15.0,6.0,2.0,73.0,23.0,2,2.0,0.0,86.0,0.0,2.5,0.0,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
sarabian,171.0,10.0,13.0,3.0,94.0,36.0,20,9.0,0.0,125.555555556,0.0,8.22222222222,0.0,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
sestrensaz,165.0,15.0,16.0,4.0,94.0,35.0,18,7.0,0.571428571429,128.571428571,10.2857142857,7.71428571429,2.14285714286,1,D - [CHURNER] quota ascolti artista ultime 3 settimane <= 0.1
sharpy117,142.0,10.0,10.0,3.0,26.0,8.0,1,1.0,1.0,167.0,1.0,3.0,1.0,1,B - [CHURNER] ascolto/i artista nelle ultime 3 settimane <3
shvandar,140.0,12.0,5.0,2.0,29.0,17.0,49,25.0,0.16,131.0,1.84,5.28,0.24,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
skaneda,137.0,12.0,8.0,2.0,59.0,31.0,66,12.0,0.0,126.0,0.0,4.66666666667,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
sloberingdog,188.0,59.0,9.0,4.0,51.0,24.0,19,13.0,0.153846153846,121.769230769,1.15384615385,6.69230769231,0.461538461538,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
soundtruth,143.0,10.0,9.0,2.0,33.0,20.0,11,1.0,0.0,158.0,0.0,5.0,0.0,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
spiritofjazz,147.0,19.0,9.0,5.0,68.0,24.0,18,7.0,0.0,140.285714286,0.0,5.42857142857,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
spiritquest,182.0,30.0,11.0,3.0,36.0,13.0,23,14.0,0.0714285714286,143.0,0.0714285714286,5.71428571429,0.0714285714286,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
strattyrudge,173.0,22.0,15.0,4.0,62.0,19.0,20,4.0,0.0,130.75,0.0,4.5,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
stupendo,156.0,17.0,4.0,4.0,76.0,18.0,7,1.0,1.0,99.0,1.0,11.0,1.0,0,C - [NOT CHURNER] quota settimane ascolto artista >= 0.65
sunshine1shell,150.0,10.0,7.0,3.0,99.0,23.0,4,2.0,0.5,133.0,0.5,8.0,0.5,1,D - [CHURNER] quota ascolti artista ultime 3 settimane <= 0.1
swawrzyniak,159.0,11.0,4.0,2.0,50.0,19.0,18,9.0,0.111111111111,96.2222222222,0.111111111111,6.22222222222,0.111111111111,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
tardispikachu,141.0,27.0,6.0,5.0,22.0,10.0,16,8.0,0.375,133.5,1.125,5.375,0.5,0,C - [NOT CHURNER] quota settimane ascolto artista >= 0.65
ten-24,154.0,22.0,5.0,3.0,26.0,10.0,9,2.0,0.0,46.0,0.0,7.0,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
thebigalan39,162.0,27.0,10.0,4.0,42.0,14.0,5,2.0,0.0,164.0,0.0,2.0,0.0,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
theragingkiwi,168.0,11.0,6.0,5.0,62.0,21.0,92,21.0,0.47619047619,118.047619048,3.42857142857,4.7619047619,0.809523809524,0,C - [NOT CHURNER] quota settimane ascolto artista >= 0.65
timrickaby,177.0,33.0,5.0,3.0,36.0,13.0,9,8.0,0.0,147.25,0.0,7.25,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
tomrulez,157.0,17.0,15.0,4.0,21.0,11.0,10,4.0,0.75,107.25,1.0,6.25,0.75,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
tuesdayclub,160.0,26.0,15.0,2.0,75.0,25.0,27,15.0,0.266666666667,140.333333333,1.2,7.0,0.466666666667,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
turkystuffing,183.0,22.0,5.0,2.0,71.0,26.0,12,5.0,0.2,140.6,3.8,4.2,0.2,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
twiggy8520,148.0,38.0,4.0,2.0,34.0,11.0,23,13.0,0.0,117.0,0.0,5.61538461538,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
version3point1,141.0,23.0,12.0,5.0,42.0,17.0,23,14.0,0.142857142857,130.285714286,0.142857142857,5.57142857143,0.142857142857,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
viewfromabridge,132.0,12.0,8.0,4.0,31.0,17.0,11,6.0,0.166666666667,113.666666667,0.5,4.16666666667,0.166666666667,1,A - [CHURNER] buco di almeno 3 settimane dopo l'ultimo ascolto
wee_fred,134.0,29.0,15.0,7.0,25.0,10.0,24,10.0,0.3,127.2,1.2,4.5,0.3,1,B - [CHURNER] ascolto/i artista nelle ultime 3 settimane <3
xmalvdeadx,146.0,13.0,7.0,2.0,50.0,21.0,84,4.0,0.0,150.75,0.0,9.25,0.0,0,E - [NOT CHURNER] quota ascolti artista ultime 3 settimane > 0.1
