user_id,week_year,num_ascolti_totali,num_ascolti_artista
StaticVeins,2015/21,6,6
StaticVeins,2015/23,35,28
StaticVeins,2015/24,3,2
StaticVeins,2015/26,2,0
StaticVeins,2015/27,15,0
StaticVeins,2015/29,18,0
StaticVeins,2015/33,11,0
StaticVeins,2015/43,2,0
StaticVeins,2015/45,5,0
StaticVeins,2015/46,7,0
StaticVeins,2015/52,11,0
StaticVeins,2016/01,4,0
StaticVeins,2016/02,16,0
Suicidal_Steve,2009/32,10,0
Suicidal_Steve,2009/37,1,0
Suicidal_Steve,2009/38,4,4
Suicidal_Steve,2009/43,8,2
Suicidal_Steve,2009/44,3,1
Suicidal_Steve,2009/48,4,0
Suicidal_Steve,2010/03,24,0
Suicidal_Steve,2010/06,5,0
Suicidal_Steve,2010/09,24,0
Suicidal_Steve,2010/10,30,11
Suicidal_Steve,2010/12,16,0
Suicidal_Steve,2010/14,1,0
Suicidal_Steve,2010/17,6,0
Supm8s,2009/31,3,1
Supm8s,2009/38,2,0
Supm8s,2009/39,8,0
Supm8s,2009/43,17,0
Supm8s,2009/50,8,0
Supm8s,2010/01,3,0
Supm8s,2010/08,1,0
Supm8s,2010/10,5,0
Supm8s,2010/11,63,8
Supm8s,2010/12,22,2
Supm8s,2010/15,7,0
Supm8s,2010/20,6,0
Supm8s,2010/21,1,0
Supm8s,2010/27,9,0
Supm8s,2010/33,5,0
Supm8s,2011/49,8,0
TYLER_4,2010/34,3,0
TYLER_4,2010/35,65,17
TYLER_4,2010/40,2,0
TYLER_4,2010/42,1,0
TYLER_4,2010/48,3,0
TYLER_4,2010/49,10,0
TYLER_4,2011/01,7,0
TYLER_4,2011/02,10,0
TYLER_4,2011/03,11,0
TYLER_4,2011/06,3,0
TYLER_4,2011/07,16,0
TYLER_4,2011/08,2,0
TYLER_4,2011/13,1,0
TYLER_4,2011/14,12,1
TYLER_4,2011/18,1,0
TayTayRVD,2013/24,9,1
TayTayRVD,2013/27,8,1
TayTayRVD,2013/29,116,9
TayTayRVD,2013/30,4,0
TayTayRVD,2013/31,20,1
TayTayRVD,2013/32,1,0
TayTayRVD,2013/43,6,2
TheBearsome,2012/34,1,0
TheBearsome,2012/35,26,1
TheBearsome,2012/39,28,0
TheBearsome,2012/40,5,5
TheBearsome,2012/41,67,2
TheBearsome,2012/44,14,2
TheBearsome,2013/06,2,0
TheBearsome,2013/10,1,0
TheRealMez,2011/46,6,1
TheRealMez,2011/47,20,2
TheRealMez,2011/48,3,0
TheRealMez,2011/49,39,5
TheRealMez,2011/52,23,3
TheRealMez,2012/01,26,5
TheRealMez,2012/03,3,1
TheRealMez,2012/04,2,0
TheRealMez,2012/05,31,2
Thracian,2016/10,9,0
Thracian,2016/11,11,0
Thracian,2016/12,54,14
Thracian,2016/14,87,6
Thracian,2016/15,15,0
Tombirculosis,2016/06,40,0
Tombirculosis,2016/07,18,3
Tombirculosis,2016/08,13,1
Tombirculosis,2016/09,43,1
Tombirculosis,2016/10,13,3
Tombirculosis,2016/11,4,3
Umwongo,2016/04,109,6
Umwongo,2016/06,7,5
Umwongo,2016/07,16,14
Umwongo,2016/08,9,8
Vivace_Orbit,2010/26,10,0
Vivace_Orbit,2010/27,16,0
Vivace_Orbit,2010/28,8,0
Vivace_Orbit,2010/31,46,0
Vivace_Orbit,2010/35,9,9
Vivace_Orbit,2010/37,1,0
Vivace_Orbit,2010/39,14,0
Vivace_Orbit,2010/40,19,1
Vivace_Orbit,2010/41,10,0
Vivace_Orbit,2010/49,8,0
Vivace_Orbit,2011/03,20,0
WeirdFaerie,2012/24,20,2
WeirdFaerie,2012/31,11,0
WeirdFaerie,2012/33,4,4
WeirdFaerie,2012/34,7,0
WeirdFaerie,2012/39,12,0
WeirdFaerie,2012/40,10,10
WeirdFaerie,2012/41,3,2
WeirdFaerie,2012/43,25,0
WeirdFaerie,2012/44,13,0
WeirdFaerie,2012/46,57,0
WizardParadox,2013/14,79,1
WizardParadox,2013/15,16,1
WizardParadox,2013/18,12,12
WizardParadox,2013/19,5,0
WizardParadox,2013/21,16,0
WizardParadox,2015/06,42,3
WizardParadox,2015/20,3,0
X_Fayli_X,2010/26,4,2
X_Fayli_X,2010/27,49,6
X_Fayli_X,2010/35,6,6
X_Fayli_X,2010/44,15,1
X_Fayli_X,2010/45,32,6
X_Fayli_X,2011/03,37,2
X_Fayli_X,2011/20,1,0
Zaphod69,2016/07,6,0
Zaphod69,2016/08,20,0
Zaphod69,2016/09,6,0
Zaphod69,2016/10,3,0
Zaphod69,2016/11,39,0
Zaphod69,2016/12,32,0
Zaphod69,2016/13,7,0
Zaphod69,2016/14,64,16
Zaphod69,2016/15,5,4
__kali__,2011/29,22,0
__kali__,2011/31,88,13
__kali__,2011/32,57,15
__kali__,2011/44,10,0
__kali__,2011/51,5,0
alfie_1991,2015/21,13,5
alfie_1991,2015/22,1,0
alfie_1991,2015/30,9,0
alfie_1991,2015/31,7,0
alfie_1991,2015/32,52,5
alfie_1991,2015/33,18,0
alfie_1991,2015/34,14,0
alfie_1991,2015/35,24,0
alfie_1991,2015/36,2,0
alfie_1991,2015/37,5,0
andrew_ackrell,2009/25,11,0
andrew_ackrell,2009/27,6,0
andrew_ackrell,2009/28,2,0
andrew_ackrell,2009/42,11,0
andrew_ackrell,2009/44,1,0
andrew_ackrell,2009/46,16,0
andrew_ackrell,2009/47,43,5
andrew_ackrell,2009/48,6,4
andrew_ackrell,2009/50,12,0
andrew_ackrell,2010/02,8,0
andrew_ackrell,2010/06,52,28
andrew_ackrell,2010/09,3,0
andrew_ackrell,2010/10,2,0
andrew_ackrell,2010/45,2,0
andrew_ackrell,2011/14,1,0
andrew_ackrell,2012/49,5,0
andymason89,2010/26,1,0
andymason89,2010/30,37,2
andymason89,2010/38,121,8
andymason89,2010/39,4,0
anrky4000,2010/24,80,0
anrky4000,2010/25,23,0
anrky4000,2010/26,16,0
anrky4000,2010/27,6,0
anrky4000,2010/30,13,13
anrky4000,2010/44,9,2
anrky4000,2010/52,20,0
anrky4000,2011/01,8,0
arranwicher,2010/12,4,4
arranwicher,2010/13,6,6
arranwicher,2010/14,8,0
arranwicher,2010/15,8,3
arranwicher,2010/16,30,13
arranwicher,2010/17,23,1
arranwicher,2010/18,12,0
arranwicher,2010/19,11,0
arranwicher,2010/20,2,0
arranwicher,2010/21,39,4
arranwicher,2010/22,2,0
ash_walker,2011/22,21,0
ash_walker,2011/23,55,5
ash_walker,2011/24,26,9
ash_walker,2011/25,35,0
ash_walker,2011/26,14,0
ashleighleanne,2010/30,37,3
ashleighleanne,2010/31,12,0
ashleighleanne,2010/34,14,0
ashleighleanne,2010/35,26,20
ashleighleanne,2010/42,52,1
barche,2016/01,2,0
barche,2016/03,14,12
barche,2016/06,5,0
barche,2016/07,4,0
barche,2016/09,41,0
barche,2016/10,23,0
barche,2016/11,23,11
barche,2016/12,34,0
bellacollana,2012/08,14,0
bellacollana,2012/09,6,0
bellacollana,2012/11,1,0
bellacollana,2012/12,13,0
bellacollana,2012/13,10,0
bellacollana,2012/14,3,0
bellacollana,2012/15,4,4
bellacollana,2012/17,2,0
bellacollana,2012/18,1,0
bellacollana,2012/20,6,0
bellacollana,2012/22,1,0
bellacollana,2013/05,3,0
bellacollana,2013/35,2,0
bellacollana,2014/04,1,0
bellacollana,2014/31,4,0
bellacollana,2014/32,32,1
bellacollana,2014/33,13,0
bellacollana,2014/34,21,0
bellacollana,2014/35,1,0
bellacollana,2014/37,3,0
bellacollana,2014/41,1,0
bellacollana,2014/42,3,0
bellacollana,2014/46,7,0
bellacollana,2014/47,7,3
bellacollana,2015/03,1,0
bellacollana,2015/23,1,0
bellacollana,2015/24,10,10
bellacollana,2015/32,1,0
biscuitbrains,2009/38,50,0
biscuitbrains,2009/39,17,0
biscuitbrains,2009/40,41,11
biscuitbrains,2009/41,10,0
biscuitbrains,2009/48,2,0
biscuitbrains,2009/50,5,0
biscuitbrains,2009/51,1,0
biscuitbrains,2010/04,8,1
bradleyem,2016/04,22,0
bradleyem,2016/05,33,0
bradleyem,2016/06,1,1
bradleyem,2016/08,1,0
bradleyem,2016/09,9,0
bradleyem,2016/10,61,10
bradleyem,2016/11,22,0
carlwalton,2015/03,20,8
carlwalton,2015/04,1,0
carlwalton,2015/08,6,0
carlwalton,2015/09,2,0
carlwalton,2015/11,5,0
carlwalton,2015/12,24,0
carlwalton,2015/27,49,1
carlwalton,2015/29,13,3
carlwalton,2015/30,11,0
carlwalton,2015/31,3,0
carlwalton,2015/32,19,3
carlwalton,2015/34,1,0
carlyannetonner,2012/25,11,0
carlyannetonner,2012/26,3,0
carlyannetonner,2012/29,12,0
carlyannetonner,2012/32,1,0
carlyannetonner,2012/50,18,0
carlyannetonner,2013/01,1,0
carlyannetonner,2013/10,16,1
carlyannetonner,2013/15,3,0
carlyannetonner,2013/19,2,0
carlyannetonner,2013/21,10,0
carlyannetonner,2013/24,6,2
carlyannetonner,2013/29,13,2
carlyannetonner,2013/31,31,9
carlyannetonner,2014/11,4,0
charlycrash,2014/20,7,2
charlycrash,2014/21,5,0
charlycrash,2014/23,19,0
charlycrash,2014/24,3,0
charlycrash,2014/25,12,0
charlycrash,2014/26,14,3
charlycrash,2014/28,31,0
charlycrash,2014/30,5,0
charlycrash,2014/31,3,0
charlycrash,2014/32,5,0
charlycrash,2014/35,18,8
charlycrash,2014/36,3,0
charlycrash,2014/37,4,2
charlycrash,2014/38,4,0
charlycrash,2014/39,18,1
charlycrash,2014/40,3,2
chinko,2014/08,16,16
chinko,2014/11,34,0
chinko,2014/12,13,0
chinko,2014/13,9,0
chinko,2014/14,30,0
chinko,2014/16,32,1
citizenerased16,2013/44,12,12
citizenerased16,2013/45,33,0
citizenerased16,2013/51,42,6
citizenerased16,2013/52,13,8
citizenerased16,2015/23,15,0
citizenerased16,2016/11,24,0
ciudadano_d,2010/29,39,15
ciudadano_d,2010/30,40,1
ciudadano_d,2010/31,38,0
ciudadano_d,2010/33,24,1
ciudadano_d,2010/34,4,0
ciudadano_d,2010/35,22,0
clockworkpurple,2010/25,12,10
clockworkpurple,2010/35,100,3
clockworkpurple,2010/37,32,1
clockworkpurple,2010/38,30,0
clockworkpurple,2011/41,10,0
coheed87,2015/51,18,11
coheed87,2015/52,54,5
coheed87,2015/53,43,0
coheed87,2016/01,25,0
coheed87,2016/11,31,0
craigy_mac,2015/43,9,0
craigy_mac,2015/50,21,2
craigy_mac,2015/51,141,9
craigy_mac,2015/52,3,0
dAvik42,2011/17,6,0
dAvik42,2011/18,30,1
dAvik42,2011/19,15,0
dAvik42,2011/22,35,21
dAvik42,2011/23,13,0
dAvik42,2011/25,10,0
dAvik42,2011/27,13,1
dAvik42,2011/29,19,0
daniellebeeson,2012/23,60,13
daniellebeeson,2012/25,28,0
daniellebeeson,2012/26,21,3
daniellebeeson,2012/27,16,0
daniellebeeson,2012/28,18,0
daniellebeeson,2012/29,2,0
daniellebeeson,2012/31,3,0
daniellebeeson,2012/33,17,0
danshq,2010/44,7,0
danshq,2010/45,55,6
danshq,2010/48,11,0
danshq,2010/50,93,6
danshq,2011/47,4,0
deadstar37,2015/39,29,2
deadstar37,2015/40,24,1
deadstar37,2015/41,42,3
deadstar37,2015/42,40,19
deadstar37,2015/45,1,0
deadstar37,2015/50,21,0
deadstar37,2016/03,17,0
deadstar37,2016/04,9,0
djcati,2014/06,75,10
djcati,2014/07,77,2
djcati,2014/08,9,0
djcati,2014/09,1,1
dreamyourealive,2015/39,68,23
dreamyourealive,2015/40,22,6
dreamyourealive,2015/41,5,0
dreamyourealive,2015/42,17,0
dreamyourealive,2015/47,9,0
dreamyourealive,2016/06,7,0
dreamyourealive,2016/07,14,9
dreamyourealive,2016/11,1,0
dunkster,2016/04,2,1
dunkster,2016/05,6,0
dunkster,2016/06,8,0
dunkster,2016/07,17,5
dunkster,2016/08,8,0
dunkster,2016/09,33,3
dunkster,2016/10,6,1
dunkster,2016/11,29,1
dunkster,2016/12,16,0
dunkster,2016/13,23,2
dupingdelight,2013/28,15,0
dupingdelight,2013/29,3,0
dupingdelight,2013/30,81,68
dupingdelight,2013/31,11,1
dupingdelight,2013/33,3,0
dupingdelight,2013/34,1,0
dupingdelight,2013/37,2,0
dupingdelight,2013/42,5,0
dupingdelight,2014/01,16,0
dupingdelight,2014/23,22,0
dupingdelight,2014/29,1,0
dwaddington,2015/38,11,0
dwaddington,2015/39,31,0
dwaddington,2015/43,32,12
dwaddington,2015/44,10,10
dwaddington,2015/47,34,0
dwaddington,2016/11,29,0
earthlydelites,2009/44,40,0
earthlydelites,2009/45,17,8
earthlydelites,2009/46,22,0
earthlydelites,2010/17,12,0
earthlydelites,2010/22,40,25
earthlydelites,2010/29,2,0
enasnimark,2011/34,20,2
enasnimark,2011/35,53,1
enasnimark,2011/37,6,0
enasnimark,2011/40,2,0
enasnimark,2011/45,19,0
enasnimark,2012/06,7,0
enasnimark,2012/10,1,0
enasnimark,2012/20,26,5
enasnimark,2012/22,5,0
enasnimark,2012/24,12,0
enasnimark,2012/33,3,2
enasnimark,2012/35,20,0
enasnimark,2012/43,1,0
ermmgem,2012/19,34,0
ermmgem,2012/22,11,0
ermmgem,2012/23,55,0
ermmgem,2012/25,34,3
ermmgem,2012/26,13,0
ermmgem,2012/44,25,25
ermmgem,2012/47,2,0
ermmgem,2013/03,3,0
ffionsgay,2016/08,2,1
ffionsgay,2016/09,42,9
ffionsgay,2016/10,26,3
ffionsgay,2016/11,27,1
ffionsgay,2016/12,43,2
ffionsgay,2016/13,14,0
firked,2009/36,6,0
firked,2009/37,15,12
firked,2009/38,46,2
firked,2009/39,7,0
firked,2009/40,30,10
firked,2009/42,20,0
firked,2009/43,2,0
firked,2009/45,1,0
firked,2010/06,58,0
flashstepandy,2012/50,41,7
flashstepandy,2012/51,3,0
flashstepandy,2012/52,2,0
flashstepandy,2013/01,6,0
flashstepandy,2013/02,5,0
flashstepandy,2013/03,54,2
flashstepandy,2013/04,27,0
flashstepandy,2013/05,18,2
flashstepandy,2013/34,5,0
flytopia,2010/16,13,1
flytopia,2010/17,54,8
flytopia,2010/18,63,1
flytopia,2010/25,52,1
flytopia,2010/52,1,0
followiill,2010/42,3,0
followiill,2010/43,11,7
followiill,2010/44,9,1
followiill,2010/45,11,4
followiill,2010/46,34,2
followiill,2011/10,1,0
followiill,2011/14,10,0
followiill,2011/18,10,0
followiill,2012/02,42,1
gavbaby,2015/53,3,0
gavbaby,2016/01,28,0
gavbaby,2016/03,3,0
gavbaby,2016/04,22,0
gavbaby,2016/05,23,0
gavbaby,2016/06,9,7
gavbaby,2016/07,3,0
gavbaby,2016/08,13,10
gavbaby,2016/10,29,0
gavbaby,2016/11,5,0
gavbaby,2016/12,2,0
gavbaby,2016/13,9,0
gboyers,2015/43,11,0
gboyers,2015/44,5,0
gboyers,2015/45,17,12
gboyers,2015/46,22,0
gboyers,2015/47,8,2
gboyers,2015/48,53,4
gboyers,2015/49,34,2
gboyers,2015/50,2,0
gboyers,2016/01,4,0
getmeoutofhere,2011/52,5,1
getmeoutofhere,2012/05,4,0
getmeoutofhere,2012/06,15,0
getmeoutofhere,2012/11,34,0
getmeoutofhere,2012/12,22,0
getmeoutofhere,2012/13,7,3
getmeoutofhere,2012/14,2,0
getmeoutofhere,2012/17,11,0
getmeoutofhere,2012/18,2,1
getmeoutofhere,2012/31,12,0
getmeoutofhere,2012/32,37,0
getmeoutofhere,2012/40,13,13
geztival,2013/25,7,4
geztival,2013/26,35,0
geztival,2013/33,5,0
geztival,2013/34,8,0
geztival,2013/35,3,0
geztival,2013/37,13,0
geztival,2013/38,2,0
geztival,2013/44,5,0
geztival,2013/45,6,0
geztival,2013/47,9,0
geztival,2013/48,8,0
geztival,2013/49,5,0
geztival,2014/23,3,0
geztival,2014/29,10,0
geztival,2014/30,7,0
geztival,2014/38,12,0
geztival,2015/03,11,9
ghosts-,2010/25,72,13
ghosts-,2010/26,11,0
ghosts-,2010/27,48,1
ghosts-,2010/28,7,0
ghosts-,2010/29,14,0
ghosts-,2010/31,4,0
gunnars18,2013/13,1,0
gunnars18,2013/14,37,1
gunnars18,2013/23,4,4
gunnars18,2013/24,29,15
gunnars18,2013/25,40,1
gunnars18,2014/03,28,0
harris.kirk,2011/12,7,0
harris.kirk,2011/13,7,0
harris.kirk,2011/21,31,0
harris.kirk,2011/22,48,0
harris.kirk,2011/23,15,0
harris.kirk,2011/49,5,5
harris.kirk,2012/01,8,8
harris.kirk,2012/02,31,3
hattiebabes,2010/38,7,0
hattiebabes,2010/39,62,4
hattiebabes,2010/42,6,0
hattiebabes,2010/43,32,9
hattiebabes,2010/44,30,0
isitzain,2016/08,32,0
isitzain,2016/09,70,0
isitzain,2016/10,28,0
isitzain,2016/11,25,0
isitzain,2016/12,12,0
isitzain,2016/13,7,7
isitzain,2016/14,14,11
jamesbyr,2016/09,11,0
jamesbyr,2016/10,70,11
jamesbyr,2016/11,21,0
jamesbyr,2016/12,14,0
jamesbyr,2016/13,25,1
jamescram,2011/32,18,0
jamescram,2011/33,12,0
jamescram,2011/34,2,0
jamescram,2011/35,10,10
jamescram,2011/39,2,0
jamescram,2011/40,4,1
jamescram,2011/41,1,0
jamescram,2011/48,1,0
jamescram,2011/51,21,0
jamescram,2011/52,1,0
jamescram,2012/06,18,0
jamescram,2012/08,24,0
jamescram,2012/10,1,0
jamescram,2012/47,21,0
jamescram,2013/11,1,0
jamescram,2013/12,1,0
jax359,2014/41,65,0
jax359,2014/42,13,0
jax359,2014/45,5,0
jax359,2015/02,28,0
jax359,2015/13,14,0
jax359,2015/28,8,0
jax359,2015/29,11,11
jax359,2015/36,27,11
jayjay_jayme,2016/09,2,0
jayjay_jayme,2016/10,36,2
jayjay_jayme,2016/11,38,2
jayjay_jayme,2016/12,65,6
jayjay_jayme,2016/13,11,0
jdarladimas,2016/07,8,8
jdarladimas,2016/09,21,14
jdarladimas,2016/10,76,0
jdarladimas,2016/11,12,0
jdarladimas,2016/13,33,33
jimmy_dc,2010/37,86,7
jimmy_dc,2010/39,1,1
jimmy_dc,2010/42,33,1
jimmy_dc,2010/45,1,0
jimmy_dc,2012/12,29,2
jimmywul,2013/10,22,1
jimmywul,2013/12,1,0
jimmywul,2014/43,4,0
jimmywul,2014/44,4,1
jimmywul,2014/45,14,2
jimmywul,2014/46,3,0
jimmywul,2014/47,9,1
jimmywul,2014/48,39,7
jimmywul,2014/49,1,0
jimmywul,2014/51,46,5
jjbeeson,2015/10,29,0
jjbeeson,2015/11,12,12
jjbeeson,2015/12,6,1
jjbeeson,2015/13,40,0
jjbeeson,2015/14,11,0
jjbeeson,2015/15,13,0
jjbeeson,2015/16,7,0
jjbeeson,2015/17,4,0
jjbeeson,2015/22,26,0
jjbeeson,2015/23,19,0
jjbeeson,2015/27,1,0
jjbeeson,2015/36,5,0
jjbeeson,2015/38,2,0
joefi,2010/35,33,1
joefi,2010/36,8,0
joefi,2012/05,22,0
joefi,2012/12,1,0
joefi,2012/15,30,1
joefi,2012/16,23,1
joefi,2015/52,18,3
joefi,2015/53,4,0
joefi,2016/01,26,4
joefi,2016/02,8,0
johnnyyy_rocks,2012/41,16,0
johnnyyy_rocks,2012/43,7,1
johnnyyy_rocks,2012/44,32,32
johnnyyy_rocks,2014/23,5,0
johnnyyy_rocks,2014/24,36,0
johnnyyy_rocks,2014/25,3,0
johnnyyy_rocks,2014/28,2,0
johnnyyy_rocks,2014/31,8,0
johnnyyy_rocks,2014/32,11,0
johnnyyy_rocks,2014/33,16,0
johnnyyy_rocks,2014/38,4,0
johnnyyy_rocks,2014/41,1,0
jonlowndes,2015/39,49,7
jonlowndes,2015/40,4,0
jonlowndes,2015/41,29,2
jonlowndes,2015/42,7,2
jonlowndes,2015/44,32,1
jonlowndes,2015/45,22,0
jonlowndes,2015/46,4,0
joshscuse,2016/05,29,6
joshscuse,2016/06,43,4
joshscuse,2016/07,3,0
joshscuse,2016/09,60,2
joshscuse,2016/10,6,0
joshscuse,2016/11,7,0
joshscuse,2016/12,16,2
joshscuse,2016/14,1,0
kezzie_p,2013/16,52,3
kezzie_p,2013/17,3,0
kezzie_p,2013/18,2,1
kezzie_p,2013/19,1,0
kezzie_p,2013/20,9,0
kezzie_p,2013/21,26,13
kezzie_p,2013/22,1,0
kezzie_p,2013/23,8,0
kezzie_p,2013/24,6,0
kezzie_p,2013/25,9,0
kezzie_p,2013/30,1,0
kezzie_p,2013/34,1,0
kezzie_p,2013/42,1,0
kezzie_p,2013/45,1,1
kezzie_p,2013/48,1,0
kezzie_p,2013/50,3,0
kezzie_p,2013/51,4,0
kezzie_p,2014/05,2,0
kezzie_p,2014/06,3,0
kezzie_p,2014/19,1,0
kezzie_p,2014/20,2,0
kezzie_p,2014/24,10,0
kezzie_p,2014/28,1,0
kezzie_p,2014/32,7,0
klarasky,2012/51,16,4
klarasky,2012/52,75,5
klarasky,2013/01,18,0
klarasky,2013/02,23,0
klarasky,2013/03,5,5
klarasky,2013/04,5,1
klarasky,2014/08,1,0
krispykremes90,2012/01,69,0
krispykremes90,2012/03,40,18
krispykremes90,2012/04,65,1
krispykremes90,2012/13,1,0
krispykremes90,2012/52,16,0
laffinnome,2009/29,8,0
laffinnome,2009/31,3,0
laffinnome,2009/33,3,0
laffinnome,2009/34,13,0
laffinnome,2009/37,8,8
laffinnome,2009/38,28,2
laffinnome,2009/39,4,0
laffinnome,2009/46,11,2
laffinnome,2009/48,5,0
laffinnome,2010/03,6,0
laffinnome,2010/04,33,0
laffinnome,2010/07,19,0
langurmonkey,2016/01,91,0
langurmonkey,2016/02,2,2
langurmonkey,2016/12,36,0
langurmonkey,2016/14,16,16
laurenw95,2012/27,18,0
laurenw95,2012/30,13,1
laurenw95,2012/31,31,0
laurenw95,2012/32,23,8
laurenw95,2012/33,7,0
laurenw95,2013/12,15,0
laurenw95,2013/13,4,0
laurenw95,2013/14,2,1
laurenw95,2013/15,4,0
laurenw95,2013/16,28,0
laurenw95,2013/17,5,0
laurenw95,2013/19,5,0
laurenw95,2013/30,2,0
liamwolf,2016/04,34,0
liamwolf,2016/05,31,0
liamwolf,2016/06,27,18
liamwolf,2016/07,13,5
liamwolf,2016/08,1,0
liamwolf,2016/10,28,0
liamwolf,2016/11,8,0
lovelindsay,2011/09,40,7
lovelindsay,2011/10,54,7
lovelindsay,2011/11,18,1
lovelindsay,2011/12,19,1
lovelindsay,2011/16,4,0
lovelindsay,2012/41,3,0
lynzyb,2012/41,2,0
lynzyb,2012/42,64,9
lynzyb,2012/43,40,14
lynzyb,2012/45,6,3
lynzyb,2012/46,6,0
lynzyb,2012/47,4,0
lynzyb,2012/48,11,0
maccathesaint,2016/07,64,7
maccathesaint,2016/08,21,4
maccathesaint,2016/10,74,5
maccathesaint,2016/12,9,8
magnoliamace,2012/48,56,15
magnoliamace,2012/49,42,16
magnoliamace,2012/50,35,0
magnoliamace,2012/51,1,1
magnoliamace,2012/52,12,3
magnoliamace,2013/01,4,4
mai_taylor,2015/23,40,9
mai_taylor,2015/24,4,4
mai_taylor,2015/25,27,0
mai_taylor,2015/26,23,0
mai_taylor,2015/27,6,0
mai_taylor,2015/28,1,0
mai_taylor,2015/29,21,0
mai_taylor,2015/33,8,0
mai_taylor,2015/39,1,0
mai_taylor,2015/41,16,0
marieeeel,2014/41,17,0
marieeeel,2014/42,13,0
marieeeel,2014/52,18,0
marieeeel,2015/03,1,0
marieeeel,2015/04,3,0
marieeeel,2015/07,18,0
marieeeel,2015/09,8,0
marieeeel,2015/13,17,0
marieeeel,2015/14,9,0
marieeeel,2015/18,19,5
marieeeel,2015/22,1,0
marieeeel,2015/24,19,8
marieeeel,2015/25,2,0
marieeeel,2015/26,18,0
marieeeel,2015/27,6,0
marieeeel,2015/28,3,0
marieeeel,2015/38,7,0
matskiC,2012/30,2,0
matskiC,2012/31,21,0
matskiC,2012/32,62,1
matskiC,2012/34,2,0
matskiC,2012/35,3,3
matskiC,2012/37,12,11
matskiC,2012/38,4,1
matskiC,2012/39,10,0
matskiC,2012/44,4,0
matskiC,2013/10,8,0
matskiC,2013/17,8,0
matskiC,2013/21,3,0
matskiC,2013/23,1,0
matskiC,2013/25,8,0
mattpickman,2014/09,16,0
mattpickman,2014/10,36,8
mattpickman,2014/11,14,0
mattpickman,2014/12,1,0
mattpickman,2014/13,28,0
mattpickman,2014/15,19,3
mattpickman,2014/16,18,0
mattpickman,2014/18,21,0
mattpickman,2014/19,3,0
mattpickman,2014/20,1,0
mattpickman,2014/21,7,0
mattrocious,2010/43,13,0
mattrocious,2010/44,39,10
mattrocious,2010/45,82,7
mattrocious,2010/46,7,0
mellowyellow89,2010/08,47,0
mellowyellow89,2010/11,33,0
mellowyellow89,2010/12,20,20
mellowyellow89,2010/13,38,1
metrule89,2016/07,10,0
metrule89,2016/08,38,11
metrule89,2016/09,12,1
metrule89,2016/10,1,0
metrule89,2016/11,21,0
metrule89,2016/12,21,0
metrule89,2016/13,18,0
metrule89,2016/14,24,0
mikenv,2012/37,26,0
mikenv,2012/38,17,0
mikenv,2012/39,84,9
mikenv,2012/40,13,4
mikenv,2012/41,4,0
mikenv,2012/42,1,0
miss_musey,2013/19,2,0
miss_musey,2013/20,12,0
miss_musey,2013/21,25,0
miss_musey,2013/23,38,22
miss_musey,2013/24,7,0
miss_musey,2013/25,2,2
miss_musey,2013/34,1,0
miss_musey,2013/36,31,8
miss_musey,2013/37,1,0
miss_musey,2013/38,3,0
miss_musey,2013/43,17,0
miss_musey,2013/44,9,0
molkatt,2011/09,12,0
molkatt,2011/10,15,5
molkatt,2011/25,22,1
molkatt,2011/26,24,2
molkatt,2011/27,12,0
molkatt,2011/29,35,0
molkatt,2011/43,22,5
molkatt,2011/52,3,0
molkatt,2012/13,5,0
mr_x,2016/09,5,0
mr_x,2016/10,26,3
mr_x,2016/11,35,3
mr_x,2016/12,96,12
mudderfupper,2010/10,2,1
mudderfupper,2010/11,31,2
mudderfupper,2010/12,9,0
mudderfupper,2010/13,14,0
mudderfupper,2010/14,4,1
mudderfupper,2010/15,21,1
mudderfupper,2010/16,49,2
mudderfupper,2010/17,20,1
mudderfupper,2010/18,3,1
mudderfupper,2010/20,1,1
muse959,2013/03,20,4
muse959,2013/04,27,7
muse959,2013/05,31,8
muse959,2013/06,66,1
musefan84,2012/26,41,0
musefan84,2012/30,2,1
musefan84,2012/33,1,1
musefan84,2012/34,2,2
musefan84,2012/36,6,2
musefan84,2012/42,13,0
musefan84,2012/43,3,0
musefan84,2012/44,7,1
musefan84,2012/46,1,0
musefan84,2012/47,1,0
musefan84,2012/48,1,0
musefan84,2013/04,41,0
musefan84,2013/13,24,0
musefan84,2013/17,1,1
musefan84,2013/26,1,0
musefan84,2013/40,4,1
musefan84,2014/32,13,10
musey84,2013/22,18,18
musey84,2013/29,22,0
musey84,2013/31,37,0
musey84,2013/37,4,0
musey84,2013/43,3,0
musey84,2013/46,23,1
musey84,2013/47,9,1
musey84,2013/48,20,0
musey84,2013/51,10,0
musey84,2014/01,10,0
musey84,2014/03,11,0
nathan_face,2013/42,15,0
nathan_face,2013/46,1,0
nathan_face,2014/16,1,0
nathan_face,2014/26,1,0
nathan_face,2014/33,25,0
nathan_face,2014/44,15,0
nathan_face,2014/52,27,0
nathan_face,2015/09,4,0
nathan_face,2015/16,3,0
nathan_face,2015/17,7,0
nathan_face,2015/23,8,8
nathan_face,2015/25,13,6
nathan_face,2015/27,19,1
nathan_face,2015/28,10,0
nathan_face,2015/38,15,0
nathan_face,2016/01,3,0
nicola_muse,2011/49,21,3
nicola_muse,2011/50,6,0
nicola_muse,2011/51,2,0
nicola_muse,2011/52,6,0
nicola_muse,2012/34,1,0
nicola_muse,2012/35,4,0
nicola_muse,2014/08,18,0
