user_id,num_ascolti_totali,num_ascolti_artista,settimane_totali,settimane_artista,artisti_univoci,generi_univoci
PITCHSHIFTER666,149,0,12,0,41,24
PJ10130,154,0,14,0,104,31
PJEtherton,96,0,8,0,9,7
PJPRO,29,0,4,0,22,13
PJWilkinson,143,0,6,0,24,14
PJnes,140,0,20,0,65,22
PK82,185,0,9,0,126,21
PKaaya,124,0,1,0,22,14
PL3XUS,174,0,15,0,95,27
PLasmoEsmata,147,0,20,0,61,20
PLiPhaze,141,0,2,0,67,20
POSTMANTICORE,140,0,7,0,20,14
PPassion,148,0,5,0,24,19
PPcut,61,0,1,0,34,19
PR1974,156,0,8,0,67,12
PR3TTY_V4CANT,110,0,4,0,55,18
PRBristolblog,135,0,10,0,105,30
PRDH,105,0,2,0,58,25
PRIMESMUSIC,187,0,5,0,138,32
PROGGERXXI,183,0,5,0,89,36
PRThomas,155,0,2,0,38,12
PSM3_Magazine,128,0,2,0,73,26
PSWEETMORE,192,0,4,0,48,16
PSYKICK987,62,0,5,0,30,17
PTCowan,150,0,6,0,109,32
PTRACER,148,0,12,0,56,15
PTRCLLNS,80,0,1,0,14,7
PTRj,89,0,8,0,82,37
PUNK-BRU,131,0,12,0,31,16
PUSHHYYYY,98,0,3,0,74,32
PWilmshurst,184,0,12,0,157,39
PWnet,141,0,5,0,84,29
PWotton,170,2,4,1,111,38
PYGhent,157,1,14,1,124,37
PYO97,156,0,5,0,41,19
P_DiddyPhil,171,1,10,1,147,28
P_Head,144,0,8,0,35,15
P_e_t_e__f,132,0,10,0,80,31
PaT2090,115,0,1,0,22,12
Paaaaaul,91,0,7,0,41,17
PabloCreep,176,0,5,0,16,10
PabloVirgo,125,1,6,1,47,20
Pablo_Arius,127,0,12,0,30,15
PaceyJase,136,1,4,1,44,19
Packer2208,158,0,7,0,35,10
Paddington15,113,0,7,0,19,12
Paddington1991,133,0,2,0,105,24
Paddy1832,48,0,4,0,12,7
Paddy3101,183,0,4,0,48,18
Paddy909,173,0,2,0,85,29
PaddySkydiver,156,0,3,0,31,13
PaddyTarbuck,96,0,4,0,49,24
Paddy_666,169,0,4,0,98,37
Paddy_Fractures,177,0,13,0,144,48
Paddywan61,124,0,6,0,73,16
Padraigh86,185,0,6,0,53,22
Padss,170,1,3,1,32,15
Padston,167,0,12,0,121,39
PaganChaos,143,0,4,0,17,11
Paganwolf,29,9,4,1,4,2
Pagey1212,168,2,13,1,95,26
PagsyArcher,175,0,6,0,17,12
PaigeDolores,62,0,2,0,11,7
PaigeFails,169,0,9,0,43,17
Paige_Georgina,166,0,3,0,93,23
PaigeeyPanda,137,0,4,0,65,23
Paiige,136,0,8,0,23,12
PaintedIn,108,0,3,0,3,3
PaisleyPlay,94,0,4,0,43,16
Pakkuman,88,0,12,0,14,8
Pale-eyedBadger,169,0,1,0,23,17
PaleRomanticide,154,0,10,0,81,17
Paleviper,188,0,10,0,26,8
Pall8,152,0,11,0,21,10
PalmerHi,151,0,6,0,57,28
Palomafaith,145,0,3,0,109,31
Palomer,168,0,3,0,33,14
PamSmooth,161,0,2,0,60,27
PamelaNeilan,123,0,4,0,71,20
Pamela_H,123,1,6,1,73,13
PamjoJampo,2,0,1,0,2,1
Pammiiininja,186,3,1,1,76,21
Pamplemousse20,83,0,4,0,71,19
PanAkat,9,0,2,0,6,4
PanConMortadela,147,2,4,1,14,7
Pan_V,141,0,22,0,45,24
Panaro,158,0,25,0,82,29
PancakeAdam,151,0,1,0,59,12
PancakeVSWaffle,61,1,6,1,23,10
Pand0ra23,131,14,6,1,42,20
Pand3monium,192,0,5,0,100,35
PandEmmic,96,0,6,0,23,14
PandaBass,153,4,6,2,29,8
PandaBearFM,75,0,2,0,11,7
PandaOnToast,168,0,13,0,104,28
PandaPoppin,152,0,8,0,30,17
Panda_Eyed,101,2,3,1,31,13
Panda_Sneezes,137,2,11,2,103,21
Panda_pop,119,0,10,0,49,16
Panda_sophie,107,0,7,0,52,14
Pandanger,132,0,12,0,70,28
Pandangerous,101,0,2,0,46,20
Pandora9000,147,0,4,0,71,17
PandyBear17,177,0,10,0,76,23
Pandyy,115,0,9,0,43,16
PaneerKing,162,0,2,0,106,36
PangLiang,115,0,4,0,48,20
PanicAttackWCF,147,1,8,1,34,11
Panick89,116,0,8,0,38,17
Pannnnda,125,0,5,0,34,17
Pantagruella,146,0,6,0,137,51
Panther_Panther,164,0,5,0,14,7
Pantsisscene,140,0,25,0,78,29
Panttts,113,0,1,0,42,20
PaoloTramezzani,168,0,8,0,67,29
PapaBenjamoo,113,0,12,0,72,31
PapaLazar0u,43,0,4,0,11,10
Papaluke,166,0,7,0,39,15
Papaya-AloeVera,102,0,5,0,19,11
Paper-Champion,40,0,2,0,5,3
PaperBoyUnion,127,0,7,0,46,20
PaperCat,81,0,5,0,22,14
PaperDouglas,34,0,2,0,23,11
PaperGenocide,51,0,2,0,11,7
PaperJinx,112,0,11,0,24,10
PaperKup,132,0,13,0,46,25
PaperRockstar,132,0,7,0,15,9
PaperThoughts,159,0,15,0,51,16
PaperbagWriter1,139,0,12,0,120,42
Paperdoll--,136,0,1,0,74,21
Paperdoo,145,0,2,0,53,18
PaperhouseMusic,163,0,9,0,29,15
Papfox,89,0,11,0,58,19
PapiAbreu,165,0,12,0,113,30
PapiFritz,107,0,9,0,37,18
Papillion,158,0,8,0,29,9
Papkus,152,0,1,0,80,27
Papppilloon,12,0,1,0,12,6
Paprika12,192,0,9,0,151,35
ParaNoir-,70,2,8,1,27,12
ParaReece,86,0,11,0,42,12
Paradasos,122,0,2,0,13,8
Paradiddle-,165,0,3,0,121,38
ParadoxTheory09,179,0,7,0,88,41
Paradoxgirl,105,0,9,0,67,22
ParallaxSounds,184,1,7,1,52,26
Paranoia,117,0,2,0,66,17
Paranoid2028,97,0,3,0,23,8
Paranoid4ndroid,157,0,1,0,135,32
Parapedal,130,0,10,0,20,8
Paraphrasing,155,0,3,0,24,14
Parasite93,131,8,2,1,66,28
ParasitesLoveMe,73,0,6,0,18,10
Pariah-X,137,1,4,1,70,24
Parisspeltwrong,108,0,6,0,29,14
Parkadez,126,0,5,0,27,17
Parker_sex,128,0,8,0,30,16
ParkingOffence,152,0,10,0,105,34
Parkinson89,169,0,4,0,24,17
Parklife_,176,0,3,0,135,34
Parky01,116,0,5,0,38,19
Parky1977,149,0,9,0,19,5
Parliamentarian,179,0,2,0,57,22
Parlophone,139,0,7,0,110,37
Parmaviolence,139,0,10,0,85,19
Parodyoflife,121,0,3,0,13,7
Paroledin54,38,0,4,0,12,8
Parpington,148,0,15,0,76,26
Parr4130,160,0,7,0,60,24
Parrers,70,0,4,0,41,11
Parri,166,0,1,0,16,15
Parthenope11,42,0,9,0,33,14
PartySanCTG,192,0,3,0,4,2
Partyboypowell,177,0,1,0,49,21
Pasetti,169,1,1,1,77,11
Pash616,135,1,33,1,67,26
PashyRawr,143,0,7,0,58,13
Passenger666,172,0,4,0,87,12
PassionsRunDeep,138,0,5,0,86,32
PastelBlue,168,0,17,0,60,20
Pastici,128,0,7,0,53,26
Pastlight,161,0,14,0,86,22
Pastorius124,145,0,4,0,59,27
PastureOfPuppet,140,0,10,0,56,17
Pat-Flip,118,1,10,1,45,20
Pat-tBerry,105,0,11,0,34,13
Pat1ent_Mental,132,0,7,0,17,9
PatBadger,117,0,1,0,63,24
PatC92,122,0,19,0,69,26
Pat_Lovecream,93,0,11,0,23,11
Patchey,129,0,2,0,34,14
PatchuKnowledge,83,0,4,0,17,13
PatchworkRobot,87,0,4,0,4,2
Patekon,132,0,4,0,47,25
Pati_boi,183,0,13,0,97,36
Patraack,169,0,11,0,51,25
Patrick121,65,0,6,0,11,9
Patrick7777,121,0,2,0,41,22
PatrickAnimi,84,0,1,0,27,15
PatrickKruspe,157,0,6,0,102,24
PatrickMooney,165,0,3,0,48,20
PatrickMullan18,106,0,2,0,12,8
PatrickMurder1,176,0,4,0,11,8
Patrick_52,72,0,8,0,27,20
Patrick_Doorly,157,0,2,0,37,21
Patrickwm95,178,0,3,0,96,34
Patricl{,178,1,1,1,91,34
Patridix,184,0,17,0,140,24
PatronOfYorba,108,2,16,2,56,16
Patryk13324,123,0,7,0,39,16
Patt17,129,0,1,0,66,22
Patty_Mayo,65,0,4,0,37,19
Patz9,160,0,4,0,74,25
Pauho,180,0,22,0,106,34
Paul-Brightside,97,0,7,0,13,5
Paul-Cripps,136,0,8,0,88,38
Paul-Gibson,97,0,4,0,29,14
Paul-Glover,4,0,2,0,4,2
Paul-Nic,142,1,2,1,119,37
Paul-TC,129,2,13,1,64,29
Paul-UK-,169,0,5,0,53,20
Paul237,17,0,2,0,2,2
Paul2400,125,0,2,0,49,23
Paul4679,73,0,15,0,20,9
Paul676,176,0,2,0,86,27
PaulAntWilliams,146,0,9,0,114,35
PaulB89,124,0,9,0,57,23
PaulBarker,107,0,14,0,16,12
PaulBowes92,137,0,14,0,95,24
PaulBox,104,0,3,0,60,19
PaulCannotThink,164,0,8,0,86,29
PaulColes88,85,0,7,0,40,17
PaulCurses,16,0,1,0,4,4
PaulDBurgess,167,0,7,0,12,8
PaulDWest,35,0,5,0,30,5
PaulDaKutt44444,132,0,10,0,96,33
PaulDaly1,130,0,2,0,24,9
PaulFia,116,1,7,1,19,9
PaulGale,129,0,2,0,15,12
PaulH20,127,0,3,0,78,35
PaulHMusic,115,0,7,0,27,16
PaulJWild,89,1,8,1,45,22
PaulJamesWright,126,0,9,0,72,24
PaulJervisH,180,0,2,0,117,41
PaulJimm,169,0,2,0,30,17
PaulKennedy63,139,0,1,0,97,19
PaulMcGuirk,146,0,4,0,60,30
PaulMcfc,86,8,7,3,40,17
PaulMoore12,166,1,6,1,98,28
PaulMyers,178,0,14,0,92,29
PaulPhin,171,0,5,0,149,35
PaulRawNerve,185,0,1,0,107,37
PaulSaxby,146,0,5,0,58,21
PaulSeymour,75,0,2,0,6,6
PaulSpink,110,0,12,0,44,16
PaulTun,183,0,3,0,145,30
PaulV7,142,0,16,0,48,18
Paul_999,131,0,3,0,118,33
Paul_Horn,142,0,1,0,37,14
Paul_Ince,89,0,5,0,12,9
Paul_Millican,161,6,2,2,50,21
Paul_Mozza,107,2,15,2,62,21
Paul_Powers,179,5,19,2,106,36
Paul_Pritchard,99,0,3,0,22,13
Paul_UK_Rdg,108,0,5,0,78,14
PaulaTheChamp,122,0,5,0,50,27
Paula_lykwoah_x,145,0,13,0,49,17
Paulas24,102,0,5,0,83,9
Paulcowie64,79,0,12,0,23,7
Paulh3,79,0,1,0,37,19
PaulieC79,177,0,5,0,39,20
PauliePennino,89,0,3,0,9,5
Pauliepops,136,0,7,0,72,29
Paulifer,154,0,3,0,41,15
PaulinaKasprzak,166,0,5,0,112,28
Paulinkadd,159,0,2,0,111,42
Paulio999,145,0,13,0,98,36
PaulioC,186,0,8,0,73,27
Pauliowinn,76,0,11,0,34,13
Paulkk,119,0,8,0,65,25
Paullio,173,6,13,2,80,21
Paulo67c,156,0,2,0,34,15
Paulo9,158,0,13,0,42,18
Paulos16,172,0,11,0,35,16
PaulosG,177,0,6,0,101,29
Paulos_K,151,0,8,0,25,10
PaulsCollection,176,0,1,0,18,7
Paulski22,189,0,14,0,61,14
PaulsmithA7X123,146,0,2,0,22,13
Paulsmitz,159,0,4,0,139,31
Paulus1984,160,0,8,0,97,23
Paulva,96,0,8,0,70,31
Pauly1207,172,0,11,0,111,41
PaulyPopEx,190,0,1,0,140,41
Paulz0r,51,0,2,0,31,17
Pausa_007,155,0,8,0,125,39
PavDhande,161,1,2,1,111,26
Pav_,102,0,6,0,55,27
Pavematt,177,0,19,0,47,17
Paw_Claw,115,0,3,0,9,5
PawlB,151,0,1,0,61,23
PawlPout,155,0,6,0,91,23
PawppyCock,152,0,6,0,64,25
Paws31,124,0,6,0,46,19
PayingAttention,109,3,6,3,73,28
Payne_RJ,96,0,7,0,17,10
Paytheprice,79,0,8,0,20,9
PaytonQuinn,176,0,14,0,117,34
Paz1603,108,0,4,0,75,25
Pazanova,96,0,6,0,40,14
PazbiZ,132,0,14,0,120,50
PazuzuDK,167,0,7,0,52,24
Pazzzzzzzzzzzz,172,0,4,0,90,21
Pbad,166,0,2,0,81,31
PburgerMe,114,0,14,0,17,9
Pcallan82,157,0,14,0,94,23
PeaRice,135,0,4,0,114,36
Pea_Luke,59,0,1,0,22,7
PeaceLoveMaryJn,164,0,3,0,73,29
PeaceMatt,182,0,1,0,110,23
Peaceful_soul,51,0,21,0,32,19
Peach-uk,152,0,5,0,68,25
PeachArse,176,0,10,0,82,26
Peachy_Queen86,94,0,6,0,31,9
Peanut_Butter96,106,0,3,0,61,18
Pearce1991,187,1,1,1,127,17
PearceSnow,101,0,9,0,42,18
PearlBass,174,0,7,0,128,35
Pearljamrob,171,0,15,0,109,29
Pearls_Perap,153,0,10,0,31,14
Pearlyyyy,137,0,5,0,76,21
Peatrie,60,0,1,0,29,12
PecanPie1,110,0,2,0,84,22
Peck695,2,0,1,0,2,2
Pecky3112,43,0,2,0,16,7
PedRoWatSon,84,0,6,0,49,26
Pedgesuzie,166,0,6,0,82,33
Pedo-Bear,122,3,17,2,61,16
PedroClegg,40,0,5,0,20,10
PedroGrimeLord,162,0,2,0,37,8
PedroOrange,148,0,5,0,43,23
PedroPietro,112,0,5,0,60,27
Pedro_101,128,5,10,3,56,19
Pedro_248,166,0,4,0,26,8
Pee1979,38,0,3,0,6,3
PeePeeDee,144,0,7,0,56,21
PeeWeePete,96,0,4,0,79,14
Peedee123,160,0,3,0,43,21
Peedizzle,154,0,2,0,100,33
Peeelly,131,0,11,0,86,35
PeeledApples,157,0,9,0,32,18
Peem_86,87,1,9,1,64,19
Peestie,162,0,1,0,29,12
Peetor22,160,0,9,0,79,27
Peev2,94,0,4,0,13,10
PeeweeM,169,0,19,0,102,34
Peg_Box,115,0,4,0,11,9
Pegg,112,0,16,0,27,17
Pegman93,86,0,5,0,25,14
Peguin,76,0,5,0,15,6
Pelagianism,186,0,9,0,121,33
PeleDan,80,0,2,0,71,32
Pelekophori,184,0,2,0,156,42
PelicanSam,160,0,8,0,77,25
Pellioto,165,0,11,0,86,32
Pellit,123,0,3,0,17,12
PelvisAparatus,125,0,2,0,44,17
Pembolog,149,0,2,0,75,21
PenPot,103,0,8,0,66,20
Pen_,140,0,17,0,118,47
Penates,94,0,3,0,80,21
Pendleburyyy,118,0,6,0,50,19
Pendros,167,0,3,0,17,7
Pendutom,175,0,2,0,73,24
Penfoldio,136,0,8,0,58,23
PenguinDaddy,171,0,3,0,139,38
PenguinsGoRAWR,71,0,7,0,53,16
Penkers,186,0,2,0,158,34
PennilessArtist,132,0,1,0,90,24
Pennington84,145,0,6,0,35,18
Pennyjmoo,41,0,7,0,29,16
Pentadact,130,0,6,0,43,27
PentecostIII,146,0,8,0,43,14
Peol,168,0,2,0,73,18
PeonFight,65,0,8,0,15,12
PeopleAreThings,168,3,8,2,65,23
Peoplecan_fly,88,0,4,0,57,22
Peoplegetreal,150,0,4,0,61,21
PepFAT,170,0,4,0,98,33
Pepe1984,144,0,6,0,30,14
Pepppermint,40,0,7,0,9,6
Pepsidesk,149,0,1,0,19,12
Perclissigi,174,0,5,0,82,29
PerditionCity66,140,0,6,0,41,21
Perds,142,0,14,0,88,19
Pere_Cheval,173,0,5,0,24,16
Peregrinny,160,0,3,0,39,15
PerennialPages,132,0,5,0,85,26
Perewerey,76,0,9,0,29,13
PerfectFool,168,0,9,0,38,11
Perfection7,78,0,4,0,42,12
Pergamum,163,0,13,0,87,25
Perhentian,170,0,17,0,79,29
Periannath34,116,0,1,0,8,4
Perkupz,77,0,9,0,54,23
PerpetuaMoose,170,0,4,0,118,30
PerpetualT,88,0,3,0,34,23
Perpglo,27,0,5,0,17,8
Perray,46,0,6,0,31,11
Perreau,112,0,2,0,104,34
Perriiineee,115,0,2,0,86,29
Perrinado28,151,0,13,0,43,20
Perry87,162,0,6,0,98,12
PerryKinz,112,3,1,1,28,16
Perryos11,174,0,1,0,27,16
Perryr,121,0,1,0,62,24
PersephoneWatch,165,1,7,1,114,35
PersistentPeril,138,0,3,0,25,12
Person_Pitch,140,0,14,0,111,43
PersuasiveRays,149,0,1,0,69,25
Pertisimo,109,0,5,0,13,4
Perversia,109,0,5,0,10,6
Pescrazy,137,0,6,0,125,46
Pessy,95,31,5,2,36,13
Pesx,94,0,6,0,63,23
PetSquirrel,180,0,8,0,62,28
Peta999,173,0,7,0,70,27
Pete-Da-Clinker,166,0,7,0,27,15
Pete557,61,0,3,0,29,16
PeteAub,66,0,8,0,28,12
PeteB123,121,0,2,0,109,36
PeteChan,134,0,13,0,24,17
PeteDIG,175,0,12,0,50,21
PeteFlett,152,0,5,0,37,19
PeteJBaker,101,0,3,0,10,10
PeteJo,188,0,3,0,66,16
PeteKatz,144,0,4,0,65,28
PeteLanceley,112,0,21,0,64,37
PeteLatah,153,0,7,0,103,30
PeterBirdly,155,0,13,0,65,33
PeterBryant,30,0,10,0,21,10
PeterJGSS,112,0,2,0,41,7
PeterJamesMay,171,0,4,0,59,25
PeterLangley,106,0,3,0,17,11
PeterLeb,133,0,5,0,34,21
PeterR10,92,0,6,0,24,12
PeterRattew,171,0,1,0,9,5
PeterRidge,180,0,11,0,61,26
PeterW82,31,0,1,0,4,3
PeterWalton,96,0,5,0,22,5
Peter_Barrow,166,0,1,0,25,13
Peter_Legat,79,0,4,0,30,14
Peter_Ross,46,0,6,0,32,11
Peterandreas_7,136,0,4,0,122,48
Petercox_01,144,1,7,1,111,34
Peteroliveuk,54,0,3,0,26,8
Petesowl,192,0,2,0,108,19
Peteus,119,0,4,0,30,10
PeteyMcWise,165,0,5,0,66,27
PeteyPal,170,0,4,0,22,12
PeteyPies,167,0,8,0,41,20
Petit-Bourgeois,160,0,5,0,106,33
PetraD,184,1,9,1,63,20
Petrelli23,89,0,8,0,42,15
Petrocelli,162,0,13,0,41,22
PetronellaRose,124,0,4,0,82,24
Petrovsky,159,1,6,1,97,29
Pettsvaldo,176,0,5,0,134,38
Petzie,131,0,2,0,106,37
Pewari,61,0,4,0,22,10
Peyotitlan,171,0,8,0,81,37
Pez42,110,0,4,0,28,8
PezDispenser,135,0,1,0,90,41
Pezmc,92,0,1,0,77,30
Pezzery,131,0,9,0,103,37
PfoeneMupfel,178,2,11,1,37,15
PhQnix,170,0,2,0,32,17
Phade_Out,112,0,10,0,14,12
Phae,169,0,3,0,80,29
Phage,185,0,3,0,24,9
Phalanxia,73,0,2,0,22,10
PhaniaDalrymple,136,0,10,0,75,25
PhantomQuim,116,0,2,0,14,13
Phantom_elfsire,155,1,3,1,100,27
Pharaoh_Munch,183,0,6,0,14,6
PharaohsHorses,92,0,5,0,26,17
Phas,103,0,9,0,15,5
Phase3,129,0,4,0,102,35
Phasmosis,119,0,6,0,43,21
Phatmeister,126,0,15,0,84,13
Phaufboy,181,0,10,0,118,44
PheedBakPhuq,129,0,2,0,10,4
Pheee0,159,6,3,2,36,12
Pheeeeb-,99,0,15,0,35,20
Pheen-eo,138,0,11,0,26,14
PhenomV2,176,0,4,0,49,8
Phenomina,129,0,2,0,44,14
Pheonix197666,30,0,2,0,8,7
PheonixFire14,114,5,3,2,40,11
PhiI_E,187,0,2,0,24,18
PhiLethargy,29,0,4,0,15,6
Phiiil,103,0,30,0,60,32
Phil-W,158,0,7,0,19,12
Phil-Wr,121,26,10,4,12,3
PhilAbernethy,166,0,2,0,28,11
PhilAllen92,122,0,2,0,46,17
PhilBoswell,177,0,2,0,68,24
PhilBurrows3005,89,0,5,0,8,8
PhilC136,127,0,5,0,14,5
PhilCrawford,173,0,11,0,53,22
PhilDG,182,0,6,0,59,12
PhilFucker,165,5,4,1,56,16
PhilGDUK2,171,0,8,0,95,25
PhilGenevieve,123,0,4,0,14,9
PhilHaggis,101,0,4,0,48,16
PhilKnight,77,0,17,0,55,23
PhilR76,129,0,6,0,45,15
PhilSlot,192,12,5,2,52,11
PhilThevoice,179,0,8,0,89,20
PhilZRockinOut,96,0,2,0,34,14
Phil_25,131,0,4,0,34,13
Phil_D,139,0,3,0,9,8
Phil_Dash,145,0,5,0,114,29
Phil_Fantastico,135,0,8,0,48,20
Phil_Wright,47,0,5,0,32,11
Philanthropi,157,0,10,0,139,48
Philaroo78,193,0,2,0,59,21
Philbo1,55,0,6,0,13,8
Phildanutter,168,0,3,0,51,20
Philers,168,0,11,0,65,30
PhilfeeLumocks,176,0,14,0,69,25
PhiliG,132,0,5,0,108,35
Philibobuk,111,22,12,7,29,12
Philiday,58,0,3,0,28,11
PhilipJfried,116,0,5,0,35,19
PhilipONicholls,191,0,1,0,53,21
PhilipZSerfaty,146,0,3,0,34,21
Philip_Skillern,127,0,8,0,54,20
Philipmason,156,0,3,0,77,16
PhilippaTamsin,64,0,3,0,48,24
Philippa_H,117,0,5,0,74,26
Philismyname,194,22,9,2,35,10
PhiliumM,128,0,13,0,40,19
Phill2592,115,0,1,0,16,9
PhillPrice,135,0,9,0,27,14
Phillanthropist,99,0,4,0,10,6
Phillip-Hartley,120,0,6,0,62,17
Phillipimo,171,0,7,0,49,20
Phillippazoe,76,0,2,0,42,14
Phillrock18,84,0,3,0,45,8
PhillsSofa,133,0,4,0,35,19
Philly501,117,0,23,0,43,11
PhillyProbe,69,0,3,0,24,11
PhillySaxon,143,0,11,0,114,38
Philmmx,71,0,2,0,17,6
Philographer,158,0,5,0,116,37
PhilosopherGirl,181,0,11,0,157,45
Philosophicles,140,0,6,0,27,11
Philr87,138,0,6,0,53,18
Philthehippy,141,0,4,0,15,6
PhilyT83,158,0,1,0,71,31
PhingersPhil,83,0,6,0,63,23
Phinx2009,152,0,2,0,48,22
Phippa24,147,0,21,0,93,25
PhippsyB,155,0,7,0,77,28
Phischy,116,0,5,0,97,24
Phizpop,143,2,6,2,33,8
Phlangles,170,0,1,0,120,52
Phoebe49,168,0,2,0,44,17
Phoemail,163,0,9,0,86,30
PhoeniXPhiL,155,0,23,0,34,14
PhoenixB,70,0,9,0,55,17
PhoenixBh,159,0,5,0,73,28
PhoenixBloom,145,0,1,0,47,16
Phoenix_Flight,100,0,5,0,30,14
Phoenixrich,125,0,18,0,95,21
Phoenvix,174,1,4,1,118,23
Phokus78,36,0,1,0,25,20
Phoneticz,145,0,12,0,111,16
PhonyStarks,124,0,2,0,40,16
Photogenix,186,0,3,0,21,13
PhotographicEye,180,1,9,1,140,35
PhrankC,176,3,8,1,49,16
PhreekyMikey,98,1,2,1,44,19
PhunkyVenom,131,0,3,0,63,21
Phunting,160,0,1,0,33,19
Phuqueknoze,153,0,1,0,87,30
Phwoam,100,0,9,0,38,24
PhycoticRachel,77,0,3,0,15,4
PhyscoYorkie,104,0,10,0,72,22
Physiicx,70,0,3,0,17,6
PiNoAisai,100,0,4,0,45,25
PianoForte-fm,113,0,1,0,55,22
Pianogirl13,158,6,10,1,72,25
Picarael,164,0,1,0,87,26
Picckaacho,122,0,4,0,79,17
PickaBoo29,15,0,2,0,14,5
Pickerz,151,0,12,0,48,21
PickledJesus,98,0,4,0,12,7
PickledLenin,125,0,11,0,14,8
PickledOeuf,159,0,11,0,106,34
Picklepocket,184,0,9,0,98,26
PicnicWithGeebz,144,0,2,0,35,15
PicoutputCls,96,1,4,1,7,3
PicturesFaces,174,0,3,0,99,39
PidgeOnHeat,99,0,30,0,76,27
Pidgemeister,172,2,4,2,53,20
Pidgey,117,0,8,0,24,16
PieForSlipper,153,11,11,8,92,22
PieMaster,128,0,13,0,38,20
PieProtector,181,0,2,0,101,22
Pie_Rat_Yoshi,133,0,4,0,14,6
PieceOfBrit,101,0,4,0,17,4
Piekarzynka,109,0,9,0,23,13
Piemanlord,102,0,5,0,49,21
PiercedbyMe,152,0,5,0,72,24
Piercy88,79,0,4,0,39,14
Piers_Butler,53,0,2,0,38,19
PieterZombi,165,0,10,0,98,41
Piggleton,167,0,2,0,44,13
Piggums,167,0,3,0,122,41
Piggyward,50,0,5,0,7,6
PigmyShrew,173,0,6,0,145,38
Pigswillfly,18,0,2,0,2,2
Piinc,157,0,16,0,49,28
Pikapops,113,19,1,1,47,26
Pikubeats,98,0,10,0,37,20
Pilchardmusic,146,0,2,0,57,20
Pilek,139,0,3,0,5,4
Pilgrim-Soul,48,16,2,1,9,6
PilgrimNeal,89,0,3,0,40,15
Pilko42,114,0,7,0,45,15
Pilky345,4,0,2,0,4,3
Pillangoo,175,0,5,0,160,47
Pilmoor,162,2,10,2,88,31
PilotG,26,0,9,0,6,5
PilziInTheRiver,145,0,5,0,20,9
Pimp_Daddy,144,14,19,1,44,14
PimpernelJones,161,0,9,0,89,34
Pimpf1975,168,0,12,0,133,34
PinballWizard55,138,0,11,0,84,28
PinballWizard9,105,0,2,0,34,13
Pine_Elder,190,0,3,0,26,18
PineconeTurkey,144,0,8,0,87,34
Pingomann,108,0,3,0,56,20
Pingree,131,0,2,0,17,7
Pingu1874,152,0,2,0,117,29
PinguPinguPingu,181,1,1,1,108,30
Pingu_90,94,0,20,0,35,16
PingusFriend,40,0,1,0,24,13
Pinjew,155,0,5,0,25,16
PinkBullets91,95,0,4,0,58,24
PinkCutter,158,0,23,0,153,50
PinkDiamond,155,0,7,0,100,21
PinkElaine,172,0,7,0,14,10
PinkIchigo17,174,0,2,0,96,25
PinkLightsaber,104,0,4,0,84,35
PinkM0nster,85,0,2,0,38,25
PinkOverlord,168,0,6,0,18,11
PinkThriller,157,0,12,0,74,26
PinkTurnsToBlue,141,0,11,0,35,14
PinkWigMonster,36,0,1,0,11,4
Pink_Dementor,121,0,4,0,64,24
Pink_Rock_Dots,152,0,4,0,62,25
Pinkeh,152,0,10,0,44,23
Pinklilycat,150,0,2,0,81,13
Pinkpanda5,129,0,3,0,37,12
PinksThinks,140,3,7,1,77,25
Pinkspongebob87,193,14,2,1,46,11
Pinkstreaks,94,0,4,0,11,9
Pinky420,145,0,5,0,87,28
PinkyDanie,136,0,5,0,9,7
Pinky_von_Pout,112,0,7,0,47,12
Pinkyxox,156,0,7,0,22,11
Pinnock1234,156,0,10,0,84,29
Pioneeroverb,172,0,6,0,65,21
Piper-Chelsea_N,177,0,12,0,82,25
Pipharrr,170,0,5,0,60,20
Pippa-234,168,0,7,0,113,43
PippaPatterson,189,0,4,0,115,21
PippaReid,87,0,5,0,19,11
Pippa_shaw,169,0,7,0,17,7
Pippin4242,3,0,2,0,1,1
Pipptard,166,0,7,0,80,24
Pipsy102,139,0,4,0,68,16
Pipthepixie,149,0,11,0,38,18
PirateHobo,166,2,2,2,113,32
PirateJamie,148,0,10,0,74,36
PirateJelly,168,0,3,0,15,5
PirateMelon,72,0,4,0,22,6
PiratePrincess,150,0,8,0,38,14
PirateRosi,124,5,7,3,67,22
PirateSam1987,146,0,8,0,17,9
PirateSpirit,108,0,7,0,7,3
PirateVision,108,0,7,0,30,21
Pirlok,148,0,3,0,46,27
Piroroadkill,168,0,6,0,87,22
Piskieface,161,2,5,1,122,37
Pisky,178,0,12,0,71,26
Piss-Me-Off,141,0,4,0,52,25
PissheadBrummie,189,64,1,1,3,1
Pissticks,168,0,23,0,112,22
Pistol-Pete-,145,0,2,0,10,2
Pitcher7,143,0,4,0,37,10
Piter_DeVries,149,0,10,0,33,14
Pitstarter,182,0,1,0,115,27
Pixaul,164,11,9,5,93,22
PixelCellar,126,0,4,0,67,29
PixelDoom,97,0,1,0,11,8
PixelPieMedia,161,0,13,0,124,37
PixelatedPickle,102,0,3,0,14,8
Pixelsonoro,161,0,11,0,61,27
Pixelzerox,164,1,2,1,54,17
Pixie--Dust,39,0,5,0,36,15
Pixie49,82,0,7,0,55,19
PixieElcie,53,0,1,0,14,9
PixieLaura,136,2,9,2,75,28
PixieNoir,10,0,2,0,9,7
Pixie__x,140,0,10,0,46,14
