user_id,num_ascolti_totali,num_ascolti_artista,settimane_totali,settimane_artista,artisti_univoci,generi_univoci
bladeringer,189,1,5,1,120,15
blainepike,129,1,4,1,73,27
blamedunce,183,12,12,1,98,32
blawkins,184,3,11,3,116,22
blaze753360,157,10,8,1,28,5
bleachingteeth,123,1,4,1,83,34
bloodangel99,87,1,2,1,19,8
bloodkeeper_,158,2,7,2,38,10
bloodspatteredR,166,2,12,1,66,25
bloodtotears,141,1,14,1,67,22
bloodwhiteblue,103,4,8,2,29,10
blue_drainpipe,178,2,7,1,97,29
bluekangroo,166,1,4,1,86,25
bluemidget1,159,2,12,1,74,23
blueskyravi,152,1,11,1,71,20
blythiee,145,1,4,1,73,32
bmjboroboy,121,4,4,1,60,17
boardy2,186,2,2,1,109,27
bobbygee180,150,3,3,2,74,24
bobbyzoolhead,134,2,6,1,95,37
bobcatrock,121,11,8,1,39,9
bobcfarrell,152,1,5,1,33,12
bobcot87,149,8,3,1,73,16
bobiroka,104,11,3,1,7,6
bobisbrill,107,2,4,1,66,29
boblebob,87,1,5,1,21,9
bobmanuk,165,1,5,1,103,23
bobsanta,126,3,9,3,70,15
bobwah,156,1,5,1,125,32
boderickq,148,6,2,2,31,18
boff21,126,7,8,3,58,15
boffin987,119,3,4,1,78,15
bohemiangel,162,1,13,1,82,39
bohsman,70,1,5,1,55,23
bond-fan,104,4,17,2,64,18
boneculture,49,1,8,1,39,17
bongokingbaby,184,1,3,1,116,20
bonzo83,147,1,10,1,112,35
boobookittyfcuk,127,2,8,2,72,27
booo_and_kisses,70,1,4,1,40,18
borrico,158,1,10,1,100,29
bosanova_x,108,3,8,1,99,34
bosnod,105,2,4,1,24,12
bowdowntomono,115,9,4,1,9,6
bowseruk,147,5,18,2,70,21
boxy1001,113,8,8,1,19,11
boy_named_david,105,1,7,1,88,38
boycey28,188,2,7,1,94,25
boyinuk,123,1,17,1,98,26
boyofwonder,157,7,8,2,75,22
bpdrums,76,1,8,1,46,19
bpears,156,3,11,2,79,25
brad_1011,104,1,5,1,56,23
bradleyem,149,11,7,2,34,8
bradleynovember,180,1,6,1,107,26
bradmos,54,1,6,1,32,12
brandnewgurly,120,1,4,1,83,24
bravediggs,165,2,8,1,59,14
brb93,147,1,17,1,49,17
breakdown_36,125,3,18,1,43,18
breandan,155,2,5,2,71,14
bresfayr,101,1,2,1,60,16
brettredmayne,130,1,6,1,31,12
bri_2205,170,1,17,1,91,18
brianash,89,4,9,1,41,19
briankeay,165,1,10,1,77,19
briantwigley,23,1,1,1,7,4
brickteen,142,7,6,1,40,16
bridget-jones,49,3,7,1,7,5
bringthenoise_,147,1,7,1,89,26
brionygrace,158,2,7,1,61,22
britfag,130,1,10,1,44,13
britishbear,171,2,9,1,37,16
broganable,135,1,9,1,94,26
broken-lungs,131,2,4,1,60,19
brokenbutterfly,141,4,3,1,81,21
brokenspindles,58,1,15,1,43,26
broomiebaby,159,2,11,2,69,17
brude_2,126,1,10,1,95,26
brunns,178,2,2,1,127,29
brunoalla,142,1,3,1,121,46
bryxo,148,1,5,1,52,16
bsmithurst,171,1,3,1,69,10
bt180,169,9,12,2,73,27
btopley,123,1,11,1,72,27
buckbeak,74,1,3,1,20,8
buddha4mary,149,2,15,1,52,27
buddyholly1982,68,1,3,1,40,15
budgietheii,180,29,5,1,83,30
buffyrat,161,1,3,1,26,11
bugsey6,143,1,1,1,43,12
bugsy1970,188,1,3,1,42,10
bulkinFM,178,6,3,3,124,36
bumblearse,113,1,2,1,63,27
bunny1966,183,1,2,1,126,41
burgundycape,133,1,4,1,79,20
burnvermilion,126,4,11,1,62,16
burtoncp,166,4,4,2,94,18
burvill19,119,1,10,1,75,21
burwellian,187,3,2,2,141,38
bush2k5uk,141,3,8,1,45,11
butinstead,165,1,4,1,94,30
buzz105,162,10,2,1,11,3
buzzy_beatrice,169,2,12,2,129,34
buzzybecky,143,6,8,2,78,20
bwoodward,154,1,4,1,49,9
c-jo,183,1,4,1,148,36
c01c,130,1,14,1,59,24
c_leckie,140,2,6,2,46,24
c_wang,149,2,2,1,34,19
caaaattt,88,2,8,1,52,14
cacktap,127,1,4,1,85,30
cacs99,171,1,7,1,116,30
cactusdust,101,2,5,2,71,17
cadencefanfare,22,1,6,1,15,7
cadetchik,57,1,15,1,24,12
cainy1989,103,2,8,1,54,17
caio_kwa,147,1,10,1,79,35
caitlinking,140,1,3,1,78,20
caitychaos,160,2,1,1,60,19
cakeylynns,130,8,2,2,45,15
calcock,179,19,10,1,74,23
caldach,145,1,12,1,94,32
caluko,79,1,5,1,40,20
calummclean,120,17,5,5,77,22
calumsteeler90,78,13,3,1,10,5
calypso_joe,153,1,12,1,47,22
camitee,186,1,9,1,143,44
cammo28,81,1,5,1,51,23
camo_gray,170,11,3,2,64,19
camp_lion,156,3,8,2,93,29
campkillgemma,161,2,9,2,71,28
campull,170,2,14,1,120,24
candysugardandy,158,1,4,1,119,36
cant-see-white,141,3,17,2,67,26
cantfoolme,152,1,4,1,102,30
canton27,124,2,11,1,34,14
capnhex,116,2,9,1,67,23
caprilaserboy,112,2,4,1,74,20
captainaxxe,103,1,29,1,43,18
captainemmy,132,1,4,1,64,22
captaingrace,139,4,1,1,67,17
captainhazza,163,1,9,1,80,27
captainread,176,1,12,1,107,32
captainxjack,82,10,7,2,21,14
carl1412,175,5,2,2,109,32
carl2990,179,3,7,2,35,12
carlabaker,121,1,3,1,37,16
carlaspark,30,1,1,1,28,8
carleesayshai,109,9,2,1,57,17
carlhunter88,131,2,14,1,57,19
carlos_lentoni,162,1,8,1,77,18
carlrowlinson,171,5,7,3,103,24
carlwalton,154,15,12,4,80,32
carlyannetonner,131,14,14,4,64,24
carlypage3,131,1,1,1,102,28
carmat71,67,1,1,1,66,15
carolgm,125,38,3,2,15,8
carolvorderman,157,1,7,1,22,12
carpathianridge,96,1,4,1,47,21
carpenterb,117,1,8,1,91,29
carys_13,95,1,11,1,47,12
carys_evans_,158,1,4,1,73,21
casbarr,125,1,12,1,97,33
catcatxx,114,1,6,1,56,17
catcream8,127,1,12,1,110,34
cateturner,171,1,22,1,71,21
catherine9049,108,1,3,1,71,19
caz_b,177,1,4,1,86,21
cazbee,135,1,7,1,78,18
cbear91,150,3,6,2,58,16
cbradley857,132,1,2,1,62,27
cbrazier,124,7,20,2,53,20
cccheyenne,144,1,3,1,111,26
cccooo,179,1,12,1,116,25
cdshepherd,168,3,4,2,84,22
cdstealer,66,1,8,1,13,8
cebiggs,153,8,4,2,52,24
centz13,90,1,3,1,25,9
cerysmarieeex3,67,3,4,2,43,7
cezarooroomon,150,1,3,1,44,19
cezitow,131,2,3,2,59,19
cfcrzbest,128,1,6,1,46,15
cframe,107,1,12,1,37,18
cgk190,103,1,11,1,35,13
chad_rooks,153,1,7,1,75,30
chandra1,122,3,13,2,90,29
chani,172,3,9,3,87,20
chanseychisa,111,2,3,1,81,31
chanster2769,131,1,11,1,105,27
chaos_theory1,176,1,2,1,68,37
chapman_001,121,1,10,1,44,19
chapmanmania,163,1,3,1,127,31
chapperdeemus,117,1,4,1,75,26
charbag,153,1,10,1,108,32
charl0tteamyy,176,1,4,1,113,16
charleebrown,41,2,2,1,11,4
charlidickenson,126,3,5,2,56,20
charlie-echay,71,1,4,1,41,21
charlieboy80,120,1,8,1,105,28
charliekennedy,178,1,5,1,76,30
charlitee,106,1,12,1,65,21
charlotte_xoxo,150,3,10,1,99,18
charlottecan,134,1,10,1,61,19
charlotteeeeeee,118,1,4,1,84,24
charlottehugg,59,1,5,1,20,8
charlycrash,154,18,16,6,41,18
charxD,143,2,8,2,48,26
chasboz,175,1,12,1,80,32
chaser_eskimo,148,1,5,1,54,27
chasethisshadow,120,2,3,1,23,12
chataholicdan,163,3,4,2,96,28
chatping,143,1,1,1,31,16
chazhill,150,1,4,1,115,27
chazy-xo,177,1,5,1,99,31
chazzzy,134,5,18,3,36,10
checkedfloor,149,1,3,1,81,29
checkyesjay,126,1,9,1,67,15
checoles,146,12,3,1,42,12
cheddarcheese89,157,1,20,1,95,28
chedsorrr,153,1,4,1,103,28
cheeks2k,155,1,21,1,46,24
cheekydevil01,116,6,10,1,70,27
cheekykevwalker,176,3,1,1,102,24
cheesestring13,23,1,3,1,16,8
chel_hero,172,6,3,3,40,11
chelle1002,169,2,11,2,52,17
chelseabot,142,1,2,1,83,25
chelseaknife,50,1,4,1,40,17
chelsear,148,1,4,1,85,22
chemicalzombie,53,1,1,1,22,7
cheritoxin,363,1,3,1,158,42
cherrysnowangel,132,4,7,2,115,32
chewing_wood,165,1,5,1,116,35
chewmaass,53,3,3,1,21,11
chiakaiyuki,108,3,2,1,40,14
chick--chick,159,4,6,1,78,21
chiedza,132,3,1,1,80,30
chiggyman,100,1,12,1,56,21
chil360,126,1,23,1,33,14
childpossessed,125,1,5,1,73,29
chilirocker,141,1,3,1,67,28
chimaribel512,182,1,7,1,112,16
chinagirl84,112,2,13,2,90,19
chinko,134,17,6,2,12,5
chinny00,164,1,12,1,63,19
chippylisa,67,2,2,1,24,9
chizabc,180,1,12,1,60,23
chlobo,171,5,6,2,45,13
chloeehannah,127,1,7,1,48,17
chloerod,141,1,4,1,104,24
chrisgopher85,96,3,3,1,48,15
chrisjenkins182,152,2,2,1,54,17
chrislegend85,177,3,2,2,140,32
chrism11,116,12,3,1,58,23
chrismear,242,1,5,1,74,27
chrissimons26,172,3,7,2,130,26
christhekopite,103,3,2,1,52,27
chrisvarns,165,1,3,1,66,23
chriswhiteguis,149,2,10,2,69,20
chriswok,169,2,4,1,88,24
chuckdarwin,189,2,9,1,149,28
chunkychew,174,1,3,1,139,36
chupacabraman,183,2,3,1,110,31
chzgray,187,1,5,1,91,23
ci67,121,3,9,3,36,18
cidbessa,156,1,3,1,109,34
ciggarello,190,13,2,1,23,8
cimotana,140,3,7,1,49,22
cissmiace,130,1,17,1,55,22
citizenerasd89,33,25,5,4,7,4
citizenerased16,139,26,6,3,20,7
citizenhunter,158,5,17,1,42,19
ciudadano_d,167,17,6,3,89,26
cj-1996,154,1,6,1,111,34
cjcookson,165,3,12,2,84,25
ckl,170,1,3,1,114,38
claire-stephany,118,1,10,1,54,22
clairedavis2207,147,3,6,1,86,19
clairesies,145,1,6,1,88,25
clairesux,112,2,1,1,56,18
clairewkyb,184,3,11,1,117,25
clairey91,115,1,3,1,70,12
clarbar,117,1,2,1,39,18
clare_10,168,1,6,1,86,19
clarebean69,140,1,10,1,86,21
claremoreton,148,13,2,1,50,14
clarkethepigeon,175,2,1,1,63,21
claudbean,163,7,2,2,104,27
clazza,144,2,2,1,109,38
clemethy,108,2,1,1,64,10
cleopuss21,62,1,4,1,27,10
clockworkpurple,184,14,5,3,62,19
clogsy77,106,2,12,2,73,21
clonedmadman,124,1,10,1,89,25
clumsyband,116,1,1,1,92,22
clyde-a-scope,178,1,2,1,134,34
cmack6189,153,1,12,1,40,14
cmavfc15,53,1,2,1,21,7
cnlfailure,117,1,7,1,65,22
coconutsundae,99,7,6,1,21,13
coffeeonesugar,109,11,5,1,67,26
cogilium,164,3,4,2,74,20
coheed87,171,16,5,2,53,20
cojupp,160,9,9,2,54,17
coldplaying89,182,7,1,1,77,17
colinriddell,156,1,4,1,64,26
collins1310,116,3,6,2,37,18
colutillidie,114,2,11,1,39,13
comeforward260,131,1,4,1,112,29
compbof,138,2,7,2,49,16
confused_amber,173,2,4,1,95,36
conniesaurus,146,1,4,1,82,20
conor_tubes09,82,7,6,2,23,12
conorkilgannon,136,2,4,2,62,23
cookie-day,77,4,6,1,19,10
cookieboy2003b,128,1,6,1,99,38
coolbeanz88,159,1,10,1,69,23
coolbeeaans,133,2,5,1,44,10
coolsaffi,113,1,12,1,50,20
coopcosmogirl,142,1,2,1,68,21
cornerstone18,189,1,8,1,85,19
corpsetastic,193,2,2,2,67,18
corrieberry,100,1,8,1,49,20
cosminstraut,155,5,11,1,43,18
courtneybell,177,3,6,1,62,23
courtneypaigee,181,2,4,1,104,24
covfan,120,3,13,1,76,21
cpn_crossfader,161,2,7,2,106,33
cptstarsky,168,1,9,1,105,29
cr0wing,175,1,2,1,127,48
crag-de-crag,121,11,27,3,43,16
crag_du,156,1,3,1,111,36
craig-sansum,118,2,5,2,61,24
craig_laing,166,1,8,1,68,23
craigawill,161,2,12,2,33,10
craigb2791,122,2,10,2,25,9
craigb6,118,1,4,1,91,21
craigfacefm,163,2,10,1,82,32
craigi99,94,2,10,2,65,23
craiglaamont,131,2,17,1,49,18
craigmoss19,117,1,9,1,59,19
craigowills,145,2,5,2,79,30
craigwoollard,187,1,4,1,62,20
craigy1234,71,1,3,1,32,16
craigy_mac,174,11,4,2,63,17
crandall87,188,1,2,1,109,28
crashsmoke,155,1,3,1,94,17
crazy_bem,159,3,11,3,83,25
crazy_claws,172,3,5,2,80,17
crazybiker69,173,7,12,3,89,17
crazybobbles,126,2,4,1,9,3
crazydiscostu,168,1,4,1,122,40
crazyhairball,180,4,6,2,113,21
crazyrockgirl1,133,7,6,3,72,22
creatayeats,100,19,13,6,52,22
criducoeur,167,1,15,1,70,22
crimson101,76,3,7,1,30,15
cris_mot,186,5,8,1,28,14
crispy__duck,86,4,5,2,16,12
crispyjelly,160,3,3,1,83,24
crks_x,101,1,5,1,75,29
crosales,186,1,7,1,78,22
cross-SEXtion,169,1,11,1,69,22
crouchingotter,37,1,4,1,10,6
crowa,99,1,6,1,60,28
cruecrasy,165,1,12,1,65,10
crumble6,153,1,7,1,127,29
cruncheddoll,161,4,10,2,59,25
csarel,160,5,6,3,113,36
cspiteri78,158,1,4,1,107,20
csteinle,186,1,3,1,113,25
ctinwonderland,90,2,9,1,57,23
ctranter,152,1,8,1,86,27
ctubaueruk,135,2,3,2,76,34
cubeking03,99,1,20,1,76,30
cubik73,91,3,2,1,23,16
cummins_s,85,1,6,1,52,22
curlysunny,119,1,9,1,37,17
curt000,175,2,12,2,102,28
cushdy,98,1,7,1,63,24
cuteblossom,153,5,8,3,76,19
cuthbertio,105,1,5,1,54,20
cuts_like_drugs,137,1,4,1,75,30
cuttingrainbows,123,5,3,2,68,29
cuza68,123,4,8,1,89,18
cvjamison,173,2,5,1,106,34
cwmusson,178,1,3,1,67,19
cybermuppet,96,1,5,1,10,6
cyddiewarne,90,1,5,1,21,11
cygnus_x1_james,181,2,5,2,120,40
cykey,164,1,5,1,82,27
cylux_88,28,7,2,1,8,3
cynthxx,122,6,8,1,74,23
d0mokun,113,1,4,1,59,28
d3p1,180,1,7,1,76,32
dAvik42,141,23,8,3,50,21
da_evans,65,1,6,1,20,6
da_muslim,46,1,5,1,22,9
dafyddjames,165,3,14,1,48,26
daisychain_xx,178,1,1,1,85,20
daisydiv,177,1,11,1,113,30
daisyloo4567,127,1,16,1,35,12
dakdzin,121,1,12,1,40,23
dalelane,140,1,3,1,70,23
dallon_weekes,132,3,6,1,46,22
damevera5,185,1,6,1,79,20
damik,134,1,2,1,69,36
damonlefley,72,2,8,1,49,19
dan-501,149,3,11,1,89,17
dan-james,147,2,12,2,60,17
dan00syzygy,181,4,2,1,20,9
dan_2653,62,1,3,1,12,6
dan_56,154,1,14,1,90,24
dan_bullock,125,1,7,1,31,10
dan_mcpake,132,1,3,1,79,32
danapouncer,132,2,8,2,33,15
danceswithgoths,155,1,6,1,38,19
dandiness,171,5,3,1,114,29
dandymagrathean,138,1,10,1,67,16
danecobain,164,1,10,1,86,32
danglenister,126,1,6,1,52,16
danh72,122,1,9,1,40,12
danharvey42,162,1,7,1,65,15
daniboi10,47,1,8,1,17,9
danielaela,169,11,10,1,103,36
danielarkley,138,5,8,1,90,24
danieljplatt,107,3,14,2,25,16
danielle3153,94,7,4,2,49,15
daniellebeeson,165,16,8,2,20,6
daniellejosette,126,1,6,1,28,11
danielstaunton,118,5,6,1,54,21
danijones,163,1,34,1,121,26
danimeatsix,150,3,10,3,58,20
danisrocking,163,4,5,2,32,13
danjamin,177,3,7,1,91,28
danjaymzperry,169,4,7,1,74,26
danjmc89,147,2,1,1,123,37
danndeuxtrois,127,1,11,1,87,25
danny_hefc,47,1,4,1,21,13
dannyb2k9,132,1,5,1,39,14
dannyb92,126,2,22,2,57,21
dannyhowarth,152,2,8,2,83,19
dannyhyunsoo,119,1,2,1,95,31
dannyking1989,57,17,6,4,10,3
dannym01,140,33,4,1,54,28
dannymcbiz,105,3,3,2,35,11
danoakner,118,13,4,2,16,7
danrankin611,121,1,9,1,93,34
danshakin,166,1,7,1,131,27
danshq,170,12,5,2,25,12
dansj882,71,28,5,4,5,3
dant84,175,1,9,1,137,46
danthefloorman,150,2,2,1,74,28
danthetaliban15,23,2,1,1,19,8
danzzig,154,1,17,1,116,28
daretobestupid,140,2,12,2,88,25
dark_imm0rtal,180,7,7,2,85,22
darkdemon179,149,2,9,2,63,18
darked69,123,1,6,1,103,30
darkenedtrinity,149,1,8,1,100,26
darkeyes_lewj,100,2,1,1,18,6
darkneonrose,71,1,7,1,59,23
darkophelia,104,1,7,1,25,10
darksilencexx,104,1,12,1,95,24
darkstar56,160,4,3,2,91,33
darkstepper,182,24,1,1,32,13
darrencollier92,179,6,3,2,56,15
darrey80,81,31,6,4,7,4
darth_tater2k8,93,2,6,2,35,14
darthbrush,158,1,6,1,27,11
darthhelen,119,1,3,1,37,10
darylwickham,88,8,3,2,21,9
dasilvamoon,107,7,8,3,79,24
datdurzerokid,151,4,5,1,104,25
dav_i,95,25,9,3,20,11
davecb83,133,1,6,1,57,24
davegrohlonthed,136,1,11,1,62,24
daveirl,158,5,2,1,106,23
davejoneslocker,57,2,3,1,27,11
davekc41,160,5,1,1,30,9
daven29,148,11,2,1,13,7
davepratt,292,1,4,1,208,53
daverant,175,3,3,1,86,22
daverokz,151,1,5,1,87,21
davestacey,97,1,5,1,47,21
davethebeetle,147,2,7,1,77,27
daveybot,169,2,2,2,110,30
daveymagpie,142,5,8,2,55,16
davezac,159,1,8,1,108,26
david9t,161,1,11,1,62,27
davidcollley,119,1,11,1,51,20
davidcrozier,170,1,18,1,71,23
davidgeewhite,173,1,2,1,148,37
davidgoodger,89,4,7,1,46,16
davidjb1988,111,1,12,1,48,17
davidkerr88,61,16,9,4,8,4
davidmoss1,119,1,15,1,70,24
davidpeake,41,1,2,1,37,11
davidrushton,189,6,8,2,84,25
daviduk2000,155,1,3,1,67,17
davidxplague,170,3,19,1,66,22
daviemoo,140,1,9,1,36,10
daviesjamie,172,1,4,1,59,20
daxvondrac,189,1,6,1,78,26
dayziecakes,177,2,3,2,75,32
daz4590,98,1,4,1,56,18
dazie018,159,1,9,1,80,29
dazkgoodwin,164,1,17,1,41,16
dazza041,155,7,3,2,63,18
dbchud,149,2,3,1,125,34
dc87uk,155,5,8,3,31,14
dcbrett,169,1,20,1,95,23
dd4649t22006rs,146,1,4,1,43,18
deBadWolff,166,4,5,2,93,22
dead-leads,159,1,10,1,139,41
dead_flyboy,134,1,2,1,61,24
dead_passive,180,2,8,2,30,9
deadangelnotts,131,1,19,1,74,35
deadbeat88,101,1,7,1,70,21
deadeye_725,177,1,11,1,33,13
deadgrave,136,1,2,1,74,24
deadhead88,184,1,7,1,31,16
deadlight01,161,2,5,1,120,32
deadstar37,183,25,8,4,80,30
deadthing,155,3,5,2,115,28
deamer44,156,1,5,1,69,18
deana,174,1,6,1,128,45
deanmarktaylor,169,4,3,1,94,25
deathandsequins,167,1,13,1,111,38
deathbedlaura,59,4,2,1,21,11
deathbysex,141,6,10,1,20,11
deathfrom1979,140,3,4,1,40,21
debby26,134,2,5,1,68,15
debhdebh,123,6,7,1,39,18
declan-lak,78,1,4,1,59,24
declan86,157,1,2,1,127,48
deelster,163,1,27,1,90,28
deenyh,175,1,7,1,75,15
deerileyhammond,147,1,3,1,105,29
deibuji,111,18,15,4,16,9
deja_vu122,172,1,17,1,109,29
dejitarushogi,176,3,10,2,112,39
dekoid81,182,11,2,1,27,14
del_burton,119,1,12,1,61,20
delek-delek,172,5,2,1,70,26
delicatelines,120,2,5,2,79,25
deltorro,179,2,12,1,74,23
dementedflea46,120,5,7,3,63,19
dementedjen,141,3,5,2,98,31
demolition_trio,67,17,8,3,24,7
demon22,169,7,10,1,38,15
demonbarak,136,2,5,1,51,18
denishowe,168,7,5,2,40,17
dentonwill,118,1,6,1,50,21
derekku,158,8,1,1,37,9
derrderrderr,186,1,2,1,25,15
design-forum,136,1,3,1,94,12
destinyisdead,175,1,5,1,67,15
destranger,155,12,10,1,70,26
develion,92,1,1,1,35,11
deviantopian,196,4,2,1,50,23
devvothechav,173,1,7,1,131,32
devvzje,161,1,2,1,90,13
dewievans,187,2,2,1,117,18
dexradio,126,2,15,2,92,35
dezfowler,143,1,2,1,73,27
dfa1986,145,1,7,1,46,11
dgmillsy,187,1,6,1,142,41
dgunthor,138,1,5,1,97,12
dhaunae,164,4,2,1,141,43
dholliday16,135,1,8,1,45,19
di_90,169,4,12,3,113,28
diamond281,151,3,4,1,75,15
diamondtwilight,148,6,5,2,32,10
diaphragm,152,5,18,1,101,35
dies-el,164,1,8,1,134,40
digital-man,173,2,8,1,97,12
digital_riot,138,1,32,1,108,34
digitallaw,155,1,15,1,126,38
digitizing,91,1,8,1,62,22
dimon4022,139,1,7,1,12,8
dinkydarko,66,2,2,1,24,14
dinted,124,1,18,1,69,26
dirtycarp,182,1,2,1,108,39
disco-dani,139,1,4,1,100,25
discodalek,130,1,4,1,61,24
discojaws,48,1,4,1,32,18
disguiseddawn,128,58,5,2,13,8
dizzymissmorgan,161,3,5,1,37,16
dizzzzzzzzzzzzy,140,1,8,1,75,21
dj_chalky,102,1,3,1,69,21
djaltaego,93,24,4,4,29,15
djcati,162,13,4,3,87,21
djdunne6,108,2,24,2,40,15
djeglin,175,3,7,2,150,31
djm1983,98,1,13,1,66,15
djmorley,184,1,3,1,97,33
djones655321,118,1,2,1,54,27
djreid,188,1,5,1,118,27
djsunderland,157,1,17,1,121,24
djsynne,147,10,2,1,79,41
dlhart,165,1,14,1,83,20
dmcconachie,126,1,11,1,74,12
dnewham,162,1,3,1,76,18
dnisbet,123,1,8,1,35,19
docr2k3,158,1,5,1,133,33
dodgeman,150,2,9,1,67,27
doggiedoo,184,8,5,3,77,24
dogisdead,94,4,7,1,25,12
dogsbodyorg,150,1,4,1,91,28
dolores1889,122,1,2,1,64,18
dolphin30918,136,2,11,2,58,21
dom_the_baptist,159,8,5,1,56,15
domkrayon,100,2,3,1,19,13
domthetrout,137,1,5,1,61,14
donkeydoo,167,1,2,1,42,22
donna_thebest,135,2,9,2,84,17
dontwaitup,151,1,5,1,90,20
dontyoudare,156,6,2,1,100,28
donut_uk,164,2,9,2,109,28
donwysol,157,3,3,2,116,40
dorneed,163,2,11,1,80,27
dosske,26,1,9,1,17,9
doublejstone,122,1,20,1,76,22
doug_08081983,166,1,10,1,97,38
dougal1084,169,1,6,1,130,38
dougjprice,156,2,10,2,63,22
douglovesyou,159,12,4,1,46,21
downstairspc007,11,4,1,1,7,3
dpl8,65,7,9,3,32,15
dpmcalister,178,1,7,1,93,21
dr_zoidberg1,96,1,2,1,47,21
drabman,180,2,2,2,58,25
draggles,149,7,2,1,83,38
drawntowards,127,1,2,1,60,27
drazifaction,158,4,13,1,24,7
drche,176,1,3,1,104,25
drcjep,182,7,12,1,35,18
dreamyourealive,143,38,8,3,22,13
drewpreston,102,1,8,1,73,16
drezha_,174,3,2,2,110,39
drgreyhound,188,1,1,1,96,33
dribble68,166,1,9,1,123,30
dringj,68,1,23,1,39,22
drinksmokelaugh,178,1,6,1,123,24
drjools,147,1,20,1,93,30
drol_52,153,1,2,1,94,22
drone456,172,2,7,2,132,43
droopeh,18,6,1,1,5,4
drrtymagic,167,1,9,1,26,10
drs1706,153,2,8,1,95,25
drumerofdarknes,131,2,11,2,74,27
drummer25,87,1,2,1,51,18
drummergirl67,137,1,22,1,72,20
drzewko,152,1,4,1,41,15
dsj455,138,10,9,1,11,9
dstewart90,186,1,8,1,99,29
dtjones88,161,1,4,1,63,26
dtmsr,123,5,3,1,31,19
dubzi,170,9,7,1,53,27
ducksay,155,1,4,1,92,38
duckssayquack,125,1,10,1,57,19
dudge,152,1,4,1,69,31
dudge1989,129,1,14,1,73,26
dugggy,130,1,5,1,54,26
dukeleeto,142,1,2,1,95,34
dukesmixture,189,1,4,1,105,18
dunjamon,180,1,10,1,138,41
dunkster,148,13,10,6,54,22
dupingdelight,160,69,11,2,48,25
duplicatestu,178,1,4,1,70,22
dusteddesign,180,1,3,1,47,27
dutch_gecko,175,5,4,1,23,8
dwaddington,147,22,6,2,94,30
dweebgal,174,3,7,2,130,39
dwulff,154,3,14,2,99,35
dylan8902,149,1,9,1,121,42
dylanjaimz,172,1,2,1,109,30
dzdoris,96,22,2,1,56,20
e-itak,150,4,20,3,81,20
eMoRaCeR,175,2,13,1,81,22
eXploit-Glasgow,35,1,7,1,21,12
eagyg,176,2,7,2,66,22
earthlydelites,133,33,6,2,56,15
eastwu,183,1,6,1,137,20
eatshark,150,5,10,1,19,7
eben01,147,1,3,1,123,41
echelons,99,1,5,1,44,18
echofly,167,2,8,1,90,35
echosinmybrain,126,3,8,1,40,15
eddmc,109,20,16,2,28,17
eddyholynski,173,27,3,2,39,12
edyboy64,187,2,4,2,93,21
el_scorch0,89,2,2,1,54,15
el_tell,59,1,6,1,12,7
el_tigro,177,1,2,1,98,32
electrotoad,69,2,6,2,49,20
elektrikjamz,124,2,9,2,41,15
elektriksheep69,182,1,9,1,108,21
elen_loth,153,1,1,1,97,22
elevenpeaks,106,7,8,2,40,14
elfiebee,151,3,4,2,66,18
elfrodo,151,3,15,3,38,10
elhadjidave,150,2,5,2,70,15
elhubcapo,160,1,1,1,143,46
eliotYO,167,2,7,2,66,16
elisrhys,146,1,10,1,84,27
elj616,149,2,9,2,32,9
eljayscott,153,1,12,1,120,34
ellensucks,155,1,4,1,71,26
ellie__hey,85,1,2,1,21,10
ellieej,165,1,6,1,87,22
elliotspirrett,157,2,2,1,113,32
elliott0184,136,1,8,1,89,24
elliottsmusic,89,1,6,1,37,13
ellisandy,42,4,4,1,21,13
ellisekelly,91,1,9,1,34,26
ellisfincham,119,2,6,2,37,21
ellisxo,181,1,7,1,127,22
ellizabeth,93,24,4,2,23,6
elmira65,142,3,5,1,83,28
elmnick,156,1,1,1,110,31
elspeth87,152,1,5,1,91,27
elsupermariachi,139,1,6,1,96,34
elsworth88,91,3,5,2,31,13
elthi,155,1,2,1,115,37
em_bean,186,1,5,1,89,23
emblain,78,1,6,1,59,18
emblenj,145,4,17,3,38,13
emerrhhh,168,1,3,1,102,33
emiliekate,113,1,11,1,31,13
emilouisea,122,40,5,1,23,7
emily744,121,1,3,1,82,33
emily_thompson9,122,6,6,1,50,16
emilyanne23,156,1,4,1,61,20
emilybenbow,164,1,9,1,72,30
emilykarakas,115,7,4,3,57,18
emilynicole1990,129,4,10,2,59,22
emilyok,140,1,10,1,52,24
emilypwns,79,1,2,1,62,26
emilyrae_11,96,1,3,1,65,22
emilyxcharlotte,85,1,5,1,51,13
emilyyyx3,98,1,1,1,44,16
eminocco,136,1,4,1,115,26
emirachel,106,6,3,1,16,8
emj23,127,1,11,1,51,18
emli,164,1,2,1,50,29
emma_helen,160,1,9,1,138,41
emma_p,91,1,8,1,59,19
emmaj22,38,1,6,1,30,11
emmajordan,125,2,8,2,71,15
emmalaaa,155,1,4,1,72,17
emmanuel_118,139,5,5,2,62,22
emmaschroeder,182,12,3,1,44,16
emmazoid,149,6,2,1,20,5
emmie87,104,2,3,1,33,13
emmmmaaaaaa,162,9,7,1,17,10
emmrawwr,157,1,9,1,93,30
emmusicgeek,86,49,2,2,9,6
emmyfromtheblue,103,1,8,1,76,20
emmyylouise,114,3,4,3,48,12
emoed,150,14,6,1,19,11
emoloz,119,1,13,1,51,17
