user_id,num_ascolti_totali,num_ascolti_artista,settimane_totali,settimane_artista,artisti_univoci,generi_univoci
M0shy,178,2,6,2,91,29
M1l3soxide,42,2,4,1,14,6
M2Ys4U,173,2,14,2,108,32
MADLE0N,142,1,8,1,107,14
MAX1592,134,1,8,1,79,14
MArkgreenley,167,2,7,2,87,21
MC_MeoW,119,15,8,2,37,15
MESHVox,131,5,16,2,37,16
MIQena,139,1,2,1,105,27
MISSWOODBURN,167,4,7,1,44,17
MJAG1,168,1,5,1,112,21
MJMC27,141,1,27,1,34,15
MJYatess,119,1,3,1,84,23
MOWYWewan,158,1,2,1,51,23
MRRyanMcCorry,183,2,7,1,121,41
MSPKYE,143,2,8,1,23,9
MWilliams610802,160,2,1,1,76,21
MaN_uTd_10,126,26,5,5,59,16
Mackin07,132,1,8,1,88,30
MadCatPersonUK,191,1,3,1,150,35
MadameBellamy,147,8,7,3,74,28
MadameMeridian,85,1,6,1,41,18
MadameMim,135,1,16,1,85,26
Madbob,185,10,2,1,11,5
Madina_Fire,114,3,4,2,41,12
Madjock,158,1,4,1,65,29
MadnessGirl96,181,2,6,2,121,29
Maelstrome26,135,1,3,1,104,32
MafCallow,187,2,4,2,117,22
MaggieAnderson,145,1,10,1,83,28
MagooakaTom,151,8,7,1,89,30
Magressy,189,1,4,1,147,22
MaiMaiii,154,1,10,1,40,13
MajorCowpie,182,2,9,1,107,24
MaliciousKatt,163,1,2,1,100,31
MalkyMac,168,1,1,1,92,36
Malletta,155,13,6,1,37,11
Maltesser28,121,1,12,1,54,20
Malwank,64,1,4,1,12,6
Mama-B,88,1,14,1,73,29
Mambjo,144,1,15,1,117,35
MancNinja,167,1,3,1,71,24
Mandave,165,3,5,2,54,18
Mandoop,140,2,2,2,48,19
MangaMinx,129,1,7,1,105,43
Manghat,172,4,3,2,57,12
MangoFlush,123,2,13,1,56,18
Manny_k,103,8,5,2,59,27
Manynames,95,3,10,1,47,17
Marc232,175,1,12,1,95,29
MarcDE,165,11,5,1,45,17
Marcode,141,11,2,1,61,31
MarcusTallon,123,1,7,1,35,13
Marcution,169,2,9,2,63,16
MariaAJ,169,11,8,1,69,25
MariaaCatherine,156,10,3,2,73,20
MarinaEdwards,66,1,7,1,59,20
MarkEaston,148,5,13,1,40,12
MarkRen_92,150,2,8,2,136,34
Markefaulkner,121,1,11,1,42,13
Markevo,165,3,5,2,95,20
MarkieC,130,3,7,1,77,26
MarkusBJQ,123,1,13,1,109,25
MarkusBarryus,100,6,17,4,62,24
MarkyMark2,155,2,6,1,51,13
Markytc,156,12,2,1,24,13
Mars1877,132,3,7,3,92,29
Marshall312,84,1,25,1,46,16
MarshallNPk,156,1,6,1,83,25
MarshallStaxx,181,1,2,1,135,44
MartUr,175,5,13,4,71,21
MartinC075,102,6,2,1,52,19
MartinRae100,138,3,11,2,32,9
MartinThe23rd,145,11,8,1,14,9
MartynHaigh,120,1,3,1,76,21
Marvin80_,98,1,4,1,50,18
Masam123,153,3,16,1,100,31
Mashimo,156,1,3,1,92,31
Massyel,165,1,7,1,137,40
MasterPatricko,179,3,4,1,50,15
MasterToulouse,166,1,5,1,76,22
Masuk25,184,1,5,1,140,36
Matis1337,145,1,7,1,49,16
Matt1610,130,2,5,2,52,12
Matt926,176,1,1,1,24,6
MattElliott,89,16,7,1,13,9
MattJoeWilliams,67,1,6,1,51,18
MattJohnse,160,3,17,1,49,17
MattM4,181,2,11,2,102,32
MattMuse55,134,16,4,2,76,28
MattPeche,132,4,5,1,24,11
MattSant,154,1,6,1,36,14
Matt_Drennan,144,1,4,1,80,31
Matt_Little,156,3,10,1,77,23
Matt_Time,108,2,9,1,44,17
Mattb90AAG,73,18,12,3,15,10
Matthew66,173,25,13,3,98,22
MatthewClampton,158,1,2,1,105,29
MatthewConnelly,76,1,8,1,26,10
MatthewKnifton,186,1,5,1,139,32
MatthewspearDJ,132,2,21,2,94,31
MatthiasEdgar,182,17,5,2,58,19
Mattinit,158,3,4,3,82,24
Mattipus,177,6,2,1,53,14
MattyTaylor93,169,1,4,1,73,23
Mattyjapat,118,2,3,2,51,30
Maurice_Mo,149,2,11,2,57,14
Max_Hughes,147,2,3,1,121,31
MaximoPark1,178,1,4,1,94,24
Maxis0nfire,141,1,2,1,33,8
Maxridex,121,1,12,1,90,19
Maxwellian,118,1,12,1,81,22
MaxyH,160,1,2,1,38,22
Maya___,154,2,8,1,96,22
Maz1789,80,1,3,1,55,21
Mc-Lunchboxx,140,2,3,1,65,26
Mc-Muffin,164,1,3,1,75,28
McElfys,178,4,3,2,124,42
McJoe95,147,2,5,1,79,26
McLellan,137,2,10,1,58,13
Mckredie,176,1,9,1,74,17
Mcussss,152,1,6,1,104,38
MeeLili,129,1,6,1,30,8
Megadriveman,96,4,6,2,63,20
Megalomaniac-,192,1,2,1,68,23
MeganCutts,93,7,7,3,63,14
Megathing,162,6,3,2,67,19
MelCape,140,3,6,2,118,36
Meli8x,172,13,6,1,55,21
Mellie23,144,1,5,1,47,10
MellieNibbles,84,10,2,2,20,6
Mellkie,115,20,5,2,29,9
MellowScholar,88,1,2,1,64,17
Melly6791,166,1,3,1,97,18
Melnub,88,11,3,2,19,14
MemoriaVetro,104,21,14,4,29,16
Memorizations,172,1,5,1,87,21
MenaDC,88,3,11,3,47,21
MenziesC,141,1,1,1,52,18
MercuryNT,156,7,13,1,89,30
MetalDebs,177,1,6,1,94,35
Metalhead59,178,1,11,1,93,27
Metallica-666,63,3,4,3,33,10
Mevendelith,127,1,10,1,70,34
Mewwww,162,1,7,1,58,15
Mezza75,165,1,2,1,22,9
Mezzair,138,28,2,1,14,8
MiaPiaCarrot,139,1,6,1,121,51
MiasmaGardens,168,1,7,1,120,25
Michael1984360,154,1,13,1,35,13
Michael243x,97,1,9,1,23,13
MichaelDoyle,88,5,4,1,34,17
MichaelFindlay,185,1,2,1,88,19
MichaelMoore11,177,5,5,2,108,29
Michelle383,112,1,2,1,30,8
MichelleLaa,154,4,8,2,107,29
MicktheStick,148,6,8,2,53,19
Mickthesalmon,183,2,10,1,89,24
MicrocutsAC,142,22,8,3,24,7
Midnight_Orchid,110,3,9,3,54,19
Miggs182,90,1,1,1,44,14
Mik3y1989,189,1,5,1,95,23
Mike1482,75,8,12,2,41,15
Mike184,136,1,9,1,77,27
MikeHowie,145,1,3,1,53,19
Mike_Beech,85,5,3,1,11,7
Mike_Cali92,150,6,3,2,94,35
Mikes_Irish,170,4,3,2,81,24
Mikesoft,99,2,5,1,16,5
Mikey126,141,1,10,1,48,19
Mikey2strikes,144,2,12,2,129,41
Mikhailio_91,106,1,4,1,33,16
MikkMan,166,1,2,1,112,22
Mildness,156,1,12,1,25,17
Militiz,188,3,3,1,114,32
MilkyTCS,186,1,2,1,77,28
MilliBean,130,5,1,1,41,19
MillmoorRon,186,1,1,1,140,35
Millypede,188,1,5,1,127,44
MinardiMan,165,5,5,3,104,24
MindiiBelle,118,1,19,1,96,30
Minemini,102,9,5,1,14,8
MiniMoffatt,153,2,9,2,75,20
MintyVanilla,150,1,4,1,39,17
Mintyme,181,13,5,2,97,24
MirrorLine,137,2,2,1,68,30
Misfit109,126,4,4,2,44,11
Miss-Dagger,181,1,4,1,113,21
MissBecs,117,1,6,1,76,19
MissCookieP,175,1,8,1,42,15
MissDeadAngel,132,1,5,1,90,28
MissDxx,116,9,7,1,42,21
MissGosh,177,3,10,1,12,9
MissHelenT,177,19,11,5,98,20
MissKizzy,162,4,12,4,107,21
MissMackie1,137,7,7,2,23,12
MissMoshx,156,2,2,1,85,40
MissMurder89,139,44,1,1,23,13
MissParklife,89,1,17,1,45,10
MissPineapple,166,4,11,2,139,37
MissRascalized,138,5,10,2,59,24
MissViolette,56,24,2,2,19,8
Miss_Hayley,144,2,4,2,88,18
Miss_Janey,122,4,17,4,56,11
Miss_Omen_XD,137,1,2,1,106,31
MisspeltYoof,183,1,4,1,85,28
Misssience,86,1,7,1,61,30
MissyLouB,166,7,11,6,94,21
MisterJam,163,2,2,1,24,13
MisterLawrenson,184,1,12,1,105,36
MisterMouse,196,37,4,3,38,19
MisterSwitch,166,1,11,1,99,31
MitchellT92,101,2,15,2,39,16
Mithalder,152,9,3,2,56,18
Mitya91,167,1,2,1,109,25
Mixig,115,4,7,1,54,24
Mizen-,129,1,6,1,69,30
Mmm_Pie,156,2,4,2,75,23
Mmmemily,126,3,6,1,62,29
MoFoMadness,173,1,10,1,113,26
Mobiu5,164,3,19,2,69,33
Mode06,175,5,5,1,77,32
Modest_Hamster,188,3,8,3,95,22
Moffatt1991,45,1,4,1,18,7
MokobA,120,1,4,1,58,25
MollyEmily,113,3,10,2,59,11
MoltenJules,187,4,5,1,96,21
Mon92,158,14,5,1,14,4
MonaSaysHello,172,1,11,1,107,31
Monster-Within,176,1,2,1,82,33
Monts440,196,12,11,2,43,13
Moodel,180,4,1,1,121,12
Moomin2106,119,2,4,2,54,26
MoonBoxPhil,167,2,5,2,98,23
MoonLan,155,1,2,1,96,32
MoondogAU,170,30,2,1,54,23
Moorris,177,1,8,1,116,36
Moorzee,133,17,2,1,50,10
Moose_CID,150,1,10,1,105,37
Moosecatear,103,24,11,3,9,5
Morgomir94,173,1,16,1,70,31
MorningBleach,102,3,4,1,46,18
Mosey_Pussycat,182,6,6,1,66,29
Moth-Wingthane,112,8,17,2,48,23
MotionSociety,88,5,3,1,27,15
MouseMorelli,135,3,6,3,103,21
Moyk,171,1,3,1,109,34
Mr-Gav,141,1,7,1,100,23
Mr-Jangles,131,2,2,2,58,23
MrAntonyXD,129,1,4,1,82,23
MrArahan,151,2,3,1,91,28
MrBdenPants,156,6,2,2,100,29
MrBig26,109,1,4,1,82,36
MrDMckenzie,181,2,4,1,56,14
MrJDStokes,134,1,6,1,58,27
MrKrafty,167,2,3,1,133,36
MrMarshy,155,1,4,1,77,35
MrMoosehead,151,1,2,1,81,33
MrPOK123,159,2,1,1,79,17
MrRibbles,131,15,6,1,37,18
MrRoflwaffles,121,5,17,4,48,17
MrSidVicious,149,1,5,1,123,34
MrSqueaks,165,4,13,2,57,21
MrToby92,140,1,6,1,53,22
Mr_Grimes,152,1,7,1,63,25
Mr_Moo,181,2,2,1,111,32
Mr_Ninja_Pirate,123,4,3,2,38,19
Mr_Scruff,191,9,2,1,131,40
Mr_Softie,179,11,13,5,85,18
Mr_Special,188,5,4,3,73,19
Mr_sok,110,11,5,1,20,6
MrsDredd,163,2,14,1,116,39
MrsEoinMcLove,173,1,7,1,130,32
MrsMaymay,123,1,3,1,71,19
MrsPingu,163,1,8,1,57,20
MrsSuzanneFox,170,1,2,1,149,46
MrsTrevor,138,4,10,3,65,21
Mrs__KH,151,1,13,1,31,11
Mrsjonas_x,175,1,3,1,60,13
MsJinx,108,3,11,3,59,20
MsLiisii,47,1,1,1,28,6
MsPond,57,1,9,1,40,14
MuSiikBeN,175,2,5,2,87,26
Mudou42,123,3,7,3,45,26
Mueymue,131,4,3,1,74,22
MugsErrant,94,2,2,1,70,28
Muraki_Sensei,143,1,14,1,83,22
Murdocke,107,12,18,4,35,15
Mushu_,86,1,3,1,35,16
MusicAndMayhem,136,1,9,1,100,30
Music_loves_me,96,2,4,1,58,15
MusicalBliss,165,9,4,2,50,15
MusicalPanda,143,1,6,1,90,35
Mwilli20,61,1,12,1,48,12
MwroarJello,170,1,3,1,60,23
MyChemic,153,7,14,3,64,15
MyLittleHalo,153,1,14,1,60,18
MyNameIsBarry,160,1,11,1,76,25
MyNameIsRamone,133,1,7,1,41,20
MyNamesLewis,169,1,1,1,54,18
MysticalParrot,185,2,2,2,112,44
Mythbuster61,144,4,12,4,93,30
Mzeroq,167,1,4,1,108,33
N-Dubz4life,54,3,6,3,34,14
NAS90,167,1,16,1,126,56
NATCATNAT,158,5,4,1,51,21
NFallonsBeard,54,1,13,1,25,13
NJS_NUFC,137,1,3,1,78,23
NTD28,53,1,5,1,14,7
NUFCSean,123,2,5,2,45,16
N_Slater,164,5,6,1,53,17
N_x,137,1,5,1,76,28
Naaach92,101,8,5,3,72,21
Naaat,151,1,2,1,92,26
Naat-X,101,2,12,2,33,8
Nafe-,157,7,6,2,82,20
Naked19,169,1,8,1,124,29
Nameless_1,133,5,3,3,64,28
Namrams,150,6,8,2,133,38
NapalanDeath,93,1,3,1,41,18
Narabugg,169,1,4,1,144,34
Narfmaster,164,2,4,1,46,22
NasNeDogoniat,135,11,1,1,31,17
Nasenbaerbaum,126,2,3,2,57,18
NatRJB,130,38,2,2,51,28
NatalieAston,154,1,11,1,147,45
NatalieTK,64,1,6,1,19,9
NatashaC-R,114,2,8,2,58,17
Nathalliee,161,1,25,1,107,16
Nathanielharper,127,16,5,1,19,5
Nathos101,74,2,12,2,45,7
Natt182,139,2,4,2,56,16
Nattaz101,166,1,11,1,94,30
Natteh,129,1,8,1,38,15
NatureRach,145,1,9,1,78,30
Nature_Nutta,94,2,11,2,51,11
Navarre0,132,12,5,2,29,13
NaveedLife,148,1,17,1,81,26
Navmayel,125,15,8,5,65,25
Nayr999,148,3,5,1,40,10
Nayzapela,134,1,11,1,42,15
Nazeradom,98,54,6,5,15,9
NdDrummer9,167,2,6,2,84,30
NealHarris,166,3,2,1,106,22
Neek_,65,1,6,1,35,10
Neetface,141,1,4,1,104,32
Nefilin,118,3,5,1,46,18
NeilEastwood,164,2,6,2,72,21
Neildojo,141,1,4,1,79,26
Neisseria337,124,1,11,1,50,25
NekraNoX,143,1,13,1,93,30
NekuraManji,168,10,18,2,74,27
Nellerzz,41,1,1,1,29,16
Nelmon2k,152,1,3,1,107,44
NemmyNoo,168,1,6,1,100,29
Neofish,68,5,9,1,13,12
Neogeta,163,1,6,1,111,35
NeonBlondie,124,1,4,1,30,9
Nerida84,159,1,6,1,107,31
NeroPhoenix,129,14,10,1,24,11
Neutrino5,175,9,2,1,64,18
NeutrinoBoy,161,1,7,1,37,15
NeutronPlums,127,1,9,1,100,30
NeverForgotten_,110,10,20,4,38,13
NeverSurrender,141,4,5,2,45,16
Neversound,159,1,4,1,107,21
Newborn_Bantam,117,21,1,1,33,19
Newnowmusic,173,2,18,1,93,32
Newtsburg,168,17,6,1,28,9
Next-Thursday,79,1,6,1,17,7
Nhayden69,132,3,8,3,92,21
NhojYessuh,147,2,6,1,64,32
Nhojissimus,158,11,25,2,49,26
NiallSinky,159,7,3,2,96,33
NiamhThomson,150,8,4,2,63,23
NicNeeNitrogen,95,23,3,1,32,16
Nic_Scarlet,146,1,4,1,34,15
NiccoTydon,170,6,4,2,53,10
Niccy24,187,4,7,3,99,17
Nick7861,180,3,4,2,130,31
NickMB,161,3,15,2,40,13
NickRic,141,1,5,1,109,36
NickSkellington,116,1,2,1,86,21
NickTuck,130,13,5,3,36,11
NickedyNick,94,12,12,4,13,4
Nicktheidiot,171,38,3,3,26,17
NicolaShields,166,1,5,1,110,24
Nicolarse,58,2,7,1,27,8
NicoleCook_,142,2,4,1,53,22
NicoletheHylian,94,1,5,1,36,10
Nigel7272,188,15,6,1,32,16
NightJim,188,5,7,3,116,25
NightReaper,158,1,13,1,137,45
NightWalk3r,157,1,8,1,68,22
Night_Falcon,149,1,5,1,59,17
Nighteyes21,138,8,4,1,19,8
Nightraid-X,109,2,3,2,25,12
Niiiccoleeee,167,1,14,1,119,34
NiktheGreek,141,2,12,2,56,24
NimBrooke,141,6,23,1,37,21
Nimesh01,162,1,9,1,119,33
Nina_In_Ecstasy,194,1,1,1,113,31
NinjaKate,134,2,8,2,81,28
NinjaVampirate,163,2,6,2,89,17
Ninja_Khajiit,77,4,6,1,29,13
NinjazFTW,145,6,5,3,92,26
NipNop,142,1,6,1,121,40
Nish1,180,1,3,1,124,30
Nniaa,175,3,3,2,91,24
No_Sympathy,132,2,4,2,68,16
NobodyGrl,166,2,17,2,101,25
Noddy76,156,1,10,1,146,37
NoelDeal1pClub,65,3,4,3,21,7
NokkonWud,158,5,14,2,81,26
NonstickNCFC,171,1,7,1,46,24
Noobleton,169,23,9,3,22,12
Noodleclown,159,5,2,1,79,28
NoonanMusic,94,1,12,1,33,19
Noor_,181,1,2,1,113,37
NorikoNeko,147,2,1,1,125,44
Normanator94,146,7,11,1,16,4
NorthernMonky,115,3,12,1,84,27
Noserenda,82,1,3,1,76,27
Nostrano,160,2,7,1,82,28
NotInMyWC,176,2,8,2,144,34
NoxSssweat,132,2,2,1,121,37
NoxiousStimuli,123,24,15,3,27,13
NuclearGuru1994,172,1,1,1,50,20
NudeyLemming,179,1,8,1,114,24
Nufficore,151,1,7,1,98,33
Nurgl3,143,1,2,1,77,27
Nymphaea_77,146,2,7,2,108,21
O8lewisjos,148,11,4,2,46,19
OBBICH,187,1,3,1,139,36
OCaseyJ,124,1,6,1,65,16
OLD-GREGG,124,3,9,1,31,16
OXCiD3,125,2,18,1,87,31
OasisLiam,156,2,2,1,74,23
Observer99,140,5,4,3,84,22
OcUKSherberT,185,6,7,4,95,30
OcelotBoy,177,4,9,3,116,24
Odimmortalis,183,1,5,1,74,16
Often_Will,183,4,4,2,80,21
OhSoQuizzical,93,1,5,1,51,9
Ohibeans,183,2,2,1,132,39
Olam,166,3,2,1,134,34
Olguittta,97,2,3,2,19,7
OliGButler1,164,3,3,1,116,34
Olimacsajor,188,1,2,1,120,30
OllieA,112,1,6,1,74,20
OllieWhite,124,2,5,2,60,19
Olliedf89,98,1,5,1,39,16
OllyTrolly99,114,1,2,1,46,21
Olya_Valentine,123,2,12,2,48,22
OmNomJellytots,139,1,3,1,38,14
OmegaFox,138,29,3,3,61,14
OmgDibble,163,13,5,4,37,19
Omi500,140,5,5,2,49,14
Omobaogaogo,173,5,6,2,121,18
One_John_Ryan,176,3,5,2,65,17
Onebrow,55,1,9,1,38,16
Oneherolove,85,1,4,1,41,17
Oni-91,130,2,19,2,68,28
Only_fortheweak,185,3,1,1,79,25
OoBlob,155,2,12,2,121,24
OohMacka,140,1,9,1,97,19
Oooodz,75,1,4,1,58,10
OpalDecept,143,7,7,1,94,32
Opalfwuit,142,1,5,1,68,23
Opensounds,110,7,1,1,39,13
OpheliaCh,186,2,9,1,31,8
OpheliaLovelace,132,1,10,1,101,31
Optipessimist,162,4,18,2,79,21
Ordinary-Monkey,163,36,5,2,26,14
OrientTom,187,1,5,1,135,34
OriginOfKelly,148,6,4,2,51,15
OscartheCatz,121,2,6,1,57,22
OtaKona,146,1,12,1,69,22
OttoUnderground,157,1,4,1,87,30
OurKidNav,99,2,10,1,59,23
OwenC2,151,1,18,1,71,28
OwenWorld,146,2,10,2,63,22
Owen_Jones92,146,2,4,1,68,16
Owleth,115,16,15,1,47,22
P-Mac-2008,192,11,13,1,8,3
PWotton,170,2,4,1,111,38
PYGhent,157,1,14,1,124,37
P_DiddyPhil,171,1,10,1,147,28
PabloVirgo,125,1,6,1,47,20
PaceyJase,136,1,4,1,44,19
Padss,170,1,3,1,32,15
Paganwolf,29,9,4,1,4,2
Pagey1212,168,2,13,1,95,26
Pamela_H,123,1,6,1,73,13
Pammiiininja,186,3,1,1,76,21
PanConMortadela,147,2,4,1,14,7
PancakeVSWaffle,61,1,6,1,23,10
Pand0ra23,131,14,6,1,42,20
PandaBass,153,4,6,2,29,8
Panda_Eyed,101,2,3,1,31,13
Panda_Sneezes,137,2,11,2,103,21
PanicAttackWCF,147,1,8,1,34,11
ParaNoir-,70,2,8,1,27,12
ParallaxSounds,184,1,7,1,52,26
Parasite93,131,8,2,1,66,28
Pariah-X,137,1,4,1,70,24
Pasetti,169,1,1,1,77,11
Pash616,135,1,33,1,67,26
Pat-Flip,118,1,10,1,45,20
Patricl{,178,1,1,1,91,34
PatronOfYorba,108,2,16,2,56,16
Paul-Nic,142,1,2,1,119,37
Paul-TC,129,2,13,1,64,29
PaulFia,116,1,7,1,19,9
PaulJWild,89,1,8,1,45,22
PaulMcfc,86,8,7,3,40,17
PaulMoore12,166,1,6,1,98,28
Paul_Millican,161,6,2,2,50,21
Paul_Mozza,107,2,15,2,62,21
Paul_Powers,179,5,19,2,106,36
Paullio,173,6,13,2,80,21
PavDhande,161,1,2,1,111,26
PayingAttention,109,3,6,3,73,28
Pearce1991,187,1,1,1,127,17
Pedo-Bear,122,3,17,2,61,16
Pedro_101,128,5,10,3,56,19
Peem_86,87,1,9,1,64,19
PeopleAreThings,168,3,8,2,65,23
PerryKinz,112,3,1,1,28,16
PersephoneWatch,165,1,7,1,114,35
Pessy,95,31,5,2,36,13
Petercox_01,144,1,7,1,111,34
PetraD,184,1,9,1,63,20
Petrovsky,159,1,6,1,97,29
PfoeneMupfel,178,2,11,1,37,15
Phantom_elfsire,155,1,3,1,100,27
Pheee0,159,6,3,2,36,12
PheonixFire14,114,5,3,2,40,11
Phil-Wr,121,26,10,4,12,3
PhilFucker,165,5,4,1,56,16
PhilSlot,192,12,5,2,52,11
Philibobuk,111,22,12,7,29,12
Philismyname,194,22,9,2,35,10
Phizpop,143,2,6,2,33,8
Phoenvix,174,1,4,1,118,23
PhotographicEye,180,1,9,1,140,35
PhrankC,176,3,8,1,49,16
PhreekyMikey,98,1,2,1,44,19
Pianogirl13,158,6,10,1,72,25
PicoutputCls,96,1,4,1,7,3
Pidgemeister,172,2,4,2,53,20
PieForSlipper,153,11,11,8,92,22
Pikapops,113,19,1,1,47,26
Pilgrim-Soul,48,16,2,1,9,6
Pilmoor,162,2,10,2,88,31
Pimp_Daddy,144,14,19,1,44,14
PinguPinguPingu,181,1,1,1,108,30
PinksThinks,140,3,7,1,77,25
Pinkspongebob87,193,14,2,1,46,11
PirateHobo,166,2,2,2,113,32
PirateRosi,124,5,7,3,67,22
Piskieface,161,2,5,1,122,37
PissheadBrummie,189,64,1,1,3,1
Pixaul,164,11,9,5,93,22
Pixelzerox,164,1,2,1,54,17
PixieLaura,136,2,9,2,75,28
Piyo_Piyo_xxx,153,1,13,1,60,19
PlacatedTurtle,88,70,3,3,2,1
PlainLauraJane,90,1,4,1,54,14
Planet_Talex,142,1,8,1,56,23
Plankyman,161,14,8,1,92,26
PlasticGoldfish,187,2,11,2,132,40
PlatypusFace,120,1,5,1,56,15
Playroomsession,97,1,20,1,81,30
PlugInKate,48,1,3,1,39,18
Podgeggs,134,1,6,1,56,25
PokedaGoblin,163,2,3,2,78,28
Pollster,172,32,2,1,23,10
Polzz,158,7,2,2,120,40
Pooliebob,156,3,9,1,120,38
PootyMunster13,127,3,1,1,75,24
Popsz,127,1,15,1,47,20
Pound_Coin,117,1,10,1,73,23
Poundso,123,2,3,1,48,16
Powercrave,184,2,3,1,94,26
Powersurge213,163,9,14,1,61,13
Pratik7,55,1,1,1,45,15
PrecambrianRabb,179,1,7,1,63,19
PrefectR,147,2,7,2,108,37
PreludeToWar,106,2,4,1,84,37
Prestwick,152,1,13,1,116,31
PretentiousDave,121,1,13,1,21,8
PrettyOddLak,173,2,3,1,106,33
PrettyReckless7,133,2,9,2,64,18
Pricey2,110,2,11,1,36,13
Pricey85,138,5,13,2,49,19
Princesbold,87,1,8,1,68,22
PrincessJude,173,12,8,3,106,32
Princessmidget9,110,3,10,2,63,16
PrintIT,160,1,1,1,103,36
PrissyPrancer,160,20,2,1,48,16
ProfessorG,124,2,8,1,35,18
Progspawn,157,4,16,3,59,18
Pryce1,151,2,2,2,95,40
Psychemaster,146,2,7,1,91,19
PsychicEcho,85,8,5,1,51,26
PsychicSykes,161,2,5,1,89,23
Psychosymatic,164,1,2,1,108,35
PsychoticClown,186,1,10,1,87,17
Psydan,139,1,9,1,28,10
Psyvious,155,1,5,1,93,28
PtheG,192,2,19,1,26,7
Puck_Head,145,23,12,2,32,12
Pudsey_bear,137,12,3,3,49,19
PullsMyTrain,145,2,7,1,74,37
Pulpfan,170,1,23,1,99,28
Pulveratricious,146,2,4,2,90,26
PunKeD_GuRu,109,1,5,1,51,17
PunxNiih,93,2,5,1,77,30
PuppetMast3r,154,2,5,2,91,30
PurePolitePale,149,17,11,2,56,20
PurpleFace,149,77,1,1,33,16
PurpleMstress,155,3,5,2,81,31
PutTheSunBack,74,2,6,2,61,18
PwoperVictim,107,2,9,2,44,13
PwrMtl_Dan,150,1,3,1,78,26
QLCdrummer,130,1,3,1,68,16
Qmarts,171,1,10,1,107,35
Qu1etAngel,150,1,16,1,91,22
QuadQueen,168,2,12,2,72,17
Quangomangoman,141,1,4,1,55,21
QueenElspeth,102,2,4,2,31,11
QueenMrSarah,167,1,9,1,62,26
QueenWeevil,178,14,2,1,52,10
Queenas,120,1,1,1,64,15
QueenieTori,141,1,11,1,70,29
Quicksiedo,166,1,9,1,106,46
QuietAndy,169,1,3,1,137,34
QuietJess,170,1,15,1,79,30
Quin_M,159,2,3,2,108,33
Quincifer,169,10,6,1,36,20
Quizzle,142,3,26,3,73,30
Qula,125,30,2,2,77,25
R3JECT101,143,24,8,1,19,12
R3vaNge,140,7,13,5,73,25
RACHEL_HO,150,1,12,1,89,26
RACooperman,137,13,6,2,38,13
RARESMACK,153,12,4,1,24,13
RAWWRRtm,133,8,2,1,33,12
RB2610,153,1,2,1,35,13
RFW,147,8,3,2,31,19
RJAdamson,79,1,8,1,28,13
RJK1992,167,3,7,2,90,23
RJadowski,164,1,2,1,80,24
RPHawtin,103,11,2,2,30,21
RWAH,169,1,3,1,123,36
Rabbit_Heart91,85,1,2,1,65,26
RaccoonSalsa,131,1,3,1,108,30
RachMomentum69,157,3,7,1,46,18
RachRajah,184,1,10,1,95,28
Rachel-Lou,99,3,5,1,41,12
RachelBoosh,178,1,2,1,136,47
RachelCoyle,113,22,2,1,29,13
Rachym22,181,2,2,1,151,33
Racoonthief,133,1,9,1,81,12
Radiurnt,148,1,8,1,97,20
Raemond,109,1,7,1,99,34
RafCorDel,133,1,8,1,78,29
Raging_BileDuct,151,1,2,1,128,34
Rahlovesit,114,2,13,1,59,14
Raichil,174,3,2,1,98,38
Raiftel,157,1,7,1,97,31
Ran3k,156,1,6,1,140,47
RandomLanguage,161,13,12,1,40,15
RandomRandomUK,114,2,10,1,18,6
RandomRedOne,158,1,7,1,93,17
RattyCole,135,3,12,1,82,33
Ravenree,139,1,2,1,47,14
Ravepirate,102,5,6,1,61,23
RavinDavies,166,1,8,1,129,40
Rawny,192,1,3,1,119,30
Rawrgasmic,150,1,4,1,65,27
Raxxie,175,2,4,1,109,31
Raydall13,114,1,4,1,32,15
RaymanLam,124,2,1,1,27,15
Raymond-Banter,38,1,6,1,35,12
Raymundo87,127,3,22,1,65,24
Razamatazz,80,2,11,1,29,10
Razeth,144,1,5,1,97,19
Razor_B,164,1,9,1,80,36
Razten,98,1,8,1,41,6
RebeckahD,128,6,6,4,30,14
RebelTwinRox,137,1,1,1,34,9
Reblulz,169,2,14,1,94,22
Red-Blue-Green,169,5,6,2,63,21
RedDread23,153,1,10,1,72,23
RedNightCity,89,1,17,1,70,25
RedSoul06,150,9,7,1,56,15
RedWasHere,52,1,8,1,47,13
RedXXX,165,1,5,1,105,32
Redbaron123,186,24,8,3,117,21
Redbull-,64,1,6,1,31,8
RedheadRose,151,1,11,1,118,41
Rediculocity,165,1,10,1,80,34
Redscum,139,13,5,1,38,20
ReeceS1992,127,17,3,1,22,11
Refuse_Liam,151,15,3,2,63,17
Rega87,93,2,6,1,52,18
Rekhmire,187,1,16,1,70,16
RemingtonG,190,2,5,2,108,22
Remorecks,180,2,3,1,72,25
RenChan_x,144,1,15,1,113,49
Renard99,168,11,11,3,86,22
Rento_rm,177,1,3,1,116,34
Resolve152,159,1,4,1,57,20
Retromanl,92,3,12,2,58,27
RevLEDZEP,128,1,4,1,96,32
Rexy666,88,1,8,1,33,15
Reyment_Drift,197,2,5,1,43,17
Rgirvan,159,1,14,1,105,30
RhYnoECfnW,185,2,3,1,119,34
Rhapsodomancy,108,1,11,1,52,17
RheaMacPhail,178,2,2,1,88,30
