user_id,num_ascolti_totali,settimane_totali,artisti_univoci,generi_univoci,indie rock,rock,pop,metal,electronic,hip pop,indie,r&b,punk,folk,altro
Jcphankins,140,4,69.0,30.0,0.02,0.39,0.18,0.0,0.09,0.0,0.0,0.01,0.01,0.03,0.28
JeZiBaBe,154,9,99.0,45.0,0.01,0.26,0.12,0.06,0.03,0.0,0.01,0.02,0.01,0.06,0.42
Jean-Br,152,1,110.0,32.0,0.01,0.08,0.11,0.0,0.02,0.0,0.0,0.09,0.0,0.01,0.69
Jearoon,179,7,26.0,11.0,0.02,0.49,0.21,0.01,0.0,0.0,0.0,0.0,0.1,0.01,0.16
Jece_X,157,4,46.0,19.0,0.01,0.09,0.0,0.0,0.04,0.0,0.01,0.01,0.0,0.09,0.75
JedTheMentalist,132,2,13.0,8.0,0.0,0.28,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.5
Jedi0,59,4,10.0,7.0,0.0,0.05,0.0,0.29,0.42,0.0,0.0,0.0,0.0,0.0,0.24
JeebsUK,117,4,17.0,9.0,0.0,0.09,0.06,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Jefffo,161,2,43.0,6.0,0.0,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.24
Jefflim,140,2,83.0,36.0,0.02,0.12,0.12,0.0,0.0,0.0,0.05,0.01,0.02,0.13,0.53
Jeggles,149,3,23.0,12.0,0.0,0.15,0.16,0.0,0.03,0.0,0.05,0.0,0.0,0.12,0.48
Jehutey,167,1,27.0,16.0,0.01,0.49,0.12,0.02,0.11,0.0,0.01,0.0,0.0,0.01,0.25
JellyBean1994,149,1,14.0,9.0,0.0,0.26,0.51,0.0,0.0,0.0,0.0,0.01,0.0,0.06,0.17
JellyMadeInCCCP,145,5,61.0,25.0,0.0,0.1,0.19,0.28,0.0,0.0,0.0,0.01,0.08,0.0,0.36
Jemisode,191,2,11.0,5.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.74
Jemma117,124,4,71.0,23.0,0.12,0.25,0.17,0.0,0.02,0.0,0.02,0.0,0.0,0.1,0.33
Jemmarghh,121,3,49.0,19.0,0.0,0.04,0.18,0.57,0.02,0.0,0.0,0.02,0.0,0.0,0.17
Jemoiii,103,3,16.0,9.0,0.0,0.52,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
Jems_1985,182,4,163.0,30.0,0.02,0.49,0.19,0.01,0.0,0.0,0.0,0.01,0.03,0.01,0.24
Jenbobity,155,2,127.0,37.0,0.13,0.28,0.1,0.01,0.1,0.0,0.09,0.0,0.02,0.1,0.17
JennaBandito,170,3,99.0,33.0,0.0,0.06,0.16,0.01,0.17,0.0,0.01,0.04,0.0,0.0,0.55
JennaGraham,126,1,42.0,21.0,0.0,0.01,0.18,0.0,0.31,0.0,0.0,0.02,0.0,0.06,0.43
Jennabee21,147,4,117.0,42.0,0.05,0.11,0.24,0.01,0.04,0.0,0.01,0.07,0.07,0.05,0.34
JenniferN225,96,7,39.0,18.0,0.03,0.18,0.14,0.0,0.02,0.0,0.21,0.0,0.01,0.01,0.41
Jennybean,114,4,22.0,14.0,0.0,0.0,0.18,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.76
Jennykins3,165,16,84.0,27.0,0.02,0.02,0.21,0.01,0.05,0.0,0.01,0.17,0.0,0.01,0.5
Jer1972,150,3,99.0,30.0,0.05,0.14,0.19,0.0,0.23,0.0,0.02,0.0,0.0,0.15,0.23
JerryCooke,90,10,82.0,23.0,0.1,0.16,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.17,0.31
JerseyJib,174,6,54.0,15.0,0.0,0.29,0.03,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.63
Jeshcaa,150,13,92.0,28.0,0.01,0.22,0.14,0.0,0.0,0.0,0.13,0.01,0.0,0.07,0.41
JessRamsayx,76,5,18.0,8.0,0.0,0.38,0.07,0.12,0.0,0.0,0.0,0.0,0.01,0.0,0.42
JessTheBaby,95,4,63.0,27.0,0.15,0.06,0.34,0.01,0.02,0.0,0.0,0.02,0.0,0.05,0.35
JessThurlbourn,183,3,137.0,46.0,0.03,0.2,0.07,0.0,0.05,0.0,0.03,0.01,0.16,0.14,0.31
Jesscaaa,107,2,18.0,9.0,0.0,0.5,0.31,0.03,0.0,0.0,0.0,0.0,0.11,0.0,0.05
Jessicurr93,183,11,58.0,22.0,0.05,0.32,0.08,0.15,0.01,0.0,0.0,0.01,0.01,0.01,0.35
JesterDesigns,106,5,73.0,23.0,0.0,0.02,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.87
JesterFromHell6,86,8,21.0,13.0,0.0,0.24,0.0,0.29,0.0,0.0,0.01,0.0,0.01,0.0,0.44
JesterMcDuff,134,4,41.0,22.0,0.0,0.23,0.01,0.05,0.24,0.0,0.0,0.01,0.03,0.0,0.43
JesusAndYurBush,279,5,16.0,13.0,0.0,0.19,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.05,0.73
Jesus_Dad,146,6,67.0,21.0,0.01,0.46,0.01,0.0,0.01,0.0,0.01,0.0,0.02,0.03,0.46
Jet_666,119,3,34.0,17.0,0.0,0.1,0.04,0.79,0.01,0.0,0.0,0.0,0.0,0.0,0.06
Jetboyjames,153,11,83.0,30.0,0.05,0.46,0.24,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.22
JethroGillgren,112,2,92.0,35.0,0.02,0.22,0.09,0.0,0.09,0.0,0.04,0.0,0.0,0.15,0.39
Jetpac,102,8,96.0,29.0,0.03,0.44,0.16,0.0,0.0,0.0,0.01,0.01,0.1,0.03,0.23
Jevgenji,188,2,100.0,37.0,0.04,0.19,0.01,0.03,0.01,0.0,0.0,0.02,0.21,0.02,0.47
JeweyTheroux,178,6,107.0,35.0,0.01,0.42,0.13,0.1,0.01,0.0,0.0,0.01,0.01,0.06,0.26
Jez8619,169,10,72.0,21.0,0.02,0.26,0.33,0.0,0.02,0.0,0.09,0.01,0.01,0.0,0.25
JezSw,83,1,62.0,29.0,0.01,0.24,0.13,0.04,0.01,0.0,0.02,0.0,0.05,0.04,0.46
Jezorama,128,8,75.0,29.0,0.05,0.32,0.06,0.0,0.25,0.0,0.05,0.0,0.0,0.01,0.26
Jeztastic,140,4,21.0,10.0,0.11,0.51,0.19,0.0,0.0,0.0,0.01,0.0,0.0,0.05,0.14
JezzB,79,7,17.0,9.0,0.01,0.18,0.22,0.0,0.0,0.0,0.13,0.0,0.0,0.3,0.16
JezzaVonMorbid,59,8,12.0,4.0,0.0,0.61,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.37
Jgoo24,161,3,70.0,29.0,0.0,0.02,0.02,0.0,0.1,0.0,0.01,0.04,0.0,0.02,0.8
Jh39,87,3,31.0,10.0,0.0,0.59,0.22,0.08,0.0,0.0,0.0,0.0,0.01,0.0,0.1
JhnMcK,150,2,41.0,16.0,0.0,0.13,0.03,0.0,0.1,0.0,0.0,0.03,0.19,0.17,0.36
Jiehsikahhh,75,2,39.0,13.0,0.0,0.03,0.32,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.63
Jiff_Jaff,164,6,89.0,32.0,0.01,0.21,0.08,0.15,0.01,0.0,0.03,0.0,0.25,0.02,0.25
Jigmeister,144,5,27.0,10.0,0.02,0.21,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.08,0.25
Jiltch,161,3,91.0,41.0,0.01,0.25,0.07,0.04,0.16,0.0,0.01,0.0,0.04,0.05,0.37
Jim131,151,3,38.0,13.0,0.28,0.1,0.13,0.08,0.0,0.0,0.0,0.0,0.05,0.09,0.27
Jim81,120,5,17.0,13.0,0.06,0.34,0.28,0.01,0.04,0.0,0.0,0.0,0.07,0.0,0.2
JimBeamBoy,174,10,25.0,9.0,0.0,0.37,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JimExplore,114,5,23.0,13.0,0.33,0.2,0.1,0.01,0.01,0.0,0.02,0.0,0.0,0.01,0.32
JimFraeErskine,182,7,21.0,12.0,0.0,0.21,0.0,0.0,0.47,0.0,0.01,0.0,0.0,0.0,0.3
JimJam707,76,3,15.0,10.0,0.0,0.08,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57
JimJamJamieJoo,65,1,15.0,7.0,0.0,0.37,0.25,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.34
JimMcShee,115,9,46.0,24.0,0.03,0.49,0.01,0.0,0.03,0.0,0.0,0.01,0.03,0.1,0.3
JimPurbrick,108,4,12.0,10.0,0.02,0.69,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.24
JimTheGlawsFan,103,9,75.0,28.0,0.0,0.04,0.21,0.0,0.1,0.0,0.02,0.0,0.0,0.0,0.63
Jim_sleepyhead,190,2,84.0,28.0,0.07,0.33,0.23,0.0,0.04,0.0,0.02,0.0,0.02,0.06,0.24
JimboHC,151,6,123.0,41.0,0.01,0.42,0.19,0.03,0.07,0.0,0.0,0.01,0.02,0.0,0.26
JimbobBiffa,168,11,27.0,12.0,0.11,0.39,0.04,0.0,0.07,0.0,0.01,0.0,0.17,0.0,0.21
JimbobLolPants,166,3,100.0,33.0,0.02,0.05,0.13,0.1,0.04,0.0,0.02,0.04,0.0,0.01,0.57
Jimbob_Afrodite,103,5,40.0,10.0,0.03,0.38,0.14,0.0,0.0,0.0,0.08,0.0,0.04,0.02,0.32
Jimbobalob,149,3,52.0,20.0,0.04,0.13,0.22,0.0,0.0,0.0,0.05,0.01,0.03,0.09,0.43
Jimbode,156,3,57.0,22.0,0.0,0.33,0.01,0.0,0.12,0.0,0.0,0.0,0.08,0.0,0.46
Jimbrowski,159,6,58.0,26.0,0.04,0.01,0.39,0.0,0.04,0.0,0.08,0.03,0.01,0.02,0.39
Jimcus,157,5,61.0,19.0,0.0,0.41,0.03,0.26,0.03,0.0,0.01,0.0,0.0,0.05,0.21
Jimjam92,140,10,73.0,23.0,0.0,0.36,0.14,0.04,0.01,0.0,0.0,0.0,0.01,0.01,0.44
JimmyAndMe,163,3,88.0,27.0,0.03,0.23,0.29,0.0,0.03,0.0,0.07,0.07,0.02,0.1,0.15
JimmyDeSotto,161,7,137.0,45.0,0.01,0.32,0.11,0.0,0.08,0.0,0.01,0.01,0.05,0.03,0.38
JimmyEdmondson,153,2,22.0,13.0,0.0,0.37,0.0,0.0,0.13,0.0,0.01,0.0,0.1,0.2,0.19
JimmyTruce,167,7,100.0,38.0,0.0,0.27,0.03,0.15,0.04,0.0,0.01,0.04,0.07,0.02,0.38
Jimmy_Waffle,154,3,19.0,9.0,0.06,0.51,0.11,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.18
Jimmy_m5588,135,5,117.0,31.0,0.01,0.11,0.19,0.01,0.0,0.0,0.07,0.01,0.01,0.25,0.33
Jimmydoodaa,156,16,61.0,29.0,0.01,0.28,0.0,0.15,0.11,0.0,0.0,0.0,0.05,0.01,0.4
Jimmyfts,150,4,41.0,16.0,0.0,0.22,0.08,0.0,0.2,0.0,0.0,0.0,0.0,0.03,0.47
Jimmythebee,57,2,12.0,9.0,0.02,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.37
Jimonykriket,127,3,20.0,15.0,0.18,0.0,0.05,0.0,0.15,0.0,0.03,0.0,0.04,0.0,0.55
Jimsonisolation,87,3,56.0,20.0,0.0,0.15,0.0,0.49,0.0,0.0,0.0,0.0,0.05,0.0,0.31
Jinola,95,3,18.0,11.0,0.2,0.16,0.16,0.04,0.21,0.0,0.0,0.0,0.0,0.0,0.23
Jinsie,147,4,35.0,16.0,0.0,0.63,0.03,0.0,0.01,0.0,0.01,0.07,0.01,0.0,0.24
JinzoGal,139,3,64.0,23.0,0.0,0.11,0.07,0.58,0.04,0.0,0.0,0.0,0.0,0.0,0.2
Jinzzy,114,14,52.0,17.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.05,0.0,0.89
Jippet,171,3,61.0,27.0,0.02,0.09,0.26,0.0,0.02,0.0,0.08,0.0,0.0,0.05,0.49
JivingJoe,173,3,92.0,26.0,0.0,0.25,0.01,0.61,0.01,0.0,0.0,0.0,0.06,0.01,0.05
JizzleWright,144,3,59.0,21.0,0.0,0.37,0.03,0.54,0.0,0.0,0.0,0.0,0.02,0.0,0.04
Jizzmond,174,4,83.0,17.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.89
Jmezp21,146,2,34.0,18.0,0.0,0.45,0.02,0.08,0.03,0.0,0.0,0.0,0.21,0.06,0.14
Jmus,155,4,51.0,19.0,0.01,0.01,0.08,0.0,0.06,0.0,0.0,0.1,0.04,0.0,0.72
Jn_Barnes,167,3,44.0,26.0,0.08,0.17,0.06,0.08,0.01,0.0,0.0,0.02,0.13,0.1,0.35
JoBysan,127,9,80.0,31.0,0.0,0.26,0.32,0.15,0.01,0.0,0.0,0.06,0.01,0.02,0.18
JoFanny,54,2,12.0,8.0,0.0,0.09,0.0,0.22,0.11,0.0,0.0,0.0,0.11,0.07,0.39
JoIsJoanne,159,7,65.0,16.0,0.01,0.48,0.21,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.23
JoSchmo666,187,2,93.0,21.0,0.0,0.63,0.21,0.01,0.01,0.0,0.0,0.0,0.05,0.0,0.09
JoanneSkywalker,92,10,40.0,21.0,0.01,0.25,0.46,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.21
JobBrown,60,2,40.0,21.0,0.0,0.17,0.18,0.0,0.05,0.0,0.0,0.07,0.15,0.0,0.38
Jobseeker,166,4,114.0,26.0,0.04,0.42,0.07,0.0,0.05,0.0,0.03,0.0,0.09,0.0,0.3
Jockney_rts,137,4,81.0,29.0,0.0,0.13,0.06,0.0,0.07,0.0,0.0,0.01,0.05,0.01,0.67
JodaCast,160,9,129.0,31.0,0.01,0.4,0.24,0.01,0.03,0.0,0.02,0.0,0.01,0.04,0.24
Jodie_Newsum,101,3,37.0,20.0,0.18,0.17,0.1,0.03,0.03,0.0,0.03,0.0,0.1,0.0,0.37
Joe-Tee,170,8,24.0,16.0,0.07,0.29,0.15,0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.45
JoeAcey,130,5,38.0,20.0,0.0,0.13,0.01,0.0,0.06,0.0,0.0,0.0,0.0,0.01,0.79
JoeBrewer92,157,2,27.0,15.0,0.0,0.13,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.03,0.8
JoeHatesIndie,163,8,27.0,19.0,0.04,0.38,0.01,0.09,0.17,0.0,0.0,0.0,0.0,0.14,0.17
JoeKane3,146,5,59.0,22.0,0.09,0.36,0.01,0.0,0.12,0.0,0.08,0.0,0.03,0.05,0.27
JoeMackay,179,5,115.0,34.0,0.01,0.3,0.07,0.01,0.04,0.0,0.0,0.02,0.03,0.01,0.5
JoeMc,157,7,48.0,25.0,0.0,0.03,0.02,0.19,0.21,0.0,0.0,0.01,0.0,0.16,0.39
JoeP1,161,3,10.0,4.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
JoeRamboUK,136,4,60.0,25.0,0.01,0.34,0.23,0.01,0.01,0.0,0.07,0.01,0.0,0.1,0.23
JoeStefan,108,3,93.0,40.0,0.04,0.05,0.25,0.0,0.25,0.0,0.03,0.01,0.01,0.01,0.36
JoeTheSourBreak,182,2,132.0,38.0,0.01,0.6,0.09,0.04,0.02,0.0,0.01,0.02,0.04,0.01,0.18
JoeVALIUM,134,4,82.0,38.0,0.0,0.02,0.09,0.01,0.37,0.0,0.01,0.04,0.07,0.0,0.37
JoeW88,126,3,52.0,27.0,0.01,0.25,0.09,0.13,0.12,0.0,0.0,0.0,0.01,0.12,0.29
Joe_Fixit,169,16,20.0,12.0,0.04,0.05,0.29,0.01,0.0,0.0,0.05,0.0,0.27,0.0,0.29
Joe_Havok,98,4,17.0,8.0,0.0,0.16,0.01,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.08
Joe_McFarlane,113,5,54.0,24.0,0.06,0.05,0.06,0.0,0.07,0.0,0.0,0.03,0.04,0.02,0.66
Joe_Pritchard,174,2,69.0,23.0,0.01,0.36,0.26,0.0,0.09,0.0,0.01,0.0,0.04,0.0,0.22
Joe_Towse,68,1,8.0,7.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.25,0.0,0.07
Joedouken,113,2,33.0,17.0,0.06,0.02,0.1,0.0,0.18,0.0,0.01,0.0,0.12,0.01,0.5
Joeeee92,135,15,77.0,21.0,0.01,0.23,0.57,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.15
JoelRawlinson,112,1,17.0,10.0,0.0,0.64,0.12,0.0,0.0,0.0,0.0,0.01,0.1,0.0,0.13
JoelyCO,53,5,5.0,4.0,0.0,0.34,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.36
Joeralphs,105,11,67.0,28.0,0.0,0.07,0.04,0.05,0.04,0.0,0.0,0.04,0.0,0.02,0.75
Joesus1,172,2,13.0,9.0,0.07,0.28,0.0,0.0,0.17,0.0,0.12,0.0,0.0,0.0,0.37
JoeyBITS,156,4,108.0,39.0,0.01,0.11,0.12,0.01,0.09,0.0,0.01,0.03,0.01,0.03,0.6
JoeyJoeJoerson,124,15,32.0,16.0,0.08,0.06,0.0,0.0,0.37,0.0,0.09,0.0,0.0,0.01,0.39
Joeytempero,69,6,10.0,6.0,0.0,0.26,0.3,0.01,0.0,0.0,0.0,0.0,0.07,0.0,0.35
Joezdaking7,148,2,98.0,34.0,0.01,0.28,0.24,0.03,0.02,0.0,0.03,0.02,0.0,0.01,0.36
Jofunu6,115,2,30.0,19.0,0.01,0.2,0.02,0.0,0.33,0.0,0.0,0.0,0.01,0.0,0.43
Johan10cruyff,148,6,67.0,19.0,0.01,0.74,0.03,0.0,0.01,0.0,0.01,0.0,0.02,0.04,0.16
John-Wilkes,153,3,11.0,9.0,0.07,0.1,0.08,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.72
John36,143,5,76.0,22.0,0.07,0.21,0.08,0.0,0.04,0.0,0.0,0.01,0.01,0.17,0.41
JohnBHenry,78,3,10.0,6.0,0.0,0.65,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
JohnBeadle,144,8,24.0,8.0,0.0,0.74,0.0,0.14,0.0,0.0,0.0,0.0,0.01,0.0,0.12
JohnBrune,112,3,50.0,19.0,0.0,0.02,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.75
JohnD76,108,6,43.0,21.0,0.01,0.04,0.2,0.0,0.27,0.0,0.06,0.02,0.0,0.05,0.36
JohnH91,174,2,100.0,20.0,0.0,0.17,0.04,0.06,0.0,0.0,0.01,0.05,0.03,0.0,0.66
JohnJWhelan,151,6,75.0,22.0,0.0,0.57,0.1,0.0,0.04,0.0,0.0,0.0,0.01,0.05,0.24
JohnP64,141,5,15.0,10.0,0.18,0.33,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.32
JohnRCC,149,3,64.0,26.0,0.0,0.65,0.09,0.13,0.01,0.0,0.01,0.0,0.03,0.0,0.08
JohnSkater,195,1,62.0,15.0,0.0,0.4,0.12,0.15,0.0,0.0,0.0,0.0,0.07,0.0,0.25
JohnVawer,103,3,33.0,15.0,0.0,0.29,0.06,0.17,0.02,0.0,0.0,0.0,0.02,0.0,0.45
John_OMH,148,3,44.0,23.0,0.01,0.49,0.04,0.0,0.01,0.0,0.06,0.0,0.03,0.16,0.21
John_Simpson,137,5,86.0,33.0,0.09,0.27,0.15,0.04,0.04,0.0,0.04,0.0,0.01,0.07,0.3
John__Brown,173,2,92.0,28.0,0.01,0.28,0.22,0.0,0.03,0.0,0.02,0.05,0.0,0.03,0.35
John_r_uk,174,13,116.0,34.0,0.07,0.37,0.07,0.0,0.08,0.0,0.03,0.01,0.05,0.01,0.3
Johncalmc,121,2,55.0,15.0,0.0,0.18,0.32,0.0,0.13,0.0,0.0,0.0,0.01,0.0,0.36
Johnkm,161,3,43.0,18.0,0.0,0.0,0.81,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.16
Johnny-5,153,9,111.0,32.0,0.05,0.32,0.03,0.0,0.04,0.0,0.01,0.0,0.2,0.05,0.32
JohnnyCage,155,10,71.0,29.0,0.0,0.22,0.03,0.12,0.08,0.0,0.06,0.0,0.03,0.02,0.44
JohnnyHoof,128,4,20.0,13.0,0.05,0.35,0.0,0.03,0.0,0.0,0.0,0.0,0.06,0.02,0.49
Johnnyrock,150,6,25.0,16.0,0.29,0.24,0.16,0.02,0.0,0.0,0.07,0.0,0.0,0.01,0.22
Johnonfire,100,2,44.0,9.0,0.0,0.13,0.12,0.09,0.0,0.0,0.0,0.0,0.11,0.0,0.55
Johnters,155,6,35.0,13.0,0.0,0.23,0.26,0.0,0.0,0.0,0.0,0.08,0.0,0.03,0.4
Johntrevaskis,116,10,39.0,19.0,0.05,0.15,0.12,0.0,0.07,0.0,0.01,0.01,0.02,0.0,0.58
JohnusMaximus,116,2,29.0,15.0,0.0,0.3,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.34
Joho666,141,7,64.0,23.0,0.0,0.21,0.18,0.17,0.0,0.0,0.0,0.01,0.16,0.08,0.19
Joiners,87,3,16.0,14.0,0.01,0.14,0.13,0.01,0.09,0.0,0.13,0.0,0.07,0.0,0.43
Jojo_nomnoms,130,1,39.0,17.0,0.0,0.01,0.02,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.9
Jokeish,117,2,19.0,16.0,0.0,0.0,0.03,0.04,0.0,0.0,0.03,0.02,0.0,0.08,0.81
Jokeman,187,2,45.0,18.0,0.12,0.52,0.0,0.01,0.08,0.0,0.05,0.0,0.05,0.01,0.17
Jomsey,186,9,50.0,16.0,0.0,0.24,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.01,0.02
Jon-E-Fresh,130,5,82.0,18.0,0.0,0.0,0.32,0.0,0.04,0.0,0.0,0.37,0.0,0.0,0.28
JonAnime,62,4,16.0,6.0,0.0,0.02,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.35
JonB95,161,3,133.0,33.0,0.03,0.27,0.28,0.01,0.01,0.0,0.0,0.02,0.1,0.03,0.24
JonHowlett08,137,2,60.0,14.0,0.0,0.14,0.07,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.77
Jon_Doyle,125,2,19.0,12.0,0.09,0.07,0.01,0.06,0.0,0.0,0.1,0.0,0.0,0.23,0.45
Jon_G1985,84,5,62.0,23.0,0.0,0.04,0.3,0.01,0.06,0.0,0.01,0.04,0.0,0.0,0.55
Jon_Williams,70,1,35.0,13.0,0.01,0.07,0.07,0.0,0.03,0.0,0.0,0.0,0.0,0.17,0.64
JonahRamone,178,2,94.0,26.0,0.04,0.53,0.09,0.11,0.0,0.0,0.01,0.0,0.09,0.01,0.12
JonathanLyon,167,7,74.0,28.0,0.05,0.32,0.07,0.02,0.19,0.0,0.01,0.03,0.01,0.0,0.3
JonathanMorley,168,3,57.0,20.0,0.12,0.24,0.27,0.0,0.01,0.0,0.0,0.0,0.24,0.0,0.12
Jonathan_Jones,140,6,27.0,12.0,0.01,0.51,0.21,0.0,0.01,0.0,0.0,0.0,0.09,0.0,0.18
Jonathan_fenton,137,5,70.0,35.0,0.01,0.34,0.02,0.01,0.2,0.0,0.01,0.01,0.01,0.02,0.37
JonathonFerrari,178,4,112.0,31.0,0.01,0.08,0.06,0.0,0.0,0.0,0.03,0.01,0.0,0.3,0.5
Jondot21,138,2,85.0,32.0,0.02,0.2,0.29,0.0,0.09,0.0,0.01,0.0,0.02,0.03,0.34
Jonesinho,182,2,11.0,8.0,0.0,0.51,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
JonesyMiasma,100,5,85.0,30.0,0.01,0.15,0.35,0.0,0.02,0.0,0.0,0.06,0.01,0.01,0.39
Jonfun,155,3,110.0,33.0,0.24,0.25,0.1,0.0,0.04,0.0,0.03,0.01,0.06,0.06,0.22
Jongkeyone,114,11,28.0,15.0,0.0,0.53,0.35,0.01,0.0,0.0,0.01,0.0,0.01,0.02,0.08
JonicLinley,168,2,109.0,33.0,0.07,0.42,0.08,0.0,0.08,0.0,0.02,0.01,0.02,0.02,0.28
Jonjaninja,133,4,15.0,10.0,0.0,0.11,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.14
Jonjonjohny,172,5,25.0,13.0,0.0,0.42,0.01,0.17,0.2,0.0,0.0,0.0,0.0,0.01,0.19
JonnE2k5,165,5,102.0,30.0,0.03,0.06,0.27,0.0,0.32,0.0,0.04,0.01,0.01,0.01,0.24
Jonneth,93,4,51.0,15.0,0.0,0.08,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
Jonnnny,162,3,32.0,19.0,0.1,0.27,0.11,0.0,0.17,0.0,0.0,0.0,0.12,0.06,0.17
JonnoAtkin,186,4,113.0,36.0,0.01,0.36,0.11,0.23,0.06,0.0,0.02,0.01,0.03,0.01,0.17
Jonny2691,157,8,57.0,19.0,0.01,0.11,0.11,0.01,0.01,0.0,0.0,0.08,0.01,0.0,0.64
JonnyBolton,173,6,39.0,21.0,0.19,0.04,0.12,0.0,0.08,0.0,0.1,0.0,0.05,0.01,0.42
JonnyDowling,142,2,91.0,30.0,0.01,0.01,0.09,0.01,0.16,0.0,0.0,0.06,0.0,0.0,0.64
Jontaylzz,140,6,36.0,21.0,0.0,0.23,0.06,0.05,0.14,0.0,0.0,0.01,0.0,0.0,0.51
JontheDvl,92,1,12.0,11.0,0.0,0.0,0.0,0.26,0.02,0.0,0.0,0.0,0.0,0.0,0.72
Jonzo67,126,9,43.0,17.0,0.0,0.33,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.63
Jookstevens,160,2,89.0,39.0,0.02,0.23,0.22,0.01,0.04,0.0,0.03,0.03,0.04,0.01,0.39
JordanHuxtable,136,9,25.0,14.0,0.07,0.21,0.0,0.41,0.0,0.0,0.0,0.0,0.09,0.0,0.22
JordanLee4,131,2,40.0,16.0,0.0,0.01,0.78,0.0,0.07,0.0,0.0,0.01,0.0,0.01,0.13
JordanPink,134,4,18.0,7.0,0.0,0.52,0.29,0.0,0.0,0.0,0.0,0.07,0.01,0.0,0.11
Jorddds,75,3,46.0,15.0,0.01,0.05,0.69,0.0,0.08,0.0,0.0,0.01,0.0,0.01,0.13
Jordie57,106,7,28.0,14.0,0.3,0.16,0.06,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.35
JordyR,167,2,94.0,39.0,0.0,0.2,0.1,0.02,0.13,0.0,0.0,0.02,0.0,0.02,0.52
Jorgesen2000,85,7,48.0,24.0,0.02,0.13,0.14,0.0,0.26,0.0,0.12,0.0,0.01,0.02,0.29
Josalind,157,12,101.0,29.0,0.0,0.1,0.25,0.0,0.01,0.0,0.0,0.01,0.01,0.02,0.61
Josao,153,13,89.0,30.0,0.01,0.11,0.03,0.0,0.02,0.0,0.01,0.04,0.02,0.0,0.75
JosephK99,66,3,3.0,2.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
JosephdeGarr,162,2,76.0,35.0,0.06,0.11,0.14,0.0,0.02,0.0,0.01,0.02,0.07,0.07,0.49
JoseppiTM,160,2,86.0,30.0,0.06,0.07,0.17,0.01,0.09,0.0,0.0,0.01,0.01,0.01,0.57
Josh-H,117,2,42.0,14.0,0.07,0.23,0.25,0.0,0.08,0.0,0.15,0.0,0.03,0.07,0.12
Josh2206,166,1,12.0,9.0,0.0,0.07,0.01,0.59,0.0,0.0,0.0,0.0,0.0,0.02,0.31
