user_id,num_ascolti_totali,settimane_totali,artisti_univoci,generi_univoci,indie rock,rock,pop,metal,electronic,hip pop,indie,r&b,punk,folk,altro
dooopa,147,5,58.0,23.0,0.01,0.39,0.03,0.03,0.03,0.0,0.05,0.02,0.02,0.0,0.44
dopeydogdrummer,174,2,59.0,22.0,0.11,0.07,0.01,0.26,0.0,0.0,0.0,0.14,0.02,0.0,0.4
dopiaza,167,7,43.0,14.0,0.05,0.57,0.12,0.0,0.01,0.0,0.01,0.0,0.04,0.16,0.05
dopolop,116,3,57.0,17.0,0.16,0.22,0.4,0.0,0.03,0.0,0.0,0.03,0.01,0.0,0.16
dor_gibor,161,4,91.0,35.0,0.04,0.04,0.22,0.01,0.09,0.0,0.02,0.02,0.01,0.14,0.41
dordotky,168,1,127.0,31.0,0.01,0.28,0.2,0.0,0.01,0.0,0.01,0.03,0.02,0.0,0.44
dot_dash,155,2,10.0,9.0,0.37,0.4,0.04,0.03,0.12,0.0,0.0,0.0,0.0,0.0,0.04
dotjay,199,6,18.0,9.0,0.0,0.4,0.33,0.19,0.0,0.0,0.0,0.0,0.01,0.0,0.08
dotsanddashes,90,2,18.0,13.0,0.12,0.48,0.09,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.28
dotsandloops,134,4,33.0,17.0,0.1,0.09,0.23,0.0,0.15,0.0,0.04,0.04,0.0,0.1,0.25
dotwaffle,171,1,140.0,43.0,0.01,0.39,0.16,0.09,0.08,0.0,0.01,0.0,0.01,0.0,0.26
dougal1084,169,6,130.0,38.0,0.07,0.28,0.35,0.0,0.01,0.0,0.02,0.01,0.02,0.04,0.22
dougalmcflurry,136,2,91.0,28.0,0.01,0.09,0.53,0.0,0.0,0.0,0.01,0.02,0.0,0.03,0.32
doughnuts,157,7,113.0,32.0,0.11,0.18,0.2,0.01,0.03,0.0,0.1,0.0,0.01,0.18,0.18
dougiemo,129,6,92.0,36.0,0.04,0.16,0.1,0.01,0.09,0.0,0.04,0.01,0.0,0.13,0.43
dougiesmall,157,11,82.0,22.0,0.01,0.39,0.31,0.01,0.0,0.0,0.0,0.01,0.01,0.12,0.13
douglasdowell,106,3,53.0,19.0,0.0,0.22,0.41,0.0,0.02,0.0,0.14,0.03,0.01,0.05,0.13
dougster63,152,2,79.0,30.0,0.13,0.2,0.1,0.0,0.34,0.0,0.03,0.0,0.01,0.05,0.14
dougtook,145,2,103.0,40.0,0.02,0.06,0.01,0.01,0.41,0.0,0.02,0.01,0.01,0.04,0.41
down_home_kitty,180,8,112.0,30.0,0.03,0.27,0.4,0.0,0.02,0.0,0.01,0.0,0.03,0.01,0.23
dowser92,169,4,95.0,36.0,0.04,0.24,0.02,0.04,0.03,0.0,0.01,0.01,0.0,0.19,0.43
dozer_2199,141,7,47.0,20.0,0.04,0.04,0.07,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.42
dozmondo,160,2,108.0,38.0,0.13,0.28,0.01,0.04,0.02,0.0,0.02,0.01,0.04,0.03,0.42
dpash,83,3,61.0,26.0,0.4,0.1,0.02,0.0,0.05,0.0,0.07,0.0,0.05,0.05,0.27
dpn,154,6,61.0,25.0,0.18,0.29,0.07,0.0,0.01,0.0,0.01,0.0,0.01,0.08,0.35
dr-nick-riviera,137,2,20.0,14.0,0.09,0.25,0.03,0.0,0.03,0.0,0.0,0.01,0.0,0.2,0.39
dr-sativa,118,5,81.0,21.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.08,0.02,0.0,0.84
dr_analog,136,6,31.0,11.0,0.16,0.3,0.03,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.15
dr_bun,400,2,21.0,11.0,0.0,0.35,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.26
dr_moreau,129,3,65.0,22.0,0.02,0.11,0.26,0.0,0.2,0.0,0.02,0.01,0.01,0.14,0.23
dr_zoidberg1,96,2,47.0,21.0,0.0,0.43,0.04,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.47
draGnet,78,6,37.0,18.0,0.0,0.42,0.06,0.0,0.01,0.0,0.01,0.0,0.09,0.0,0.4
drable,85,3,54.0,24.0,0.0,0.06,0.38,0.0,0.06,0.0,0.0,0.01,0.01,0.01,0.47
drabman,180,2,58.0,25.0,0.0,0.36,0.01,0.47,0.0,0.0,0.0,0.0,0.03,0.0,0.13
draconid,57,2,3.0,2.0,0.0,0.09,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
draculaswedding,157,2,87.0,22.0,0.04,0.31,0.13,0.0,0.03,0.0,0.12,0.02,0.18,0.0,0.17
drag0sd0g,133,3,20.0,8.0,0.0,0.11,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.88
drage,141,8,67.0,21.0,0.01,0.36,0.13,0.01,0.0,0.0,0.03,0.0,0.01,0.24,0.21
draggles,149,2,83.0,38.0,0.08,0.32,0.08,0.0,0.11,0.0,0.03,0.01,0.01,0.05,0.3
dragindb,73,7,23.0,10.0,0.0,0.52,0.1,0.15,0.07,0.0,0.01,0.0,0.0,0.0,0.15
dragon_ninja,134,3,21.0,9.0,0.0,0.13,0.31,0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.25
dragula100,177,4,8.0,4.0,0.0,0.7,0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0,0.0
dragupl,128,2,58.0,28.0,0.02,0.05,0.18,0.01,0.15,0.0,0.01,0.01,0.01,0.05,0.53
dragz,154,4,33.0,18.0,0.0,0.55,0.08,0.0,0.01,0.0,0.02,0.0,0.0,0.08,0.27
drake-182,102,8,40.0,11.0,0.0,0.08,0.06,0.03,0.0,0.0,0.0,0.0,0.53,0.0,0.3
drakonz,121,2,25.0,14.0,0.0,0.35,0.04,0.45,0.08,0.0,0.01,0.0,0.0,0.0,0.07
draper23,168,3,97.0,35.0,0.1,0.39,0.07,0.01,0.11,0.0,0.07,0.0,0.09,0.04,0.14
drattigan,145,9,59.0,29.0,0.06,0.26,0.22,0.01,0.06,0.0,0.01,0.03,0.01,0.01,0.33
dravenath,124,2,41.0,22.0,0.0,0.16,0.01,0.46,0.1,0.0,0.08,0.0,0.01,0.03,0.15
drawllim,103,10,22.0,11.0,0.0,0.1,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.25,0.2
drawntowards,127,2,60.0,27.0,0.06,0.19,0.14,0.0,0.06,0.0,0.0,0.02,0.01,0.02,0.5
draxil,113,6,30.0,15.0,0.01,0.51,0.05,0.02,0.12,0.0,0.0,0.02,0.04,0.07,0.16
drbunnig,165,1,23.0,9.0,0.0,0.49,0.04,0.47,0.0,0.0,0.0,0.0,0.01,0.0,0.0
drche,176,3,104.0,25.0,0.0,0.46,0.15,0.01,0.0,0.0,0.06,0.01,0.05,0.0,0.26
dreadfairy,110,5,76.0,21.0,0.0,0.01,0.05,0.01,0.01,0.0,0.0,0.41,0.0,0.0,0.51
dreamfactory,85,4,14.0,12.0,0.01,0.0,0.01,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.28
dreamlight_2004,139,8,102.0,33.0,0.04,0.07,0.16,0.01,0.02,0.0,0.02,0.02,0.02,0.04,0.58
dreams99,182,2,67.0,24.0,0.01,0.15,0.29,0.0,0.01,0.0,0.03,0.0,0.0,0.1,0.42
dreddish,186,6,79.0,21.0,0.0,0.25,0.24,0.0,0.11,0.0,0.0,0.02,0.01,0.1,0.28
drewbert,160,4,26.0,14.0,0.0,0.2,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.07,0.41
drewby,137,2,36.0,22.0,0.1,0.34,0.02,0.0,0.01,0.0,0.07,0.0,0.07,0.07,0.31
drewvisacoustic,114,5,62.0,14.0,0.01,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.06,0.0,0.89
drewziph,135,2,12.0,11.0,0.08,0.19,0.14,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.47
drezha_,174,2,110.0,39.0,0.02,0.26,0.2,0.15,0.07,0.0,0.01,0.0,0.03,0.01,0.25
drgreyhound,188,1,96.0,33.0,0.01,0.22,0.09,0.0,0.1,0.0,0.01,0.0,0.01,0.06,0.52
drhellyer,72,8,38.0,13.0,0.0,0.61,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
dricambo,122,4,82.0,26.0,0.01,0.02,0.18,0.0,0.08,0.0,0.0,0.24,0.02,0.0,0.45
driftingtonight,110,11,59.0,25.0,0.02,0.21,0.18,0.01,0.04,0.0,0.0,0.1,0.0,0.01,0.44
driftingwandere,180,5,76.0,28.0,0.08,0.1,0.3,0.0,0.05,0.0,0.03,0.08,0.0,0.07,0.29
drinksmokelaugh,178,6,123.0,24.0,0.02,0.19,0.19,0.0,0.02,0.0,0.04,0.02,0.02,0.29,0.22
drinosaur,152,4,41.0,15.0,0.0,0.23,0.08,0.0,0.05,0.0,0.0,0.02,0.34,0.0,0.28
dripster,181,8,75.0,31.0,0.03,0.27,0.16,0.0,0.06,0.0,0.02,0.01,0.0,0.01,0.44
drivelhead,177,4,56.0,17.0,0.06,0.39,0.28,0.0,0.04,0.0,0.01,0.0,0.08,0.08,0.06
driwars,140,3,54.0,22.0,0.0,0.07,0.35,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.56
drkapow,188,8,10.0,9.0,0.0,0.02,0.24,0.0,0.07,0.0,0.01,0.0,0.0,0.06,0.6
drm83,111,2,44.0,21.0,0.0,0.01,0.0,0.0,0.18,0.0,0.01,0.0,0.01,0.01,0.78
drmabuseuk,173,5,41.0,19.0,0.07,0.12,0.5,0.01,0.01,0.0,0.03,0.0,0.0,0.02,0.24
drmirth,133,3,60.0,24.0,0.0,0.18,0.0,0.24,0.05,0.0,0.0,0.0,0.0,0.01,0.52
drnovocalcords,82,2,19.0,12.0,0.26,0.21,0.0,0.37,0.0,0.0,0.07,0.01,0.04,0.0,0.05
drol_52,153,2,94.0,22.0,0.0,0.42,0.08,0.03,0.0,0.0,0.0,0.0,0.17,0.05,0.25
droogette,159,5,91.0,30.0,0.04,0.14,0.39,0.01,0.08,0.0,0.0,0.01,0.02,0.01,0.32
dropdboy,167,5,83.0,24.0,0.0,0.48,0.16,0.0,0.02,0.0,0.01,0.01,0.07,0.01,0.25
drownedrat,185,5,42.0,16.0,0.0,0.21,0.02,0.05,0.03,0.0,0.0,0.0,0.04,0.0,0.65
drtjam,132,5,33.0,17.0,0.05,0.3,0.03,0.0,0.06,0.0,0.05,0.05,0.0,0.11,0.36
drumbum16,156,5,108.0,44.0,0.0,0.24,0.13,0.04,0.05,0.0,0.01,0.0,0.0,0.04,0.48
drumerofdarknes,131,11,74.0,27.0,0.06,0.36,0.11,0.03,0.02,0.0,0.12,0.0,0.15,0.0,0.15
drummer25,87,2,51.0,18.0,0.01,0.57,0.03,0.01,0.01,0.0,0.03,0.0,0.07,0.0,0.25
drummerdude666,137,12,43.0,23.0,0.01,0.2,0.03,0.2,0.01,0.0,0.01,0.13,0.0,0.0,0.42
drummerlc_uk,117,3,86.0,27.0,0.01,0.54,0.17,0.04,0.0,0.0,0.01,0.03,0.0,0.02,0.18
drummerlcfc,152,2,47.0,15.0,0.01,0.3,0.37,0.02,0.0,0.0,0.0,0.0,0.18,0.0,0.12
drumming_gilly,128,8,7.0,2.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
drunk_mike,153,9,56.0,21.0,0.06,0.08,0.1,0.0,0.18,0.0,0.05,0.0,0.01,0.08,0.45
drunkenjon,87,8,39.0,24.0,0.03,0.22,0.05,0.01,0.02,0.0,0.0,0.0,0.03,0.05,0.59
drunkmonkeh,94,5,47.0,19.0,0.01,0.12,0.04,0.02,0.01,0.0,0.0,0.01,0.09,0.0,0.7
dsanabria,182,3,27.0,7.0,0.12,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.12
dsas,100,8,19.0,8.0,0.0,0.72,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.2
dsh1985,146,3,43.0,14.0,0.0,0.03,0.77,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.19
dsixx6,160,2,96.0,14.0,0.0,0.82,0.02,0.13,0.0,0.0,0.0,0.01,0.0,0.0,0.02
dsrjarman,110,2,26.0,13.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6
dstewart90,186,8,99.0,29.0,0.15,0.32,0.11,0.03,0.01,0.0,0.01,0.01,0.12,0.11,0.15
dtgreenwood,132,7,82.0,27.0,0.0,0.36,0.1,0.01,0.08,0.0,0.01,0.05,0.0,0.01,0.39
dualechelon,167,6,104.0,31.0,0.01,0.02,0.0,0.0,0.46,0.0,0.01,0.0,0.0,0.02,0.49
dubell_,174,7,99.0,27.0,0.04,0.09,0.4,0.0,0.14,0.0,0.04,0.05,0.01,0.0,0.24
dubpixel,139,4,62.0,28.0,0.01,0.32,0.27,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.36
dubstooge,129,4,74.0,25.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.33
duckie7,111,6,85.0,22.0,0.0,0.29,0.41,0.0,0.02,0.0,0.0,0.02,0.02,0.01,0.24
duckiedannie,124,3,53.0,14.0,0.0,0.22,0.09,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.69
ducksay,155,4,92.0,38.0,0.01,0.27,0.4,0.01,0.01,0.0,0.03,0.02,0.01,0.0,0.24
dudeakoff,114,11,35.0,10.0,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,0.91
dudester24,144,8,59.0,23.0,0.03,0.63,0.08,0.01,0.01,0.0,0.02,0.0,0.01,0.01,0.2
dudetezz,178,9,47.0,22.0,0.05,0.05,0.03,0.01,0.22,0.0,0.01,0.0,0.03,0.04,0.56
dudewhatthehell,150,4,75.0,39.0,0.0,0.01,0.05,0.01,0.11,0.0,0.01,0.0,0.02,0.0,0.8
dudeyoungy,183,2,114.0,25.0,0.01,0.36,0.07,0.35,0.0,0.0,0.01,0.0,0.07,0.0,0.15
dudge,152,4,69.0,31.0,0.0,0.07,0.04,0.0,0.42,0.0,0.0,0.0,0.01,0.02,0.45
duds_frozzen,156,3,49.0,20.0,0.06,0.53,0.22,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.16
duffydotcom,135,3,88.0,33.0,0.02,0.01,0.01,0.0,0.26,0.0,0.0,0.04,0.01,0.04,0.61
dugggy,130,5,54.0,26.0,0.09,0.33,0.02,0.0,0.03,0.0,0.01,0.01,0.0,0.01,0.5
duhmcah,92,2,63.0,36.0,0.01,0.15,0.32,0.07,0.02,0.0,0.02,0.0,0.0,0.04,0.37
duj_1arm,100,2,46.0,13.0,0.01,0.58,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.07,0.33
dukeleeto,142,2,95.0,34.0,0.01,0.25,0.03,0.18,0.11,0.0,0.01,0.0,0.0,0.03,0.39
dukeybabes,70,7,61.0,25.0,0.01,0.2,0.13,0.0,0.0,0.0,0.01,0.03,0.0,0.03,0.59
dumbnoteclectic,84,1,27.0,5.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.06
duncan-,165,1,31.0,15.0,0.21,0.31,0.0,0.0,0.01,0.0,0.1,0.0,0.0,0.16,0.22
duncandonuts36,131,9,76.0,31.0,0.02,0.25,0.05,0.01,0.11,0.0,0.01,0.0,0.08,0.01,0.48
duncang,113,2,35.0,24.0,0.02,0.1,0.14,0.03,0.03,0.0,0.01,0.0,0.02,0.02,0.65
duncanmccall,147,8,52.0,20.0,0.0,0.34,0.01,0.55,0.0,0.0,0.0,0.0,0.01,0.0,0.1
duncansprks,169,1,89.0,32.0,0.02,0.3,0.07,0.0,0.11,0.0,0.01,0.03,0.0,0.09,0.36
duncanwoodward,115,3,41.0,23.0,0.07,0.18,0.1,0.0,0.04,0.0,0.02,0.31,0.0,0.0,0.27
duncehat,151,4,63.0,29.0,0.03,0.2,0.11,0.0,0.18,0.0,0.0,0.0,0.0,0.01,0.47
duncsy,162,1,136.0,47.0,0.02,0.2,0.1,0.01,0.12,0.0,0.01,0.01,0.02,0.04,0.48
dunjamon,180,10,138.0,41.0,0.07,0.3,0.07,0.01,0.16,0.0,0.02,0.01,0.03,0.06,0.29
dunk,143,13,82.0,34.0,0.01,0.06,0.14,0.0,0.37,0.0,0.01,0.01,0.03,0.01,0.36
dunk32-2007,140,3,23.0,16.0,0.0,0.26,0.0,0.0,0.14,0.0,0.0,0.0,0.04,0.06,0.49
dunkjonesy,168,6,79.0,28.0,0.05,0.41,0.07,0.01,0.01,0.0,0.02,0.0,0.02,0.01,0.4
dunkndisorderly,120,3,55.0,31.0,0.01,0.18,0.19,0.03,0.14,0.0,0.07,0.02,0.0,0.02,0.34
dunkst3r,166,3,111.0,34.0,0.02,0.22,0.04,0.01,0.14,0.0,0.01,0.0,0.01,0.05,0.5
dunkster,148,10,54.0,22.0,0.06,0.36,0.09,0.0,0.07,0.0,0.03,0.01,0.02,0.06,0.3
dunmanifestin,151,9,41.0,11.0,0.0,0.38,0.3,0.0,0.0,0.0,0.06,0.0,0.17,0.0,0.08
dunstablesucks,189,1,146.0,45.0,0.06,0.31,0.08,0.0,0.1,0.0,0.03,0.0,0.04,0.07,0.31
duophonic,144,3,76.0,32.0,0.03,0.22,0.12,0.0,0.01,0.0,0.08,0.12,0.01,0.03,0.38
durkules,146,3,34.0,21.0,0.0,0.36,0.06,0.14,0.0,0.0,0.0,0.0,0.0,0.01,0.43
dust_in_mydress,121,6,79.0,31.0,0.03,0.34,0.26,0.02,0.02,0.0,0.07,0.01,0.02,0.03,0.21
dustcakeboy,119,2,58.0,30.0,0.03,0.11,0.18,0.01,0.08,0.0,0.0,0.17,0.02,0.02,0.39
dustontheground,113,11,55.0,22.0,0.04,0.07,0.33,0.0,0.0,0.0,0.06,0.0,0.04,0.08,0.39
dustpunk,89,2,29.0,18.0,0.0,0.0,0.13,0.04,0.15,0.0,0.0,0.04,0.01,0.04,0.57
dustymoth,143,4,45.0,28.0,0.0,0.24,0.34,0.01,0.08,0.0,0.08,0.0,0.08,0.02,0.15
dutchsam,130,2,19.0,11.0,0.22,0.48,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
dutchy_ajh,129,7,44.0,16.0,0.0,0.48,0.09,0.09,0.0,0.0,0.0,0.0,0.17,0.01,0.17
duttemac,123,2,59.0,9.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.7
duuncan,178,2,68.0,17.0,0.0,0.54,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
dvs13,120,2,16.0,12.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.01,0.87
dvsboy,139,4,21.0,12.0,0.0,0.09,0.0,0.0,0.19,0.0,0.0,0.0,0.01,0.08,0.63
dw1987,169,2,66.0,32.0,0.14,0.03,0.01,0.04,0.28,0.0,0.01,0.01,0.0,0.0,0.49
dwalker109,159,5,12.0,12.0,0.0,0.28,0.0,0.19,0.0,0.0,0.0,0.0,0.02,0.03,0.47
dwdyer,189,2,74.0,19.0,0.04,0.67,0.04,0.0,0.05,0.0,0.01,0.0,0.01,0.13,0.05
dwighte00,133,8,60.0,25.0,0.23,0.3,0.05,0.0,0.03,0.0,0.02,0.0,0.06,0.01,0.31
dww100,125,4,73.0,33.0,0.05,0.2,0.08,0.0,0.05,0.0,0.01,0.0,0.1,0.02,0.5
dxg,68,3,10.0,9.0,0.01,0.29,0.22,0.0,0.21,0.0,0.16,0.0,0.04,0.0,0.06
dxnation,96,8,20.0,10.0,0.01,0.34,0.27,0.08,0.0,0.0,0.0,0.0,0.02,0.0,0.27
dyl8n,160,3,103.0,47.0,0.01,0.08,0.03,0.01,0.17,0.0,0.0,0.02,0.01,0.01,0.67
dylan3squ3,170,7,88.0,25.0,0.01,0.36,0.05,0.0,0.0,0.0,0.01,0.05,0.05,0.11,0.37
dylanparry,89,7,26.0,15.0,0.0,0.09,0.01,0.0,0.27,0.0,0.0,0.0,0.0,0.01,0.62
dynamitri,113,6,68.0,28.0,0.01,0.05,0.21,0.01,0.01,0.0,0.0,0.25,0.01,0.0,0.45
dyrnwen,125,3,41.0,18.0,0.12,0.26,0.01,0.41,0.0,0.0,0.0,0.0,0.0,0.01,0.2
dysar,155,5,22.0,13.0,0.08,0.05,0.04,0.0,0.05,0.0,0.01,0.05,0.0,0.0,0.72
dysonthemodboy,176,2,134.0,37.0,0.03,0.17,0.19,0.0,0.24,0.0,0.04,0.02,0.01,0.02,0.28
dyspersia_shaft,120,1,99.0,36.0,0.0,0.05,0.07,0.03,0.03,0.0,0.0,0.04,0.0,0.01,0.76
dywp19,166,2,98.0,35.0,0.12,0.12,0.16,0.0,0.1,0.0,0.02,0.01,0.03,0.02,0.42
dzdoris,96,2,56.0,20.0,0.02,0.3,0.32,0.0,0.03,0.0,0.0,0.02,0.01,0.01,0.28
e4haircut,159,12,47.0,15.0,0.0,0.35,0.28,0.0,0.0,0.0,0.01,0.11,0.06,0.02,0.17
eX-communicated,147,3,57.0,17.0,0.0,0.14,0.01,0.03,0.0,0.0,0.0,0.1,0.01,0.03,0.69
e_c,157,5,143.0,40.0,0.1,0.19,0.08,0.02,0.02,0.0,0.06,0.01,0.01,0.24,0.29
e_l_f,145,3,56.0,23.0,0.0,0.02,0.12,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.65
e_r,181,3,127.0,46.0,0.04,0.24,0.01,0.3,0.01,0.0,0.0,0.0,0.15,0.02,0.22
ead101,104,2,83.0,35.0,0.0,0.01,0.03,0.01,0.23,0.0,0.0,0.0,0.03,0.0,0.69
eaddo,106,2,49.0,13.0,0.0,0.01,0.06,0.01,0.01,0.0,0.0,0.22,0.0,0.0,0.7
eagleandwolf,168,15,48.0,22.0,0.02,0.45,0.15,0.0,0.0,0.0,0.01,0.01,0.06,0.08,0.23
eagyg,176,7,66.0,22.0,0.06,0.27,0.04,0.0,0.02,0.0,0.02,0.0,0.24,0.02,0.35
ealham,104,4,34.0,18.0,0.15,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.39
eamezey2,170,2,142.0,41.0,0.02,0.14,0.41,0.01,0.02,0.0,0.02,0.04,0.0,0.05,0.28
eamon-q,159,2,89.0,29.0,0.0,0.27,0.11,0.0,0.01,0.0,0.0,0.01,0.25,0.03,0.33
ear-lution,163,4,93.0,31.0,0.0,0.07,0.03,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.58
earfolds,130,3,15.0,11.0,0.14,0.13,0.08,0.0,0.1,0.0,0.0,0.0,0.0,0.06,0.49
earlbrutus,80,3,62.0,30.0,0.09,0.35,0.11,0.0,0.09,0.0,0.04,0.0,0.04,0.03,0.26
earlgrace,179,3,26.0,13.0,0.01,0.2,0.08,0.07,0.0,0.0,0.0,0.0,0.14,0.0,0.5
earlythrasher,111,2,13.0,6.0,0.07,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.05
earsaswounds,114,13,46.0,25.0,0.0,0.04,0.12,0.0,0.18,0.0,0.0,0.0,0.01,0.0,0.64
earthman121,124,3,112.0,26.0,0.0,0.02,0.04,0.02,0.02,0.0,0.0,0.06,0.0,0.0,0.83
eartle,160,2,133.0,43.0,0.04,0.16,0.33,0.01,0.08,0.0,0.07,0.02,0.03,0.1,0.17
eatmybrains,157,4,46.0,23.0,0.0,0.19,0.13,0.0,0.22,0.0,0.0,0.0,0.0,0.02,0.44
eatshark,150,10,19.0,7.0,0.14,0.4,0.13,0.0,0.01,0.0,0.02,0.0,0.03,0.27,0.0
eatsomechips,181,1,55.0,30.0,0.01,0.19,0.0,0.0,0.08,0.0,0.06,0.07,0.01,0.01,0.58
ebcomley,175,6,53.0,24.0,0.0,0.45,0.18,0.0,0.01,0.0,0.0,0.01,0.0,0.02,0.33
eboniefyre,98,4,66.0,22.0,0.01,0.01,0.42,0.0,0.02,0.0,0.0,0.09,0.07,0.11,0.27
ebonylauren,136,2,36.0,18.0,0.16,0.26,0.07,0.01,0.15,0.0,0.21,0.0,0.0,0.01,0.13
ebotunes,116,2,26.0,11.0,0.09,0.47,0.11,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.31
ecarter89,152,3,26.0,12.0,0.0,0.25,0.11,0.0,0.2,0.0,0.08,0.0,0.0,0.14,0.22
echelons,99,5,44.0,18.0,0.16,0.41,0.06,0.01,0.0,0.0,0.05,0.0,0.11,0.0,0.19
echotic,135,6,29.0,19.0,0.01,0.03,0.26,0.0,0.13,0.0,0.05,0.0,0.09,0.01,0.42
ed240,146,6,25.0,14.0,0.0,0.28,0.03,0.0,0.14,0.0,0.01,0.01,0.04,0.01,0.48
edd8990,138,7,33.0,10.0,0.0,0.51,0.07,0.25,0.01,0.0,0.0,0.0,0.13,0.0,0.04
eddidaz,140,4,14.0,9.0,0.0,0.49,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.46
eddie-barnes,110,4,48.0,13.0,0.0,0.02,0.61,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.15
eddy2375,163,3,65.0,20.0,0.13,0.01,0.49,0.0,0.09,0.0,0.0,0.04,0.02,0.04,0.17
edluacoles,133,2,38.0,17.0,0.03,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.68
edorourke,173,3,65.0,26.0,0.28,0.08,0.03,0.01,0.1,0.0,0.02,0.0,0.03,0.06,0.4
eevvie,164,2,40.0,16.0,0.01,0.32,0.31,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.32
eguinan,88,2,38.0,22.0,0.01,0.03,0.47,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.24
egyptianamoeba,113,3,64.0,18.0,0.03,0.44,0.22,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.17
eidoow,184,3,28.0,8.0,0.0,0.86,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.1
eight_red_coins,142,2,68.0,28.0,0.13,0.16,0.04,0.0,0.01,0.0,0.01,0.2,0.05,0.04,0.36
eighteeneleven,159,7,66.0,23.0,0.02,0.48,0.14,0.01,0.03,0.0,0.01,0.02,0.1,0.01,0.18
el-oh-yeah,78,8,17.0,8.0,0.49,0.12,0.06,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.21
el-tel,171,4,45.0,20.0,0.02,0.2,0.44,0.02,0.01,0.0,0.06,0.0,0.0,0.01,0.23
elMEANNo,176,6,114.0,30.0,0.06,0.47,0.14,0.0,0.04,0.0,0.07,0.0,0.07,0.01,0.15
el_h,119,3,19.0,9.0,0.0,0.45,0.13,0.0,0.0,0.0,0.01,0.01,0.0,0.11,0.29
el_houghton,108,6,48.0,20.0,0.0,0.01,0.09,0.01,0.36,0.0,0.0,0.0,0.0,0.0,0.53
el_tigro,177,2,98.0,32.0,0.06,0.37,0.02,0.01,0.12,0.0,0.02,0.01,0.03,0.02,0.34
eleanorgrace-,94,2,66.0,24.0,0.07,0.12,0.24,0.0,0.07,0.0,0.09,0.0,0.0,0.16,0.24
electricbluesky,152,5,75.0,22.0,0.04,0.1,0.55,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.26
electrobaboon,80,2,14.0,12.0,0.0,0.46,0.0,0.0,0.12,0.0,0.0,0.0,0.25,0.0,0.16
electrophile888,156,1,50.0,26.0,0.07,0.19,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.46
elegantandugly,144,6,60.0,29.0,0.03,0.34,0.16,0.0,0.22,0.0,0.01,0.01,0.03,0.01,0.19
elegantlybored,145,3,80.0,25.0,0.02,0.36,0.2,0.0,0.0,0.0,0.02,0.0,0.07,0.01,0.32
